Organisational Unit,Payment Date,Amount,Benificiary Name
Adult and Community Services,2016-07-15,518,Yorkshire Purchasing Organization
Adult and Community Services,2016-07-28,1516.66,SENSE
Adult and Community Services,2016-07-07,3070.81,SENSE
Adult and Community Services,2016-07-07,3070.81,SENSE
Adult and Community Services,2016-07-28,2964.92,SENSE
Adult and Community Services,2016-07-25,1076.5,CEFNDY HEALTHCARE
Adult and Community Services,2016-07-15,983.48,CEFNDY HEALTHCARE
Adult and Community Services,2016-07-14,1489.63,CARE UNIQUE LTD
Adult and Community Services,2016-07-21,1489.63,CARE UNIQUE LTD
Adult and Community Services,2016-07-07,666.5,CARE UNIQUE LTD
Adult and Community Services,2016-07-14,666.5,CARE UNIQUE LTD
Adult and Community Services,2016-07-07,1712.9,CARE UNIQUE LTD
Adult and Community Services,2016-07-14,1039.74,CARE UNIQUE LTD
Adult and Community Services,2016-07-07,1489.63,CARE UNIQUE LTD
Adult and Community Services,2016-07-07,2426.06,CARE UNIQUE LTD
Adult and Community Services,2016-07-07,2679.33,CARE UNIQUE LTD
Adult and Community Services,2016-07-28,666.5,CARE UNIQUE LTD
Adult and Community Services,2016-07-07,1293.01,CARE UNIQUE LTD
Adult and Community Services,2016-07-21,666.5,CARE UNIQUE LTD
Adult and Community Services,2016-07-07,1039.74,CARE UNIQUE LTD
Adult and Community Services,2016-07-28,1489.63,CARE UNIQUE LTD
Adult and Community Services,2016-07-28,3948,ISAND LTD
Adult and Community Services,2016-07-28,4596.34,ISAND LTD
Adult and Community Services,2016-07-14,3948,ISAND LTD
Adult and Community Services,2016-07-28,3849.3,ISAND LTD
Adult and Community Services,2016-07-28,2247.84,ISAND LTD
Adult and Community Services,2016-07-28,2400.02,ISAND LTD
Adult and Community Services,2016-07-28,2199.4,ISAND LTD
Adult and Community Services,2016-07-14,2199.4,ISAND LTD
Adult and Community Services,2016-07-28,6717.76,ISAND LTD
Adult and Community Services,2016-07-14,4596.34,ISAND LTD
Adult and Community Services,2016-07-28,4467.82,ISAND LTD
Adult and Community Services,2016-07-14,4467.82,ISAND LTD
Adult and Community Services,2016-07-28,4437.72,ISAND LTD
Adult and Community Services,2016-07-28,4783.38,ISAND LTD
Adult and Community Services,2016-07-14,4783.38,ISAND LTD
Adult and Community Services,2016-07-28,3476.2,ISAND LTD
Adult and Community Services,2016-07-14,4437.72,ISAND LTD
Adult and Community Services,2016-07-14,3849.3,ISAND LTD
Adult and Community Services,2016-07-28,2244.2,ISAND LTD
Adult and Community Services,2016-07-14,2508.1,ISAND LTD
Adult and Community Services,2016-07-28,2508.1,ISAND LTD
Adult and Community Services,2016-07-14,2247.84,ISAND LTD
Adult and Community Services,2016-07-14,2244.2,ISAND LTD
Adult and Community Services,2016-07-14,3476.2,ISAND LTD
Adult and Community Services,2016-07-28,2199.4,ISAND LTD
Adult and Community Services,2016-07-14,2199.4,ISAND LTD
Adult and Community Services,2016-07-14,6717.76,ISAND LTD
Adult and Community Services,2016-07-14,2400.02,ISAND LTD
Adult and Community Services,2016-07-14,1151.22,DISABILITY  ACTION YORKSHIRE
Adult and Community Services,2016-07-28,1543.08,DISABILITY  ACTION YORKSHIRE
Adult and Community Services,2016-07-28,1151.22,DISABILITY  ACTION YORKSHIRE
Adult and Community Services,2016-07-14,1709.4,DISABILITY  ACTION YORKSHIRE
Adult and Community Services,2016-07-28,1709.4,DISABILITY  ACTION YORKSHIRE
Adult and Community Services,2016-07-28,1594.18,DISABILITY  ACTION YORKSHIRE
Adult and Community Services,2016-07-14,1543.08,DISABILITY  ACTION YORKSHIRE
Adult and Community Services,2016-07-14,1594.18,DISABILITY  ACTION YORKSHIRE
Adult and Community Services,2016-07-14,1670.62,FAIRBURN MEWS HEALTH CARE LTD
Adult and Community Services,2016-07-28,1705.62,FAIRBURN MEWS HEALTH CARE LTD
Adult and Community Services,2016-07-28,1670.62,FAIRBURN MEWS HEALTH CARE LTD
Adult and Community Services,2016-07-14,1705.62,FAIRBURN MEWS HEALTH CARE LTD
Adult and Community Services,2016-07-28,10175,BRADFORD DISTRICT CREDIT UNION
Adult and Community Services,2016-07-14,2578.24,THREE SISTERS
Adult and Community Services,2016-07-14,3269.28,THREE SISTERS
Adult and Community Services,2016-07-14,2877.28,THREE SISTERS
Adult and Community Services,2016-07-14,731.92,THREE SISTERS
Adult and Community Services,2016-07-14,3130.82,THREE SISTERS
Adult and Community Services,2016-07-14,3321.5,THREE SISTERS
Adult and Community Services,2016-07-14,1791.72,THREE SISTERS
Adult and Community Services,2016-07-14,3532.48,THREE SISTERS
Adult and Community Services,2016-07-14,2576,THREE SISTERS
Adult and Community Services,2016-07-28,3269.28,THREE SISTERS
Adult and Community Services,2016-07-28,2877.28,THREE SISTERS
Adult and Community Services,2016-07-28,3213.7,THREE SISTERS
