Organisational Unit,Payment Date,Amount,Benificiary Name
AHL,2015-01-16,1293.14,BFD FESTIVAL CHORAL SOCIETY
AHL,2015-01-07,706.37,NATASHA GRAVES
AHL,2015-01-05,9555.10,SOCIETY OF LONDON THEATRE
AHL Policy Res & Dev,2015-01-28,1000.00,LEEDS BRADFORD INTERNAT AIRPORT LTD
AHL Policy Res & Dev,2015-01-23,584.53,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2015-01-16,1250.00,PAUL RAYBOULD MARKETING LTD
AHL Policy Res & Dev,2015-01-23,560.61,THE PERFORMING RIGHT SOCIETY
Asset Management,2015-01-21,542.50,AARAN SHEET METAL LTD
Asset Management,2015-01-30,4500.00,ANLABY WINDOW CLEANING SERVICES LTD
Asset Management,2015-01-21,600.00,BROWFIELD CONTRACTING LTD
Asset Management,2015-01-05,668.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2015-01-28,1726.23,JOHN BRADSHAW & SON LTD
Asset Management,2015-01-28,1641.43,JOHN BRADSHAW & SON LTD
Asset Management,2015-01-28,3750.53,JOHN BRADSHAW & SON LTD
Asset Management,2015-01-28,1115.44,JOHN BRADSHAW & SON LTD
Asset Management,2015-01-28,2551.63,JOHN BRADSHAW & SON LTD
Asset Management,2015-01-28,1726.23,JOHN BRADSHAW & SON LTD
Asset Management,2015-01-21,150000.00,VASILI INVESTMENTS LTD
Asset Mgt,2015-01-14,13664.00,ATLAS COMMUNITY PRIMARY SCHOOL
Asset Mgt,2015-01-14,6391.00,BARKEREND PRIMARY SCHOOL
Asset Mgt,2015-01-30,8026.98,BUTTERSHAW BUSINESS & ENTER COLLEGE
Asset Mgt,2015-01-30,18001.00,ELDWICK PRIMARY SCHOOL
Asset Mgt,2015-01-30,8561.93,FARFIELD PRIMARY AND NURSERY SCHOOL
Asset Mgt,2015-01-30,3103.00,FOXHILL PRIMARY SCHOOL
Asset Mgt,2015-01-21,9175.00,GIRLINGTON PRIMARY SCHOOL
Asset Mgt,2015-01-14,17273.00,LOWER FIELDS PRIMARY SCHOOL
Asset Mgt,2015-01-14,7700.00,QUEENSBURY  SCHOOL
Bradford i,2015-01-14,2833.56,BYTES SOFTWARE SERVICES LTD
Bradford i,2015-01-21,2182.29,SITEIMPROVE LTD
Bradford i,2015-01-19,3389.81,VODAFONE
Building Control,2015-01-12,850.00,CENTARA LTD
Building Control,2015-01-09,520.00,DRAKE PLANT HIRE
Building Control,2015-01-14,2520.00,LEE-DICKENS LIMITED
Building Control,2015-01-12,705.00,NATIONAL SOIL RESOURCES INSTITUTE
Building Control,2015-01-16,695.00,SUBSCAN UDS LTD
Building Control,2015-01-16,695.00,SUBSCAN UDS LTD
Building Control,2015-01-16,-695.00,SUBSCAN UDS LTD
Business Services,2015-01-14,733.21,GDS TECHNOLOGIES
Business Services,2015-01-19,1000.00,LEEDS COUNCIL
Business Services,2015-01-12,4917.01,LEVEL 3 COMMUNICATIONS UK LIMITED
Business Services,2015-01-16,8237.20,NET VIEW SYSTEMS LTD
Business Services,2015-01-28,4648.50,NET VIEW SYSTEMS LTD
Business Services,2015-01-09,1765.00,NINEHUNDRED COMMUNICATIONS
Business Services,2015-01-07,971.10,PRO-VISION
Business Services,2015-01-21,6613.50,SOVEREIGN INTERNATIONAL LTD
Business Services,2015-01-09,1500.00,SSAIB
Council wide,2015-01-26,1570.84,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1258.02,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1958.13,BRITISH GAS TRADING LTD
Council wide,2015-01-26,776.82,BRITISH GAS TRADING LTD
Council wide,2015-01-26,4839.09,BRITISH GAS TRADING LTD
Council wide,2015-01-26,996.91,BRITISH GAS TRADING LTD
Council wide,2015-01-26,551.12,BRITISH GAS TRADING LTD
Council wide,2015-01-26,798.36,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1324.00,BRITISH GAS TRADING LTD
Council wide,2015-01-26,-1667.53,BRITISH GAS TRADING LTD
Council wide,2015-01-26,820.17,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1229.76,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1141.70,BRITISH GAS TRADING LTD
Council wide,2015-01-26,667.51,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1179.56,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1217.19,BRITISH GAS TRADING LTD
Council wide,2015-01-26,-995.94,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1395.12,BRITISH GAS TRADING LTD
Council wide,2015-01-26,-1731.63,BRITISH GAS TRADING LTD
Council wide,2015-01-26,-1476.79,BRITISH GAS TRADING LTD
Council wide,2015-01-26,-1332.70,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1211.00,BRITISH GAS TRADING LTD
Council wide,2015-01-26,4846.65,BRITISH GAS TRADING LTD
Council wide,2015-01-26,-2801.06,BRITISH GAS TRADING LTD
Council wide,2015-01-26,8547.32,BRITISH GAS TRADING LTD
Council wide,2015-01-26,1978.74,BRITISH GAS TRADING LTD
Council wide,2015-01-26,521.23,BRITISH GAS TRADING LTD
Council wide,2015-01-26,-5703.59,BRITISH GAS TRADING LTD
Council wide,2015-01-26,6871.64,BRITISH GAS TRADING LTD
