Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
,Access & Inclusion,6234,Asylum Seekers Allow,2019-09-12,1900203631,500.67,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-09-12,1900203701,800,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-09-12,1900203701,5180.76,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-09-12,1900203718,512.55,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-09-12,1900203721,600,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2019-09-12,1900203721,2700.48,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-09-12,1900203728,4221.30,117996,PREPAID FINANCIAL SERVICES LIMITED
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-09-12,6101705143,1000.00,ONETIME,Bahamas Loco Trading Ltd
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-09-03,6101703977,3555.00,108332,MEDIACOM NORTH LTD
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-09-10,6101705279,600,107385,WORTH VALLEY MAG
,Area Co-ordinators Office,4700,Grants,2019-09-10,1900203662,500,123182,BINGLEY REMEMBRANCE GROUP
,Area Co-ordinators Office,4700,Grants,2019-09-05,1900203563,500,ONETIME,Equality for All CIC
,Area Co-ordinators Office,4700,Grants,2019-09-03,1900203562,500,109145,HOLLINGS YOUTH
,Area Co-ordinators Office,4700,Grants,2019-09-03,1900203558,500,120627,RCCG CHAPEL OF GRACE BRADFORD
,Area Operarations,4550,Fees & Charges,2019-09-19,1900203888,10000.00,104184,HMCS
,Area Operarations,4550,Fees & Charges,2019-09-26,1900204081,10000.00,104184,HMCS
,Assessment & Support,4600,Expenses - Other,2019-09-05,1900203524,1400.00,ONETIME,Windmill Court Country House
1025,Asset Management,31130,Other Prof Services,2019-09-05,6101704631,500,119966,AXIS PROPERTY CONSULTANCY LLP
1025,Asset Management,12100,Accomm Rent,2019-09-10,6101705505,27875.00,C54891,COMBINED PROPERTY CONTROL
1025,Asset Management,28180,Removal  & Storage,2019-09-19,6101707362,758,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-09-24,6101708403,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-09-26,6101708554,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-09-26,6101708672,651,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-09-26,6101708829,819,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-09-26,6101708830,819,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-09-26,6101708927,556.26,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,12200,Drainage Works,2019-09-03,6101703936,2550.00,D66941,DRAKE PLANT HIRE
1025,Asset Management,12300,Interior Finish Svs,2019-09-26,6101708655,10410.00,120139,FRIENDS OF SILSDEN TOWN HALL
1025,Asset Management,12300,Interior Finish Svs,2019-09-26,6101708813,4000.00,117814,OAKWORTH COMMUNITY TRUST
1025,Asset Management,12300,Interior Finish Svs,2019-09-26,6101708814,6000.00,117814,OAKWORTH COMMUNITY TRUST
1025,Asset Management,31130,Other Prof Services,2019-09-10,6101705249,4950.00,114103,SAVILLS
,Breavement & Amenities,9384,Burial Rights,2019-09-12,1900203742,965,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
1041,Building Control,17210,Cons Planning/Devlpt,2019-09-26,6101708740,980,ONETIME,BB7 FIRE LIMITED
1041,Building Control,19130,Publications,2019-09-12,6101705868,750,C01962,CALDERDALE MBC
1041,Building Control,12200,Drainage Works,2019-09-05,6101703845,1100.00,D66941,DRAKE PLANT HIRE
1041,Building Control,12500,Timber Supplies,2019-09-05,6101704213,1723.00,102408,G & A FABRICATIONS LIMITED
1041,Building Control,12395,Minor Building Wks,2019-09-12,6101705100,1190.00,108250,HAVEN BUILDING & MAINTENANCE LTD
1041,Building Control,12620,Maint/Rep Med Equip,2019-09-12,6101705792,840,100644,HONEYWELL ANALYTICS AG
1041,Building Control,12200,Drainage Works,2019-09-12,6101705231,800,J02304,JBA CONSULTING
1047,Business Services,30160,Community Safety Sys,2019-09-12,6101706083,4517.00,121484,NEOLOGY UK LIMITED
1047,Business Services,30160,Community Safety Sys,2019-09-24,6101704306,720,100436,NET VIEW SYSTEMS LTD
1047,Business Services,30160,Community Safety Sys,2019-09-24,6101706299,1181.70,120695,NORBAIN HOLDINGS LIMITED
1047,Business Services,30160,Community Safety Sys,2019-09-24,6101706461,1909.18,120695,NORBAIN HOLDINGS LIMITED
,Capital - CS0381 Fmr Odeon Building,8058,Grants Capital Purps,2019-09-03,1900203522,105695.14,113760,BRADFORD LIVE
,Capital - CS0381 Fmr Odeon Building,8058,Grants Capital Purps,2019-09-19,1900203875,52571.80,113760,BRADFORD LIVE
,Capital -City Centre Business District Priority Streets,8058,Grants Capital Purps,2019-09-17,1900203865,903,122514,BROW ART & BEAUTY LIMITED
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-09-24,1900203995,14825.00,118785,FAROOK AHMED T/A F BUILDER
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-09-12,1900203741,3800.00,110629,GM WINDOWS LTD
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-09-24,1900203994,2740.00,120607,HOMESHIELD (NORTHERN) LTD
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-09-12,1900203743,13000.00,114294,IS BUILDING CONTRACTORS
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-09-17,1900203855,3600.00,123186,JAMES ILLINGWORTH
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-09-19,1900203871,25000.00,108244,LOCAL BUILDING SERVICES
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-09-03,1900203521,4566.00,123147,XCEL KITCHENS UK LIMITED
,Capital -Development of Equity Loans H&S Assistance,8058,Grants Capital Purps,2019-09-17,1900203844,1450.00,123229,MOZZAM KHAN
