Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
1007,Assessment & Support,5661,Rest Home Payment,2019-01-10,106311631,1338.64,R63444,ROSE GARTH
1007,Assessment & Support,9451,Accom Rest Home,2019-01-10,106311632,1338.64,R63444,ROSE GARTH
1007,Assessment & Support,9451,Accom Rest Home,2019-01-10,106327784,1243.02,R63444,ROSE GARTH
1007,Assessment & Support,5661,Rest Home Payment,2019-01-10,106328205,1243.02,R63444,ROSE GARTH
1007,Assessment & Support,9458,Direct Payment Recov,2019-01-31,106381898,829.98,117671,GUL DIN
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409009,21214.19,F04687,KEYS CHILDCARE LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409010,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409011,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409012,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409013,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409014,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409015,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409016,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409017,11625.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409018,3135.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409019,1735.36,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409020,3562.50,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-01-03,106409021,796.79,112887,HEXAGON CARE SERVICES LTD
