Organisational Unit,Payment Date,Amount,Benificiary Name
AHL Policy Res & Dev,2014-09-24,1312.50,JUDITH A CLARK
AHL Policy Res & Dev,2014-09-24,1312.50,D F HOLMES
AHL Policy Res & Dev,2014-09-24,7847.10,Anne Hawkesworth
AHL Policy Res & Dev,2014-09-03,3704.40,Iilkley Parish Coucil
AHL Policy Res & Dev,2014-09-03,2054.70,Ilkley Summer Festival
AHL Policy Res & Dev,2014-09-17,4139.46,CHRIS COOKE MANAGEMENT LTD
AHL Policy Res & Dev,2014-09-15,3337.50,MEDIACOM NORTH LTD
AHL Policy Res & Dev,2014-09-24,561.6,ELGATE PRODUCTS LIMITED
AHL Policy Res & Dev,2014-09-22,550.99,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2014-09-03,3572.50,Yorkshire Agricultural Society
Asset Management,2014-09-17,6575.22,AIREVIEW INFANT SCHOOL
Asset Management,2014-09-10,22162.21,ALL SAINTS CE PRIMARY SCHOOL
Asset Management,2014-09-12,28519.38,CARLTON BOLLING COLLEGE
Asset Management,2014-09-24,38774.00,LEY TOP PRIMARY SCHOOL
Asset Management,2014-09-15,49762.00,LOW MOOR CE PRIMARY SCHOOL
Asset Management,2014-09-10,5000.00,MIRIAM LORD COMMUNITY PRIMARY SCHOO
Asset Management,2014-09-17,9006.25,NESSFIELD PRIMARY SCHOOL
Asset Management,2014-09-17,29263.24,PEEL PARK PRIMARY SCHOOL
Asset Management,2014-09-17,6402.38,PRIESTHORPE PRIMARY SCHOOL
Asset Management,2014-09-10,9000.00,ST EDMUNDS NURSERY SCHOOL & CHILDRE
Asset Management,2014-09-17,9298.75,SWAIN HOUSE PRIMARY SCHOOL
Asset Management,2014-09-17,24391.55,WORTHINGHEAD PRIMARY SCHOOL
Asset Management,2014-09-03,543.13,MEDIACOM NORTH LTD
Asset Management,2014-09-12,22700.00,COMBINED PROPERTY CONTROL
Asset Management,2014-09-15,4494.00,VERDER LTD
Asset Management,2014-09-24,1156.00,AARAN SHEET METAL LTD
Asset Management,2014-09-01,1195.50,GRICE BROS & CO LTD
Asset Management,2014-09-05,1222.20,GRICE BROS & CO LTD
Asset Management,2014-09-05,829.7,GRICE BROS & CO LTD
Asset Management,2014-09-29,2080.50,GRICE BROS & CO LTD
Asset Management,2014-09-29,10155.00,STOREYS EDWARD SYMMONS
Asset Management,2014-09-05,1998.80,DRAKE PLANT HIRE
Asset Management,2014-09-08,2525.00,SUGDEN CONTRACTORS LTD
Asset Management,2014-09-12,995,DARVILLS REMOVALS
Asset Management,2014-09-12,746,DARVILLS REMOVALS
Asset Management,2014-09-24,643,DARVILLS REMOVALS
Asset Management,2014-09-26,750,STOREYS EDWARD SYMMONS
Bradford i,2014-09-01,2847.45,CARETOWER
Bradford i,2014-09-10,4577.98,VODAFONE
Bradford i,2014-09-26,2984745.00,IBM UK LTD
Bradford i,2014-09-26,742531.62,IBM UK LTD
Building Control,2014-09-01,700,DRAKE PLANT HIRE
Building Control,2014-09-01,5100.00,DRAKE PLANT HIRE
Building Control,2014-09-22,1260.00,HAIGHS FOR DRAINS LTD
Building Control,2014-09-05,656.25,F HARDWICK LTD
Building Control,2014-09-29,525,F HARDWICK LTD
Business Services,2014-09-10,587.85,AIRWAVE SOLUTIONS LTD
Business Services,2014-09-08,8858.90,NET VIEW SYSTEMS LTD
Business Services,2014-09-08,2627.90,NET VIEW SYSTEMS LTD
Business Services,2014-09-15,1300.00,THE CCTV TRAINING ACADEMY
Business Services,2014-09-08,2753.00,TMC TECHNOLOGY UK CO LTD
Business Services,2014-09-15,2901.00,TMC TECHNOLOGY UK CO LTD
Chief Executive's Office,2014-09-03,1167.00,RSA
Council wide,2014-09-10,-749.14,NPOWER (ELECTRIC)
Council wide,2014-09-10,-1458.48,NPOWER (ELECTRIC)
Council wide,2014-09-10,-1430.64,NPOWER (ELECTRIC)
Council wide,2014-09-10,665.89,NPOWER (ELECTRIC)
Council wide,2014-09-10,570.72,NPOWER (ELECTRIC)
Council wide,2014-09-10,589.78,NPOWER (ELECTRIC)
Council wide,2014-09-10,570.72,NPOWER (ELECTRIC)
Council wide,2014-09-10,589.78,NPOWER (ELECTRIC)
Council wide,2014-09-10,570.72,NPOWER (ELECTRIC)
Council wide,2014-09-10,589.78,NPOWER (ELECTRIC)
Council wide,2014-09-10,532.7,NPOWER (ELECTRIC)
Council wide,2014-09-10,589.78,NPOWER (ELECTRIC)
Council wide,2014-09-10,609.16,NPOWER (ELECTRIC)
Council wide,2014-09-10,630.18,NPOWER (ELECTRIC)
Council wide,2014-09-10,609.17,NPOWER (ELECTRIC)
Council wide,2014-09-22,667.02,NPOWER (ELECTRIC)
Council wide,2014-09-22,1619.05,NPOWER (ELECTRIC)
Council wide,2014-09-22,696.54,NPOWER (ELECTRIC)
Council wide,2014-09-22,907.88,NPOWER (ELECTRIC)
Council wide,2014-09-22,1412.37,NPOWER (ELECTRIC)
Council wide,2014-09-22,510.36,NPOWER (ELECTRIC)
Council wide,2014-09-22,847.27,NPOWER (ELECTRIC)
Council wide,2014-09-22,518.4,NPOWER (ELECTRIC)
Council wide,2014-09-22,1739.24,NPOWER (ELECTRIC)
Council wide,2014-09-22,2775.74,NPOWER (ELECTRIC)
Council wide,2014-09-22,538.98,NPOWER (ELECTRIC)
Council wide,2014-09-22,1726.01,NPOWER (ELECTRIC)
Council wide,2014-09-22,-635.44,NPOWER (ELECTRIC)
Council wide,2014-09-22,-2105.40,NPOWER (ELECTRIC)
Council wide,2014-09-22,2160.03,NPOWER (ELECTRIC)
Council wide,2014-09-22,661.52,NPOWER (ELECTRIC)
Council wide,2014-09-22,554.31,NPOWER (ELECTRIC)
Council wide,2014-09-22,604.14,NPOWER (ELECTRIC)
Council wide,2014-09-22,1475.56,NPOWER (ELECTRIC)
Council wide,2014-09-22,505.21,NPOWER (ELECTRIC)
Council wide,2014-09-22,833.64,NPOWER (ELECTRIC)
Council wide,2014-09-22,588.33,NPOWER (ELECTRIC)
Council wide,2014-09-22,1784.41,NPOWER (ELECTRIC)
Council wide,2014-09-22,1188.11,NPOWER (ELECTRIC)
Council wide,2014-09-22,778.96,NPOWER (ELECTRIC)
Council wide,2014-09-22,1067.91,NPOWER (ELECTRIC)
Council wide,2014-09-22,1198.00,NPOWER (ELECTRIC)
Council wide,2014-09-22,1324.20,NPOWER (ELECTRIC)
Council wide,2014-09-22,1504.29,NPOWER (ELECTRIC)
Council wide,2014-09-22,1441.87,NPOWER (ELECTRIC)
Council wide,2014-09-22,1096.16,NPOWER (ELECTRIC)
