Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
1040,Fleet & Transport Services,5680,Sub-Contractors,2019-02-05,106444201,699.50,116879,NATIONWIDE CRASH REPAIR CENTRES LTD
1040,Fleet & Transport Services,5680,Sub-Contractors,2019-02-05,106444202,509.02,116879,NATIONWIDE CRASH REPAIR CENTRES LTD
1040,Fleet & Transport Services,5680,Sub-Contractors,2019-02-05,106444203,592.08,116879,NATIONWIDE CRASH REPAIR CENTRES LTD
1040,Fleet & Transport Services,5680,Sub-Contractors,2019-02-05,106444206,726.90,F00321,F&G COMMERCIALS (HUDDERSFIELD) LTD
,Prevention / Resources,5840,Home Support,2019-02-05,106444473,519.60,116110,V RECRUITMENT
,Prevention / Resources,5840,Home Support,2019-02-05,106444478,1664.00,100229,CARE UNIQUE LTD
,Prevention / Resources,5840,Home Support,2019-02-05,106444479,576.00,100229,CARE UNIQUE LTD
,Prevention / Resources,5840,Home Support,2019-02-05,106444480,1088.00,100229,CARE UNIQUE LTD
,Prevention / Resources,5840,Home Support,2019-02-05,106444481,512.00,100229,CARE UNIQUE LTD
,Prevention / Resources,5840,Home Support,2019-02-05,106444482,1024.00,100229,CARE UNIQUE LTD
,Prevention / Resources,5840,Home Support,2019-02-05,106444483,864.00,100229,CARE UNIQUE LTD
,Prevention / Resources,5840,Home Support,2019-02-05,106444484,800.00,100229,CARE UNIQUE LTD
,Prevention / Resources,5840,Home Support,2019-02-05,106444485,704.00,100229,CARE UNIQUE LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444947,3565.71,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444948,13285.71,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444949,16385.71,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444950,2657.14,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444951,13130.71,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444952,1821.43,120228,PROGRESSIVE CARE LIMITED
,Social Work Service,5000,Payments to OLA's,2019-02-05,106444952,6860.71,120228,PROGRESSIVE CARE LIMITED
,Social Work Service,5000,Payments to OLA's,2019-02-05,106444953,1021.43,120228,PROGRESSIVE CARE LIMITED
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444956,3000.00,120228,PROGRESSIVE CARE LIMITED
,Social Work Service,5000,Payments to OLA's,2019-02-05,106444956,11300.00,120228,PROGRESSIVE CARE LIMITED
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444958,3000.00,120228,PROGRESSIVE CARE LIMITED
,Social Work Service,5000,Payments to OLA's,2019-02-05,106444958,11300.00,120228,PROGRESSIVE CARE LIMITED
,Social Work Service,5000,Payments to OLA's,2019-02-05,106444959,3600.00,120228,PROGRESSIVE CARE LIMITED
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444960,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444961,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444962,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444963,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444964,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444965,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444966,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444967,11625.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444968,8835.00,112887,HEXAGON CARE SERVICES LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444969,6600.00,P25745,PEBBLES CARE LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444970,19928.57,121541,DYNAMIC CHILDCARE LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444971,1928.57,121541,DYNAMIC CHILDCARE LTD
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444972,3565.00,A38978,FOSTER CARE ASSOCIATES
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444973,3658.00,A38978,FOSTER CARE ASSOCIATES
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444974,3255.00,A38978,FOSTER CARE ASSOCIATES
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444975,3307.39,A38978,FOSTER CARE ASSOCIATES
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444977,3307.39,A38978,FOSTER CARE ASSOCIATES
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444986,600.00,116142,LIBERTY HOMES HOUSING ASSOCIATION
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444987,5899.56,116142,LIBERTY HOMES HOUSING ASSOCIATION
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444988,2928.00,116142,LIBERTY HOMES HOUSING ASSOCIATION
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444989,600.00,116142,LIBERTY HOMES HOUSING ASSOCIATION
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444990,5899.56,116142,LIBERTY HOMES HOUSING ASSOCIATION
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444991,2928.00,116142,LIBERTY HOMES HOUSING ASSOCIATION
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444992,600.00,116142,LIBERTY HOMES HOUSING ASSOCIATION
,Prevention / Resources,5000,Payments to OLA's,2019-02-05,106444993,5899.56,116142,LIBERTY HOMES HOUSING ASSOCIATION
