Organisational Unit,Payment Date,Amount,Benificiary Name
Adult & Community Services,2016-05-05,777,06 CARE LTD
Adult & Community Services,2016-05-05,966,06 CARE LTD
Adult & Community Services,2016-05-05,539,06 CARE LTD
Adult & Community Services,2016-05-05,882,06 CARE LTD
Adult & Community Services,2016-05-05,630,06 CARE LTD
Adult & Community Services,2016-05-05,932.2,06 CARE LTD
Adult & Community Services,2016-05-05,663.6,06 CARE LTD
Adult & Community Services,2016-05-05,1990.80,06 CARE LTD
Adult & Community Services,2016-05-12,539,06 CARE LTD
Adult & Community Services,2016-05-12,882,06 CARE LTD
Adult & Community Services,2016-05-12,630,06 CARE LTD
Adult & Community Services,2016-05-12,932.2,06 CARE LTD
Adult & Community Services,2016-05-12,663.6,06 CARE LTD
Adult & Community Services,2016-05-12,1990.80,06 CARE LTD
Adult & Community Services,2016-05-12,1906.19,06 CARE LTD
Adult & Community Services,2016-05-12,2276.09,06 CARE LTD
Adult & Community Services,2016-05-12,1253.02,06 CARE LTD
Adult & Community Services,2016-05-12,1253.02,06 CARE LTD
Adult & Community Services,2016-05-12,716.48,06 CARE LTD
Adult & Community Services,2016-05-12,716.48,06 CARE LTD
Adult & Community Services,2016-05-12,542.94,06 CARE LTD
Adult & Community Services,2016-05-12,542.94,06 CARE LTD
Adult & Community Services,2016-05-12,542.94,06 CARE LTD
Adult & Community Services,2016-05-12,542.94,06 CARE LTD
Adult & Community Services,2016-05-12,542.94,06 CARE LTD
Adult & Community Services,2016-05-12,777,06 CARE LTD
Adult & Community Services,2016-05-12,966,06 CARE LTD
Adult & Community Services,2016-05-19,2162.79,06 CARE LTD
Adult & Community Services,2016-05-19,1239.69,06 CARE LTD
Adult & Community Services,2016-05-19,539,06 CARE LTD
Adult & Community Services,2016-05-19,882,06 CARE LTD
Adult & Community Services,2016-05-19,630,06 CARE LTD
Adult & Community Services,2016-05-19,932.2,06 CARE LTD
Adult & Community Services,2016-05-19,663.6,06 CARE LTD
Adult & Community Services,2016-05-19,1990.80,06 CARE LTD
Adult & Community Services,2016-05-19,777,06 CARE LTD
Adult & Community Services,2016-05-19,966,06 CARE LTD
Adult & Community Services,2016-05-19,542.94,06 CARE LTD
Adult & Community Services,2016-05-19,542.94,06 CARE LTD
Adult & Community Services,2016-05-26,1990.80,06 CARE LTD
Adult & Community Services,2016-05-26,663.6,06 CARE LTD
Adult & Community Services,2016-05-26,932.2,06 CARE LTD
Adult & Community Services,2016-05-26,630,06 CARE LTD
Adult & Community Services,2016-05-26,1213.03,06 CARE LTD
Adult & Community Services,2016-05-26,1502.95,06 CARE LTD
Adult & Community Services,2016-05-26,882,06 CARE LTD
Adult & Community Services,2016-05-26,539,06 CARE LTD
Adult & Community Services,2016-05-26,542.94,06 CARE LTD
Adult & Community Services,2016-05-26,966,06 CARE LTD
Adult & Community Services,2016-05-26,777,06 CARE LTD
Adult & Community Services,2016-05-05,3738.14,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-05-05,3069.22,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-05-05,3181.64,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-05-05,2813.86,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-05-05,1376.62,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-05-05,2744.98,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-05-05,3443.02,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-05-05,3147.48,2a PARK VIEW ROAD CARE HOME
