Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2019-06-04,1041.77,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-06-04,1129.81,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-06-18,6301.42,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-06-18,1233.40,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-06-18,5358.24,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-06-20,600.00,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-06-20,7307.64,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-06-20,856.50,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-06-11,606.60,AHL Policy Res & Dev,ELGATE PRODUCTS LIMITED,,
2019-06-04,676.82,AHL Policy Res & Dev,SOUTHFIELD STATIONERS LTD,,
2019-06-04,10000.00,Area Operarations,HMCS,,
2019-06-20,652.00,Assessment & Support,Mr Ayaz Rauf,,
2019-06-18,22700.00,Asset Management,COMBINED PROPERTY CONTROL,,
2019-06-20,570.00,Asset Management,DRAKE PLANT HIRE,,
2019-06-04,1500.00,Asset Management,EDDISONS COMMERCIAL LIMITED,,
2019-06-18,690.00,Asset Management,FRIENDS OF SILSDEN TOWN HALL,,
2019-06-25,1259.50,Asset Management,INCOMMUNITIES,,
2019-06-25,10000.00,Asset Management,JONES LANG LASALLE LIMITED,,
2019-06-18,6412.50,Asset Management,LAMBERT SMITH HAMPTON,,
2019-06-27,2552.83,Asset Management,NEWHALL PARK PRIMARY SCHOOL,,
2019-06-25,500.00,Asset Management,PUGH & CO LTD,,
2019-06-25,500.00,Asset Management,PUGH & CO LTD,,
2019-06-18,900.00,Asset Management,TIM SMITH,,
2019-06-11,3000.00,Asset Management,WOODHALL PLANNING & CONSERVATION LT,,
2019-06-06,2000.00,Building Control,KOREC,,
2019-06-18,4650.32,Building Control,PETER DUFFY LTD,,
2019-06-18,520.83,Building Control,PETER DUFFY LTD,,
2019-06-18,5000.00,Building Control,WSP UK LIMITED,,
2019-06-27,850.00,Business Services,AUKER RHODES PROFESSIONAL SERV LLP,,
2019-06-18,595.00,Business Services,BOLD COMMUNICATIONS LTD,,
2019-06-25,4808.04,Business Services,CENTURYLINK COMMUNICATIONS UK LTD,,
2019-06-04,4764.52,Business Services,NET VIEW SYSTEMS LTD,,
2019-06-20,520.00,Business Services,NET VIEW SYSTEMS LTD,,
2019-06-20,312611.00,Capital - Challenge Fund - Joint Struct Sch Kirklees (Grant 2 Kirk),KIRKLEES METROPOLITAN COUNCIL,,
2019-06-18,23060.51,Capital - CS0381 Fmr Odeon Building,BRADFORD LIVE,,
2019-06-18,20450.11,Capital - CS0381 Godwin St (fmr Odeon),BRADFORD LIVE,,
2019-06-27,31257.53,Capital -City Centre Business District Priority Streets,THE NOODLEK8 LTD,,
2019-06-13,2676.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,REDACTED PERSONAL DATA,,
2019-06-18,17885.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,REDACTED PERSONAL DATA,,
2019-06-27,976.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,SHAUN PINDER PROPERTY MAINTENANCE,,
2019-06-25,5000.00,Capital -Development of Equity Loans H&S Assistance,REDACTED PERSONAL DATA,,
2019-06-25,8211.25,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,ASTOR-BANNERMAN (MEDICAL) LTD,,
2019-06-13,5711.63,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,HI TECH BUILDERS LTD,,
2019-06-04,16200.00,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,REDACTED PERSONAL DATA,,
2019-06-18,700.00,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,REDACTED PERSONAL DATA,,
2019-06-25,4000.00,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,REDACTED PERSONAL DATA,,
2019-06-27,9040.19,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,REDACTED PERSONAL DATA,,
2019-06-27,10869.00,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,TERRY GROUP LIMITED,,
2019-06-06,29817.22,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,WESTFIELD BUILDERS,,
2019-06-27,855.00,Capital -Empty Private Sector Homes Strategy Empty Property Assistance,JD PLASTERING AND RENDERING LTD,,
2019-06-06,1295.00,CCA Finance,The co-op Funeral care,,
2019-06-06,1240.00,CCA Finance,The co-op Funeral care,,
2019-06-20,661.00,CCA Finance,The co-op Funeral care,,
2019-06-27,1220.00,CCA Finance,The Co-op Legal Services,,
2019-06-20,4100.05,CCA Finance,The Co-operative Funeral Care Ltd,,
2019-06-27,1557.45,CCA Finance,The Co-operative Funeral Care Ltd,,
2019-06-13,14529.25,Commissioning & Contracts,GRANGE INTERLINK LIMITED,,
2019-06-13,2500.00,Commissioning & Contracts,HOPES CENTRE,,
2019-06-13,10000.00,Commissioning & Contracts,INSPIRED NEIGHBOURHOODS CIC,,
2019-06-04,7736.50,Commissioning & Contracts,LUV2MEETU,,
2019-06-04,2578.83,Commissioning & Contracts,LUV2MEETU,,
2019-06-04,7735.50,Commissioning & Contracts,LUV2MEETU,,
2019-06-13,13913.50,Commissioning & Contracts,ROYDS COMMUNITY ASSOCIATION,,
2019-06-13,10000.00,Commissioning & Contracts,SHED CENTRAL LTD,,
2019-06-13,10000.00,Commissioning & Contracts,ST JOHNS CHURCH DAY CARE CENTRE,,
2019-06-12,14338.50,Commissioning & Contracts,THE CARER'S RESOURCE,,
2019-06-13,14338.50,Commissioning & Contracts,THE CARER'S RESOURCE,,
2019-06-12,14338.50,Commissioning & Contracts,THE CARER'S RESOURCE,,
2019-06-13,12000.00,Commissioning & Contracts,WYKE COMMUNITY & CHILDRENS CENTRE,,
2019-06-06,24000.00,"Corporate Debt, Fraud & Business Rates",ILKLEY BID LTD,,
2019-06-11,10740.89,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,1744.78,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,3526.57,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,5118.25,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,876.53,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,2632.83,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,7818.88,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,1461.80,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,701.34,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,642.57,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,600.06,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,2571.06,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,1675.31,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,724.81,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,617.68,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,3752.95,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,583.80,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,717.46,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,564.67,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,612.35,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,972.48,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,4577.22,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,733.83,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,3416.95,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
2019-06-11,1334.27,COUNCIL WIDE,CORONA ENERGY RETAIL 4 LIMITED,,
