Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
1034,AHL Policy Res & Dev,21110,Marketing Services,2017-12-07,6101561843,1125.00,ONETIME,Fenice Media Ltd
1034,AHL Policy Res & Dev,21110,Marketing Services,2017-12-12,6101561831,1290.00,116868,XINLIANG WEI
1025,Asset Management,12610,Accomm Serv Charges,2017-12-07,6101561986,10923.63,C06854,CANTERBURY NURSERY SCHOOL & CENTRE
1025,Asset Management,12610,Accomm Serv Charges,2017-12-07,6101562316,9480.02,C06854,CANTERBURY NURSERY SCHOOL & CENTRE
1025,Asset Management,12610,Accomm Serv Charges,2017-12-07,6101562332,5118.64,C06854,CANTERBURY NURSERY SCHOOL & CENTRE
1025,Asset Management,12100,Accomm Rent,2017-12-12,6101563070,22700.00,C54891,COMBINED PROPERTY CONTROL
1025,Asset Management,17220,Cons Property Mgmt,2017-12-21,6101566394,3000.00,118262,FOURTH STREET PLACE CONSULTANTS LTD
1025,Asset Management,28100,Furniture - Office,2017-12-07,6101560958,10000.00,G44438,GODFREY-SYRETT LTD
1025,Asset Management,31130,Other Prof Services,2017-12-07,6101561784,3750.00,117915,JONES LANG LASALLE LIMITED
1025,Asset Management,10100,Advertising Notices,2017-12-14,6101561327,678.47,108332,MEDIACOM NORTH LTD
1025,Asset Management,14110,Cleaning Premises,2017-12-14,6101563623,754.15,M55856,MINSTER CLEANING SERVICES
1025,Asset Management,31130,Other Prof Services,2017-12-21,6101566606,37500.00,117836,SILVERLAND PROPERTIES LTD
1025,Asset Management,12360,Metalwork Services,2017-12-12,6101563233,3094.00,V00532,VPS (UK) LTD
1025,Asset Management,17220,Cons Property Mgmt,2017-12-05,6101561715,3000.00,102330,WAFER HADLEY LTD
1025,Asset Management,14220,Waste Mgmnt Services,2017-12-19,6101564805,1850.00,X03756,YELLOWDOT
9360,Asset Mgt,9360,Rents (VAT exempt),2017-12-07,1900187601,1250.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
1041,Building Control,12200,Drainage Works,2017-12-19,6101563645,587.50,D66941,DRAKE PLANT HIRE
1041,Building Control,12200,Drainage Works,2017-12-19,6101563651,500.00,D66941,DRAKE PLANT HIRE
1041,Building Control,12200,Drainage Works,2017-12-19,6101564379,1175.00,D66941,DRAKE PLANT HIRE
1041,Building Control,12200,Drainage Works,2017-12-19,6101563343,704.00,113263,M&P SURVEY EQUIPMENT LTD
1047,Business Services,12160,Civil Engineers Wks,2017-12-19,6101564411,11855.00,C69674,CORE INTEGRATED SOLUTIONS LTD
1047,Business Services,34150,Trng Vocational,2017-12-21,6101564400,2724.02,103638,KAPLAN FINANCIAL
2001,Chief Executive's Office,17200,Cons Other,2017-12-21,6101566059,3000.00,115093,PROVENTURE
1008,Children's Services,6010,Child Care Vouchers,2017-12-19,105967354,4510.00,112947,1ST SAFARI DAY NURSERIES LTD
1008,Children's Services,21100,Event Services,2017-12-05,6101561681,1635.00,109662,2DINE4
1008,Children's Services,14110,Cleaning Premises,2017-12-14,6101563499,1649.00,106333,2ND NATURE CLEANING (SARAH WILSON)
1008,Children's Services,14110,Cleaning Premises,2017-12-14,6101563502,1297.00,106333,2ND NATURE CLEANING (SARAH WILSON)
1008,Children's Services,6010,Child Care Vouchers,2017-12-19,105967295,7203.00,A03795,ABACUS DAY NURSERY
1008,Children's Services,36110,Edu Sch places indep,2017-12-28,6101566669,5293.99,116491,ACORN CARE AND EDUCATION LTD
1008,Children's Services,36110,Edu Sch places indep,2017-12-28,6101566682,11533.33,116491,ACORN CARE AND EDUCATION LTD
1008,Children's Services,36110,Edu Sch places indep,2017-12-28,6101566684,5293.99,116491,ACORN CARE AND EDUCATION LTD
1008,Children's Services,6010,Child Care Vouchers,2017-12-19,105967244,19955.00,107770,ACORNS-IN-ELDWICK LTD
1008,Children's Services,30110,Child Specialist Svs,2017-12-07,6101562281,3631.00,A23353,ACTIVE SOCIAL CARE LTD
1008,Children's Services,6010,Child Care Vouchers,2017-12-19,105967220,3937.00,A10541,ADDINGHAM PRE-SCHOOL PLAYGROUP
