Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632343,1001.02,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632344,1160.80,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632367,12071.69,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632370,503.72,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632371,814.09,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632386,1588.82,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632387,686.82,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632396,764.38,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632398,7204.91,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632399,701.29,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632402,2214.84,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632403,1448.07,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632406,1062.38,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632408,3276.99,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632416,1648.63,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632417,2802.47,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632418,3369.76,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632435,681.56,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632436,1465.73,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632440,1135.11,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632442,1097.65,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632455,3062.48,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632456,3681.82,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632487,755.28,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632489,1239.73,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632490,2526.75,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632493,1091.70,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632494,1941.21,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632495,2292.20,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632497,823.67,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632498,1343.41,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632505,651.89,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632507,849.35,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632513,823.52,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632515,4385.10,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632517,1195.69,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632521,766.76,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632522,1504.43,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632525,1583.54,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632527,544.91,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632529,1745.11,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632554,1050.96,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632582,2735.47,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632584,4039.91,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632592,619.33,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632598,2692.02,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632599,1438.30,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632600,5405.15,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632607,2221.79,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632619,3044.09,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632620,4083.41,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632621,1075.81,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632622,780.63,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632623,776.38,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632625,1061.25,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632626,6051.03,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632627,1091.04,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632628,1167.07,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632630,2324.67,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632632,1690.10,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632637,1445.77,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632638,4908.03,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632640,819.91,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632645,932.06,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632650,1199.56,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632651,629.30,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632652,6615.60,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632655,578.54,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632657,764.12,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632659,1231.74,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2313,Gas,2018-03-27,5101632663,592.91,116913,CORONA ENERGY RETAIL 4 LIMITED
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631283,180474.54,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631287,154552.48,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631289,133996.07,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631290,146063.04,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631293,174098.84,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631295,201545.32,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631300,243449.23,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631306,346045.88,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631308,388659.93,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631311,361670.10,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631314,294779.88,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631316,229181.23,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631318,184529.60,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631321,156125.31,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631323,136183.17,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631328,175184.16,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631330,203494.93,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631333,246275.98,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631335,362095.35,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631336,413086.24,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631339,298930.84,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631341,220658.24,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631344,204935.17,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631346,165561.70,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631350,156899.62,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631352,187348.98,N01651,NPOWER (ELECTRIC) YPO CONTRACT
Council Wide,Council Wide,2312,Electric,2018-03-20,5101631353,218140.91,N01651,NPOWER (ELECTRIC) YPO CONTRACT
