Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2017-12-07,1125.00,AHL Policy Res & Dev,Fenice Media Ltd,,
2017-12-12,1290.00,AHL Policy Res & Dev,XINLIANG WEI,,
2017-12-07,10923.63,Asset Management,CANTERBURY NURSERY SCHOOL & CENTRE,,
2017-12-07,9480.02,Asset Management,CANTERBURY NURSERY SCHOOL & CENTRE,,
2017-12-07,5118.64,Asset Management,CANTERBURY NURSERY SCHOOL & CENTRE,,
2017-12-12,22700.00,Asset Management,COMBINED PROPERTY CONTROL,,
2017-12-21,3000.00,Asset Management,FOURTH STREET PLACE CONSULTANTS LTD,,
2017-12-07,10000.00,Asset Management,GODFREY-SYRETT LTD,,
2017-12-07,3750.00,Asset Management,JONES LANG LASALLE LIMITED,,
2017-12-14,678.47,Asset Management,MEDIACOM NORTH LTD,,
2017-12-14,754.15,Asset Management,MINSTER CLEANING SERVICES,,
2017-12-21,37500.00,Asset Management,SILVERLAND PROPERTIES LTD,,
2017-12-12,3094.00,Asset Management,VPS (UK) LTD,,
2017-12-05,3000.00,Asset Management,WAFER HADLEY LTD,,
2017-12-19,1850.00,Asset Management,YELLOWDOT,,
2017-12-07,1250.00,Asset Mgt,REDACTED PERSONAL DATA,,
2017-12-19,587.50,Building Control,DRAKE PLANT HIRE,,
2017-12-19,500.00,Building Control,DRAKE PLANT HIRE,,
2017-12-19,1175.00,Building Control,DRAKE PLANT HIRE,,
2017-12-19,704.00,Building Control,M&P SURVEY EQUIPMENT LTD,,
2017-12-19,11855.00,Business Services,CORE INTEGRATED SOLUTIONS LTD,,
2017-12-21,2724.02,Business Services,KAPLAN FINANCIAL,,
2017-12-21,3000.00,Chief Executive's Office,PROVENTURE,,
2017-12-19,4510.00,Children's Services,1ST SAFARI DAY NURSERIES LTD,,
2017-12-05,1635.00,Children's Services,2DINE4,,
2017-12-14,1649.00,Children's Services,2ND NATURE CLEANING (SARAH WILSON),,
2017-12-14,1297.00,Children's Services,2ND NATURE CLEANING (SARAH WILSON),,
2017-12-19,7203.00,Children's Services,ABACUS DAY NURSERY,,
2017-12-28,5293.99,Children's Services,ACORN CARE AND EDUCATION LTD,,
2017-12-28,11533.33,Children's Services,ACORN CARE AND EDUCATION LTD,,
2017-12-28,5293.99,Children's Services,ACORN CARE AND EDUCATION LTD,,
2017-12-19,19955.00,Children's Services,ACORNS-IN-ELDWICK LTD,,
2017-12-07,3631.00,Children's Services,ACTIVE SOCIAL CARE LTD,,
2017-12-19,3937.00,Children's Services,ADDINGHAM PRE-SCHOOL PLAYGROUP,,
2017-12-19,1707.00,Children's Services,AEDA'S ANGELS,,
2017-12-19,1466.00,Children's Services,AL HIKMAH NURSERY,,
2017-12-19,5447.00,Children's Services,AL MUMIN PRIMARY SCHOOL,,
2017-12-19,1695.00,Children's Services,ALISON MAZACS,,
2017-12-19,970.00,Children's Services,ALISON MCKNIFF,,
2017-12-19,3670.00,Children's Services,ALL SAINTS PRE-SCHOOL PLAYGROUP,,
2017-12-19,1089.00,Children's Services,ALLAN WEBB,,
2017-12-19,2066.00,Children's Services,ANGELA THOMPSON,,
2017-12-19,518.00,Children's Services,ANN CORBET,,
2017-12-21,10000.00,Children's Services,ANNE FRANK TRUST,,
2017-12-19,9412.00,Children's Services,APPERLEY LODGE DAY NURSERY,,
2017-12-19,28157.00,Children's Services,APPLETON ACADEMY,,
2017-12-19,7102.00,Children's Services,ARK DAY NURSERY,,
2017-12-19,1724.00,Children's Services,ASKHAM BRYAN COLLEGE,,
2017-12-19,3928.00,Children's Services,ASPIRE-IGEN GROUP LTD,,
2017-12-19,5371.00,Children's Services,ATLAS COMMUNITY PRIMARY ACADEMY,,
2017-12-19,2590.00,Children's Services,AUDREY WYNN,,
2017-12-28,2521.35,Children's Services,AUTISM PARTNERSHIP UK LTD,,
