Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
,Access & Inclusion,6234,Asylum Seekers Allow,2019-08-13,1900203212,695.6,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-08-13,1900203212,5329.80,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-08-13,1900203233,5109.58,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-08-15,1900203239,600,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-08-15,1900203239,3899.48,117996,PREPAID FINANCIAL SERVICES LIMITED
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-08-08,6101700180,2780.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-08-08,6101700374,960,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-08-08,6101700376,4500.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-08-08,6101700378,3435.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,28180,Removal  & Storage,2019-08-15,6101702180,839.68,D09681,DARVILLS REMOVALS & STORAGE LTD
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-08-15,6101702194,1000.00,112711,FESTIVAL PUBLICATIONS LTD
,Area Operarations,4550,Fees & Charges,2019-08-22,1900203385,10000.00,104184,HMCS
,Area Operarations,4550,Fees & Charges,2019-08-27,1900203433,5000.00,104184,HMCS
,Area Operarations,3200,Purch Vehicle/Equip,2019-08-08,1900202572,500,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
1025,Asset Management,31130,Other Prof Services,2019-08-08,6101700448,8580.00,119966,AXIS PROPERTY CONSULTANCY LLP
1025,Asset Management,12610,Accomm Serv Charges,2019-08-22,6101703017,29484.09,117857,COMMUNITY ACTION BRADFORD & DISTRIC
1025,Asset Management,12200,Drainage Works,2019-08-20,6101702399,645,D66941,DRAKE PLANT HIRE
1025,Asset Management,31130,Other Prof Services,2019-08-06,6101699552,5250.00,117915,JONES LANG LASALLE LIMITED
1025,Asset Management,31130,Other Prof Services,2019-08-13,6101701347,1500.00,117915,JONES LANG LASALLE LIMITED
1025,Asset Management,31130,Other Prof Services,2019-08-06,6101699385,500,104438,PUGH & CO LTD
1025,Asset Management,31130,Other Prof Services,2019-08-06,6101699397,500,104438,PUGH & CO LTD
1025,Asset Management,12610,Accomm Serv Charges,2019-08-27,6101703205,2343.65,R11231,RAVENSCLIFFE COMMUNITY ASSOCIATION
1025,Asset Management,12610,Accomm Serv Charges,2019-08-27,6101703207,950,R11231,RAVENSCLIFFE COMMUNITY ASSOCIATION
1025,Asset Management,31130,Other Prof Services,2019-08-06,6101699553,947.5,122961,WBW SURVEYORS LTD
,Breavement & Amenities,9384,Burial Rights,2019-08-08,1900203164,925,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
1041,Building Control,12200,Drainage Works,2019-08-29,6101703589,650,D66941,DRAKE PLANT HIRE
1041,Building Control,30280,Licence fees,2019-08-08,6101697766,1080.00,118047,HYDRO INTERNATIONAL (UK) LTD
1041,Building Control,12200,Drainage Works,2019-08-08,6101700181,4910.03,122905,MENISCUS SYSTEMS LTD
1047,Business Services,30160,Community Safety Sys,2019-08-01,6101698256,666.3,100770,AIRWAVE SOLUTIONS LTD
1047,Business Services,12470,Highways Struc Works,2019-08-13,6101701718,3403.00,116797,MEYERTECH LIMITED
1047,Business Services,30160,Community Safety Sys,2019-08-06,6101699081,2165.00,106538,SALTS SECURITY SYSTEMS LIMITED
1047,Business Services,30160,Community Safety Sys,2019-08-06,6101699242,1330.00,104071,TERRIER SC LTD
1047,Business Services,30160,Community Safety Sys,2019-08-20,6101702408,1022.00,104071,TERRIER SC LTD
1047,Business Services,30160,Community Safety Sys,2019-08-15,6101702195,972.5,ONETIME,TRANSEND (UK) LTD
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-08-20,1900203339,589,123096,CHRIS MULLANEY PLUMBING & HEATING
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-08-01,1900203011,2400.00,118785,FAROOK AHMED T/A F BUILDER
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-08-20,1900203334,9000.00,116795,G KUNDI BUILDERS AND PLUMBER
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-08-06,1900203067,6375.00,120607,HOMESHIELD (NORTHERN) LTD
,Capital -Development of Equity Loans B.O.C. HAL-Loan,8058,Grants Capital Purps,2019-08-20,1900203337,3500.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Development of Equity Loans H&S Assistance,8058,Grants Capital Purps,2019-08-08,1900203159,6000.00,122587,JXR DESIGN & BUILD LIMITED
,Capital -Development of Equity Loans H&S Assistance,8058,Grants Capital Purps,2019-08-22,1900203369,3904.32,111993,Q-BUILD
,Capital -Development of Equity Loans H&S Assistance,8058,Grants Capital Purps,2019-08-13,1900203197,2970.00,123018,R F J ELECTRICAL LIMITED
,Capital -Development of Equity Loans H&S Assistance,8058,Grants Capital Purps,2019-08-13,1900203198,515,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-08-01,1900203013,12000.00,122967,BRADFORD CONSTRUCTION LTD
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-08-22,1900203371,13096.51,115360,I S KASUJEE T/A KBS
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-08-13,1900203194,10000.00,123025,INOVA CONSTRUCT LTD
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-08-20,1900203293,1179.00,123068,K T GATES & RAILINGS
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-08-08,1900203161,2837.49,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-08-20,1900203292,3848.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,8058,Grants Capital Purps,2019-08-29,1900203493,5300.00,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
