Organisational Unit,Payment Date,Amount,Benificiary Name
Skills for Work,2016-04-04,778.58,SMART STYLE HOLDINGS LTD
Skills for Work,2016-04-07,800.00,LIZ OUTLAW CLEANING SERVICES
Skills for Work,2016-04-20,975.00,IMMANUEL COLLEGE
Skills for Work,2016-04-07,945.00,GARRY SNOWDEN
Skills for Work,2016-04-18,560.00,ERSA UK LTD
Skills for Work,2016-04-04,600.00,PEOPLE 1ST
Skills for Work,2016-04-06,7903.50,PEOPLE 1ST
Skills for Work,2016-04-28,10000.00,BRADFORD COLLEGE
Skills for Work,2016-04-14,1200.00,CARL ZEISS LTD
Skills for Work,2016-04-28,1350.00,METROLOGY DIRECT
Education Client Team,2016-04-20,2970.00,PROSPECTS SERVICES LTD
Education Client Team,2016-04-20,3564.00,PROSPECTS SERVICES LTD
Education Client Team,2016-04-20,-2970.00,PROSPECTS SERVICES LTD
Education Client Team,2016-04-20,-3564.00,PROSPECTS SERVICES LTD
Education Client Team,2016-04-25,142724.00,PROSPECTS SERVICES LTD
Education Client Team,2016-04-18,18120.00,BARNARDOS
Education Client Team,2016-04-14,3564.00,PROSPECTS SERVICES LTD
Education Client Team,2016-04-19,2970.00,PROSPECTS SERVICES LTD
Education Client Team,2016-04-15,1728.00,D & A SAFETY LTD
Education Client Team,2016-04-15,736.00,A&K SAFETY SERVICES LTD
Education Client Team,2016-04-18,19000.00,REMPLOY LTD
Education Client Team,2016-04-19,978.45,DOUBLE TAKE
Education Client Team,2016-04-11,1096.98,SUE HARDCASTLE
Education Client Team,2016-04-19,1086.00,GINETTE EBRAHIM
Education Buildings Team,2016-04-06,1182.50,ADDLESHAW GODDARD
Education Buildings Team,2016-04-08,540.00,SEVEN CONSULTING LTD
Education Buildings Team,2016-04-28,1000.00,CROSSLEY HALL PRIMARY SCHOOL
Education Buildings Team,2016-04-28,997716.70,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2016-04-28,274590.17,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2016-04-28,157110.27,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2016-04-28,2120274.92,INTEGRATED BRADFORD SPV 2 LIMITED
Education Buildings Team,2016-04-28,376211.45,INTEGRATED BRADFORD SPV 2 LIMITED
Education Buildings Team,2016-04-28,282158.59,INTEGRATED BRADFORD SPV 2 LIMITED
Education Buildings Team,2016-04-12,21000.00,CULLINGWORTH VILLAGE PRIMARY SCHOOL
Education Buildings Team,2016-04-12,1030.00,CULLINGWORTH VILLAGE PRIMARY SCHOOL
Adult & Community Service,2016-04-26,901.09,ISAND LTD
Adult & Community Service,2016-04-26,1802.18,ISAND LTD
Adult & Community Service,2016-04-26,2417.68,ISAND LTD
Adult & Community Service,2016-04-14,521.32,DISABILITY  ACTION YORKSHIRE
Adult & Community Service,2016-04-26,2099.38,DISABILITY  ACTION YORKSHIRE
Adult & Community Service,2016-04-15,10175.00,BRADFORD DISTRICT CREDIT UNION
Adult & Community Service,2016-04-26,4399.59,THREE SISTERS
Adult & Community Service,2016-04-26,861.49,MANOR PARK CARE HOME
Adult & Community Service,2016-04-26,5797.48,MANOR PARK CARE HOME
Adult & Community Service,2016-04-26,1570.44,HOMECROFT RESIDENTIAL HOME
Adult & Community Service,2016-04-26,1873.45,HOMECROFT RESIDENTIAL HOME
Adult & Community Service,2016-04-26,1918.89,THE FLOWERS
Adult & Community Service,2016-04-26,1299.85,THE FLOWERS
Adult & Community Service,2016-04-26,1225.41,GREYSTONES
Adult & Community Service,2016-04-26,631.67,DUCHESS GARDENS CARE CENTRE
Adult & Community Service,2016-04-26,4082.95,DUCHESS GARDENS CARE CENTRE
Adult & Community Service,2016-04-26,1916.10,DUCHESS GARDENS CARE CENTRE
Adult & Community Service,2016-04-26,6767.76,DUCHESS GARDENS CARE CENTRE
Adult & Community Service,2016-04-26,901.09,DUCHESS GARDENS CARE CENTRE
Adult & Community Service,2016-04-26,1836.73,THE LINKS CARE CENTRE
Adult & Community Service,2016-04-26,3620.86,THE LINKS CARE CENTRE
Adult & Community Service,2016-04-26,524.84,THE LINKS CARE CENTRE
Adult & Community Service,2016-04-26,2706.64,THE LINKS CARE CENTRE
Adult & Community Service,2016-04-26,514.18,ST IVES DISABLED CARE CENTRE
Adult & Community Service,2016-04-26,3650.09,ST IVES DISABLED CARE CENTRE
Adult & Community Service,2016-04-26,5978.35,ST IVES DISABLED CARE CENTRE
Adult & Community Service,2016-04-26,524.84,ST IVES DISABLED CARE CENTRE
Adult & Community Service,2016-04-26,524.84,ST IVES DISABLED CARE CENTRE
Adult & Community Service,2016-04-26,1351.64,MOORFIELDS LODGE
Adult & Community Service,2016-04-26,2754.23,REGENCY HEALTHCARE LTD
Adult & Community Service,2016-04-26,3943.02,REGENCY HEALTHCARE LTD
Adult & Community Service,2016-04-26,541.43,REGENCY HEALTHCARE LTD
Adult & Community Service,2016-04-26,1065.47,REGENCY HEALTHCARE LTD
Adult & Community Service,2016-04-26,515.27,REGENCY HEALTHCARE LTD
Adult & Community Service,2016-04-26,1183.23,REGENCY HEALTHCARE LTD
Adult & Community Service,2016-04-26,1531.35,REGENCY HEALTHCARE LTD
Adult & Community Service,2016-04-26,4269.90,ADA CARE LTD
Adult & Community Service,2016-04-26,2128.57,ADA CARE LTD
Adult & Community Service,2016-04-26,2194.58,CROSSLEY HOUSE CARE HOME
Adult & Community Service,2016-04-26,1025.55,CROSSLEY HOUSE CARE HOME
Adult & Community Service,2016-04-26,6349.08,CROSSLEY HOUSE CARE HOME
Adult & Community Service,2016-04-26,4110.06,CROSSLEY HOUSE CARE HOME
Adult & Community Service,2016-04-26,2360.09,CROSSLEY HOUSE CARE HOME
Adult & Community Service,2016-04-26,3153.82,2a PARK VIEW ROAD CARE HOME
Adult & Community Service,2016-04-26,5901.27,LANGDALE RESIDENTIAL HOME LTD
Adult & Community Service,2016-04-26,2553.09,CARLTON TRANSITIONAL SERVICES
Adult & Community Service,2016-04-26,867.86,CARLTON TRANSITIONAL SERVICES
