Organisational Unit,Payment Date,Amount,Benificiary Name
AHL,2014-06-02,860.1,SOCIETY OF LONDON THEATRE
AHL,2014-06-18,663.46,UMAR SHEIKH
AHL Policy Res & Dev,2014-06-23,1800.00,NEW VISION GROUP LTD
AHL Policy Res & Dev,2014-06-23,1000.00,NEW VISION GROUP LTD
AHL Policy Res & Dev,2014-06-27,6000.00,LEEDS AND PARTNERS
AHL Policy Res & Dev,2014-06-09,5110.00,R//EVOLUTION MARKETING
AHL Policy Res & Dev,2014-06-20,6174.94,VISITBRITAIN
AHL Policy Res & Dev,2014-06-16,695,YP ELECTRONICS LTD
AHL Policy Res & Dev,2014-06-27,780.4,A J PROMOTIONS
AHL Policy Res & Dev,2014-06-13,1374.45,ASPECT CPM LLP
AHL Policy Res & Dev,2014-06-27,1027.63,MAYFIELD BOOKS & GIFTS
Asset Management,2014-06-11,22700.00,COMBINED PROPERTY CONTROL
Asset Management,2014-06-30,4349.28,INCOMMUNITIES
Asset Management,2014-06-23,150000.00,VASILI INVESTMENTS LTD
Asset Management,2014-06-23,1150.00,DRAKE PLANT HIRE
Asset Management,2014-06-06,13370.40,COMPLETE OFFICE SOLUTIONS LTD
Asset Management,2014-06-06,1249.64,COMPLETE OFFICE SOLUTIONS LTD
Asset Management,2014-06-23,744,COMPLETE OFFICE SOLUTIONS LTD
Asset Management,2014-06-23,556,COMPLETE OFFICE SOLUTIONS LTD
Asset Management,2014-06-27,697,VISUAL BLINDS
Asset Management,2014-06-20,68922.00,RACKLINE LIMITED
Asset Management,2014-06-30,1300.00,BROWFIELD CONTRACTING LTD
Asset Management,2014-06-18,537,AARAN SHEET METAL LTD
Asset Management,2014-06-18,1163.00,AARAN SHEET METAL LTD
Asset Management,2014-06-20,3112.50,STOREYS EDWARD SYMMONS
Asset Management,2014-06-04,521,DARVILLS REMOVALS
Asset Management,2014-06-06,510,DARVILLS REMOVALS
Asset Management,2014-06-06,1000.00,DARVILLS REMOVALS
Asset Management,2014-06-20,525,DARVILLS REMOVALS
Asset Management,2014-06-20,525,DARVILLS REMOVALS
Asset Management,2014-06-30,520.8,DARVILLS REMOVALS
Asset Management,2014-06-30,518,DARVILLS REMOVALS
Asset Management,2014-06-20,1800.00,Brett Removals
Asset Management,2014-06-02,588.8,GRICE BROS & CO LTD
Asset Management,2014-06-02,1250.00,GRICE BROS & CO LTD
Asset Management,2014-06-02,1416.00,GRICE BROS & CO LTD
Asset Management,2014-06-06,920.6,GRICE BROS & CO LTD
Asset Mgt,2014-06-18,1164.64,BRADFORD COUNCIL
Asset Mgt,2014-06-27,10710.00,BUTTERSHAW BUSINESS & ENTER COLLEGE
Asset Mgt,2014-06-27,15000.00,LEES PRIMARY SCHOOL
Asset Mgt,2014-06-27,9028.75,LOW ASH PRIMARY SCHOOL
Asset Mgt,2014-06-18,1153.08,GEOFFREY ALLAN PITT
Bradford i,2014-06-11,28000.00,Microsoft UK
Bradford i,2014-06-25,3003728.00,IBM UK LTD
Bradford i,2014-06-25,3649094.71,IBM UK LTD
Bradford i,2014-06-25,19607.54,BYTES SOFTWARE SERVICES LTD
Bradford i,2014-06-16,2737.50,Datawatch International Ltd
Bradford i,2014-06-02,4036.97,Paritor Ltd
Bradford i,2014-06-09,9700.00,ODI LEEDS C/O ACTUATED FUTURES LLP
Building Control,2014-06-18,2400.00,JOHN FALKINGHAM ASSOCIATES
Building Control,2014-06-18,656.25,F HARDWICK LTD
Business Services,2014-06-20,10700.35,CRS COMMUNICATIONS LTD
Business Services,2014-06-02,9145.48,NET VIEW SYSTEMS LTD
Business Services,2014-06-16,2323.10,NET VIEW SYSTEMS LTD
Business Services,2014-06-27,8415.90,NET VIEW SYSTEMS LTD
Changing Our Council,2014-06-11,1000.00,CIVICA UK LTD
Children's,2014-06-23,18320.25,BUTTERSHAW BUSINESS & ENTER COLLEGE
Children's,2014-06-09,17460.00,2S CAN
Children's,2014-06-09,523.8,ACORN CHILDMINDERS
Children's,2014-06-11,3492.00,ACORNS-IN-ELDWICK LTD
Children's,2014-06-09,1746.00,AEDA'S ANGELS
Children's,2014-06-09,1571.40,ALL SAINTS PRE-SCHOOL PLAYGROUP
Children's,2014-06-09,5238.00,ASHFIELD HOUSE DAY NURSERY
Children's,2014-06-11,2619.00,ASHMOOR DAY NURSERY
Children's,2014-06-09,873,BEVERLEY THOMPSON
Children's,2014-06-09,6984.00,BLOSSOM NURSERY
Children's,2014-06-11,8206.20,BON BONS DAY NURSERY (SHIPLEY)
Children's,2014-06-09,4365.00,BRIDGEHOUSE DAY NURSERY
Children's,2014-06-09,3492.00,BROOMFIELD PRIVATE DAY NURSERY
Children's,2014-06-11,698.4,BURLEY NURSERY SCHL & CHILDCARE CTR
Children's,2014-06-09,873,BUTTERSHAW CHRISTIAN FAMILY CENTRE
Children's,2014-06-11,873,CHERRY TREE DAY NURSERY
Children's,2014-06-09,4365.00,CHERRY TREE PLAY HOUSE
Children's,2014-06-09,12222.00,CHILDRENS PLACE HEATON
