Organisational Unit,Payment Date,Amount,Benificiary Name
Adult & Community Services,2016-08-04,542.94,06 CARE LTD
Adult & Community Services,2016-08-11,542.94,06 CARE LTD
Adult & Community Services,2016-08-04,663.6,06 CARE LTD
Adult & Community Services,2016-08-11,663.6,06 CARE LTD
Adult & Community Services,2016-08-18,663.6,06 CARE LTD
Adult & Community Services,2016-08-25,663.6,06 CARE LTD
Adult & Community Services,2016-08-04,777,06 CARE LTD
Adult & Community Services,2016-08-11,777,06 CARE LTD
Adult & Community Services,2016-08-18,777,06 CARE LTD
Adult & Community Services,2016-08-25,777,06 CARE LTD
Adult & Community Services,2016-08-04,882,06 CARE LTD
Adult & Community Services,2016-08-11,882,06 CARE LTD
Adult & Community Services,2016-08-18,882,06 CARE LTD
Adult & Community Services,2016-08-25,882,06 CARE LTD
Adult & Community Services,2016-08-04,966,06 CARE LTD
Adult & Community Services,2016-08-11,966,06 CARE LTD
Adult & Community Services,2016-08-18,966,06 CARE LTD
Adult & Community Services,2016-08-25,966,06 CARE LTD
Adult & Community Services,2016-08-04,539,06 CARE LTD
Adult & Community Services,2016-08-11,539,06 CARE LTD
Adult & Community Services,2016-08-18,539,06 CARE LTD
Adult & Community Services,2016-08-25,539,06 CARE LTD
Adult & Community Services,2016-08-04,630,06 CARE LTD
Adult & Community Services,2016-08-11,630,06 CARE LTD
Adult & Community Services,2016-08-18,630,06 CARE LTD
Adult & Community Services,2016-08-25,630,06 CARE LTD
Adult & Community Services,2016-08-04,932.2,06 CARE LTD
Adult & Community Services,2016-08-11,932.2,06 CARE LTD
Adult & Community Services,2016-08-18,932.2,06 CARE LTD
Adult & Community Services,2016-08-25,932.2,06 CARE LTD
Adult & Community Services,2016-08-04,1990.80,06 CARE LTD
Adult & Community Services,2016-08-11,1990.80,06 CARE LTD
Adult & Community Services,2016-08-18,1990.80,06 CARE LTD
Adult & Community Services,2016-08-25,1990.80,06 CARE LTD
Adult & Community Services,2016-08-11,3135.88,06 CARE LTD
Adult & Community Services,2016-08-11,4032.33,06 CARE LTD
Adult & Community Services,2016-08-18,4058.99,06 CARE LTD
Adult & Community Services,2016-08-25,4112.31,06 CARE LTD
Adult & Community Services,2016-08-25,1213.03,06 CARE LTD
Adult & Community Services,2016-08-18,1239.69,06 CARE LTD
Adult & Community Services,2016-08-11,1253.02,06 CARE LTD
Adult & Community Services,2016-08-11,1273.02,06 CARE LTD
St Scene & Waste Man,2016-08-09,1418.00,1ST CHOICE PRIVATE HIRE
Children's Services,2016-08-12,11573.00,1ST SAFARI DAY NURSERIES LTD
"Museums, Galleries & Heritage",2016-08-24,2500.00,24 DESIGN LTD
Adult & Community Services,2016-08-11,1352.54,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,1352.54,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,3266.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,3266.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,6192.34,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,6192.34,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,2744.98,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,2744.98,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,-4685.73,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,1376.62,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,1376.62,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,2813.86,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,2813.86,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,3069.22,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,3069.22,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,3147.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,3147.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,3181.64,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,3181.64,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,3443.02,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,3443.02,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-11,3738.14,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-08-25,3738.14,2a PARK VIEW ROAD CARE HOME
Children's Services,2016-08-03,1809.25,2ND NATURE CLEANING (SARAH WILSON)
Localities,2016-08-12,594,2ND NATURE CLEANING (SARAH WILSON)
Localities,2016-08-12,567,2ND NATURE CLEANING (SARAH WILSON)
Localities,2016-08-23,585,2ND NATURE CLEANING (SARAH WILSON)
Housing,2016-08-16,5000.00,3D TECHNICAL DESIGN LTD
"Theatres, Arts & Festivals",2016-08-01,700,9XB LTD.
"Theatres, Arts & Festivals",2016-08-01,800,9XB LTD.
St Scene & Waste Man,2016-08-19,1665.00,A & C WEBER UK LTD
St Scene & Waste Man,2016-08-15,48096.00,A & C WEBER UK LTD
Landscape,2016-08-17,650,A D WALLING
Children's Services,2016-08-31,612.1,A D WOODHEAD T/A WINDSTRUMENTS
Children's Services,2016-08-12,8965.00,A KOUVATSOS
Housing,2016-08-18,949.5,A S C CARTONS LTD
St Scene & Waste Man,2016-08-01,526.9,A T NERAC LTD
Education Client Team,2016-08-12,560,A&K SAFETY SERVICES LTD
Education Client Team,2016-08-12,2912.00,A&K SAFETY SERVICES LTD
Facilities Management,2016-08-05,3437.00,A1 SHEET METAL FLUES LTD
Adult & Community Services,2016-08-18,630,A1 TAXIS (BRADFORD)
St Scene & Waste Man,2016-08-09,3253.35,A1 TAXIS (BRADFORD)
Adult & Community Services,2016-08-25,1194.82,AAA Medics Ltd
Adult & Community Services,2016-08-25,1862.22,AAA Medics Ltd
Regeneration,2016-08-18,3059.34,AAB NW LTD
Adult & Community Services,2016-08-11,4479.16,AALPS NORTH
Adult & Community Services,2016-08-25,4479.16,AALPS NORTH
Facilities Management,2016-08-11,615,AARAN SHEET METAL LTD
Facilities Management,2016-08-15,2908.00,AARAN SHEET METAL LTD
Facilities Management,2016-08-16,1937.00,AARAN SHEET METAL LTD
Sports and Leisure,2016-08-31,3311.08,AARDVARK ARCHERY LTD
Sports and Leisure,2016-08-25,670,AARON GOODY
Facilities Management,2016-08-16,900,AASTEC LTD
Facilities Management,2016-08-24,7250.00,AASTEC LTD
Adult & Community Services,2016-08-19,614,AAT (GB) LTD
Adult & Community Services,2016-08-19,999,AAT (GB) LTD
Adult & Community Services,2016-08-19,1403.00,AAT (GB) LTD
Adult & Community Services,2016-08-19,5149.00,AAT (GB) LTD
St Scene & Waste Man,2016-08-18,924,ABACUS ACADEMY
Children's Services,2016-08-12,3138.00,ABACUS DAY NURSERY
Adult & Community Services,2016-08-25,849.94,ABBEY COURT
Adult & Community Services,2016-08-25,2549.82,ABBEY COURT
Adult & Community Services,2016-08-25,7649.46,ABBEY COURT
Adult & Community Services,2016-08-11,618.66,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-08-25,618.66,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-08-11,921.9,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-08-25,921.9,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-08-11,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-11,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-25,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-25,1043.07,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-11,1196.37,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-11,1409.65,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-18,7598.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-04,672,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-11,672,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-18,672,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-25,672,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-08-11,660.52,ABBEYFIELD THE DALES LTD
Children's Services,2016-08-01,650,ABOVE AND BELOW (DUNCAN MORRISON)
Asset Management,2016-08-04,2610.00,ACANTHUS WSM ARCHITECTS
Asset Management,2016-08-04,1088.00,ACANTHUS WSM ARCHITECTS
Facilities Management,2016-08-04,1410.00,ACCESS CATERING ENGINEERS LTD
Facilities Management,2016-08-05,614,ACCESS CATERING ENGINEERS LTD
"Theatres, Arts & Festivals",2016-08-24,720,ACCESS CONTRACTING LIMITED
"Theatres, Arts & Festivals",2016-08-24,785,ACCESS CONTRACTING LIMITED
"Theatres, Arts & Festivals",2016-08-24,785,ACCESS CONTRACTING LIMITED
Legal Services,2016-08-18,5500.00,ACCOUNTANT GENERAL OF SENIOR COURT
Facilities Management,2016-08-26,14082.00,ACE ALUMINIUM & ARCHITECTURAL SERVI
Facilities Management,2016-08-26,128750.00,ACE ALUMINIUM & ARCHITECTURAL SERVI
Facilities Management,2016-08-30,72350.00,ACE ALUMINIUM & ARCHITECTURAL SERVI
Localities,2016-08-25,500,ACHIEVEMENT4ALL
St Scene & Waste Man,2016-08-24,14295.00,ACM ENVIRONMENTAL PLC
St Scene & Waste Man,2016-08-24,-14295.00,ACM ENVIRONMENTAL PLC
St Scene & Waste Man,2016-08-24,14295.00,ACM ENVIRONMENTAL PLC
St Scene & Waste Man,2016-08-24,14295.00,ACM ENVIRONMENTAL PLC
St Scene & Waste Man,2016-08-24,-14295.00,ACM ENVIRONMENTAL PLC
St Scene & Waste Man,2016-08-24,14295.00,ACM ENVIRONMENTAL PLC
Facilities Management,2016-08-25,725,ACORN ANALYTICAL SERVICES LTD
Children's Services,2016-08-12,6199.00,ACORNS-IN-ELDWICK LTD
Regeneration,2016-08-19,1981.74,ACTION FOR BUSINESS LTD
Regeneration,2016-08-02,2828.00,ACTION FOR BUSINESS LTD
Adult & Community Services,2016-08-25,757.5,ACTION FOR BUSINESS LTD
Children's Services,2016-08-17,43298.00,ACTION FOR CHILDREN SERVICES LTD
Children's Services,2016-08-24,1045.00,ACTIVE RESPONSE TRANSPORT LTD
Adult & Community Services,2016-08-11,1174.05,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-08-04,1251.60,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-08-04,1522.80,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-08-11,1522.80,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-08-18,1522.80,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-08-04,573.75,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-08-11,573.75,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-08-18,573.75,ACTIVE SOCIAL CARE LTD
Children's Services,2016-08-24,3631.00,ACTIVE SOCIAL CARE LTD
Children's Services,2016-08-10,15057.01,ACTIVE8 CARE LTD
Adult & Community Services,2016-08-11,656.74,ADA CARE LTD
Adult & Community Services,2016-08-25,656.74,ADA CARE LTD
Adult & Community Services,2016-08-11,660.52,ADA CARE LTD
Adult & Community Services,2016-08-11,660.52,ADA CARE LTD
Adult & Community Services,2016-08-25,660.52,ADA CARE LTD
Adult & Community Services,2016-08-25,660.52,ADA CARE LTD
Adult & Community Services,2016-08-11,753.2,ADA CARE LTD
Adult & Community Services,2016-08-25,753.2,ADA CARE LTD
Adult & Community Services,2016-08-11,837.9,ADA CARE LTD
Adult & Community Services,2016-08-25,837.9,ADA CARE LTD
Adult & Community Services,2016-08-11,921.9,ADA CARE LTD
