Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2019-05-07,1538.68,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-05-16,2705.61,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-05-21,1085.60,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-05-21,4548.84,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-05-23,8222.76,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-05-23,643.40,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-05-23,6301.42,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-05-02,3634.95,Area Operarations,WEST YORKSHIRE COMBINED AUTHORITY,,
2019-05-14,735.00,Asset Management,BROWFIELD CONTRACTING LIMITED,,
2019-05-28,1000.00,Asset Management,FRIENDS OF SILSDEN TOWN HALL,,
2019-05-21,968.75,Asset Management,HAYFIELD ROBINSON LTD,,
2019-05-21,6500.00,Asset Management,JONES LANG LASALLE LIMITED,,
2019-05-23,500.00,Asset Management,PUGH & CO LTD,,
2019-05-14,1800.00,Asset Management,YELLOWDOT,,
2019-05-09,740.00,Breavement & Amenities,REDACTED PERSONAL DATA,,
2019-05-16,1008.00,Breavement & Amenities,Wilsons Solicitors Client Account,,
2019-05-02,720.00,Business Services,BOLD COMMUNICATIONS LTD,,
2019-05-16,5176.50,Business Services,CORE INTEGRATED SOLUTIONS LTD,,
2019-05-02,1174.00,Business Services,FOX DESIGN & MANUFACTURING LTD,,
2019-05-16,1909.18,Business Services,NORBAIN HOLDINGS LIMITED,,
2019-05-14,7838.46,Business Services,TERRIER SC LTD,,
2019-05-21,71872.01,Capital - CS0381 Fmr Odeon Building,BRADFORD LIVE,,
2019-05-14,113916.56,Capital - CS0381 Godwin St (fmr Odeon),BRADFORD LIVE,,
2019-05-23,16887.95,Capital -City Centre Business District Priority Streets,BROW ART & BEAUTY LIMITED,,
2019-05-14,16056.65,Capital -City Centre Business District Priority Streets,NIGHTRAIN ENTERTAINMENT LIMITED,,
2019-05-16,31128.74,Capital -City Centre Business District Priority Streets,PERFECT SMILES GROUP LTD,,
2019-05-28,4300.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,KHALID HUSSAIN T/A K TECK WINDOWS,,
2019-05-09,3484.80,Capital -Development of Equity Loans B.O.C. HAL-Loan,MR D PAWSON T/A PAWSON ELECTRICAL,,
2019-05-07,3435.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,REDACTED PERSONAL DATA,,
