Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-01,1900188607,783.80,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6230,Client Accomm costs,2018-02-01,1900188607,2860.91,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-01,1900188611,1903.96,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6230,Client Accomm costs,2018-02-01,1900188621,8044.97,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6230,Client Accomm costs,2018-02-01,1900188631,9453.50,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-01,1900188632,2332.44,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-06,1900188706,720.00,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-06,1900188706,1460.00,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-06,1900188715,1120.00,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-27,1900188923,798.28,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-20,1900188968,1960.44,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,6234,Asylum Seekers Allow,2018-02-27,1900189090,875.05,117996,PREPAID FINANCIAL SERVICES LIMITED
1034,Place,19120,Performing Rights,2018-02-15,6101578153,595.66,P29883,PRS FOR MUSIC
,Place,4550,Fees & Charges,2018-02-06,1900188806,10000.00,104184,HMCS
,Place,9301,Tickets,2018-02-06,1900188808,3164.62,102598,KEIGHLEY WORTH VALLEY RAILWAY
,Place,9301,Tickets,2018-02-15,1900189081,20554.12,102598,KEIGHLEY WORTH VALLEY RAILWAY
,Health & Wellbeing,5840,Home Support,2018-02-08,1900188815,657.80,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
1025,Corporate Services,17200,Cons Other,2018-02-27,6101581126,15000.00,118498,BLACK RADLEY LIMITED
1025,Corporate Services,28180,Removal  & Storage,2018-02-01,6101575298,602.00,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Corporate Services,28180,Removal  & Storage,2018-02-01,6101575299,551.00,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Corporate Services,28180,Removal  & Storage,2018-02-01,6101575300,551.00,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Corporate Services,28180,Removal  & Storage,2018-02-01,6101575312,711.00,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Corporate Services,28180,Removal  & Storage,2018-02-01,6101575314,551.00,D09681,DARVILLS REMOVALS & STORAGE LTD
