Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
,Access & Inclusion,6249,Asylum Seekers Trave,2018-10-02,1900194552,4559.13,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2018-10-09,1900194737,596.00,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2018-10-09,1900194737,3465.66,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2018-10-09,1900194739,540.00,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2018-10-09,1900194739,1037.20,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2018-10-09,1900194752,955.54,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2018-10-09,1900194817,5412.54,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2018-10-11,1900195042,7165.03,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2018-10-16,1900195100,677.56,117996,PREPAID FINANCIAL SERVICES LIMITED
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634697,1002.24,T67573,CARLSBERG UK
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634698,55912.00,T67573,CARLSBERG UK
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634701,2340.00,T67573,CARLSBERG UK
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634704,835.20,T67573,CARLSBERG UK
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634705,1560.00,T67573,CARLSBERG UK
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634708,7269.90,T67573,CARLSBERG UK
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634709,13196.40,T67573,CARLSBERG UK
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634710,20583.02,T67573,CARLSBERG UK
1034,AHL Policy Res & Dev,13140,Drinks Alch&Non-Alch,2018-10-18,6101634721,14749.72,T67573,CARLSBERG UK
