Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
1007,Health & Wellbeing,5840,Home Support,2018-06-07,106178197,3902.60,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-14,106186775,4090.60,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-28,106201607,5045.30,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-07,106178196,579.04,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-14,106186776,579.04,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-28,106201608,799.26,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-07,106178195,5321.40,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-14,106186777,5195.00,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-28,106201609,10500.14,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-07,106178194,3382.48,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-14,106186778,2754.12,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-28,106201610,2923.46,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-07,106178191,575.72,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-14,106186855,575.72,108519,06 CARE LIMITED
1007,Health & Wellbeing,5840,Home Support,2018-06-28,106201613,591.28,108519,06 CARE LIMITED
,Children's Services,6010,Child Care Vouchers,2018-06-19,106187870,5046.00,112947,1ST SAFARI DAY NURSERIES LTD
1046,Place,12160,Civil Engineers Wks,2018-06-12,6101606052,1200.00,117939,2 WORKS TM LIMITED
1008,Children's Services,14110,Cleaning Premises,2018-06-12,6101605893,1162.00,106333,2ND NATURE CLEANING (SARAH WILSON)
1008,Children's Services,14110,Cleaning Premises,2018-06-19,6101607578,1890.50,106333,2ND NATURE CLEANING (SARAH WILSON)
1033,Place,21110,Marketing Services,2018-06-26,6101608752,1500.00,103622,9XB LTD.
1040,Place,14210,Waste Bins and Skips,2018-06-19,6101607403,3348.80,110470,A & C WEBER UK LTD
1040,Place,14210,Waste Bins and Skips,2018-06-28,6101609733,4690.00,110470,A & C WEBER UK LTD
,Children's Services,5800,Agency Payments,2018-06-04,106174479,533.94,119492,A & D MAGUIRE
,Children's Services,5800,Agency Payments,2018-06-19,106189277,610.21,119492,A & D MAGUIRE
,Children's Services,6871,Allows 0-4 Years,2018-06-04,106173864,533.94,119492,A & D MAGUIRE
,Children's Services,6871,Allows 0-4 Years,2018-06-05,106176586,845.94,119492,A & D MAGUIRE
,Children's Services,6871,Allows 0-4 Years,2018-06-05,106176587,533.94,119492,A & D MAGUIRE
,Children's Services,6871,Allows 0-4 Years,2018-06-19,106189275,533.94,119492,A & D MAGUIRE
,Children's Services,5800,Agency Payments,2018-06-05,106173565,742.92,119552,A & N MALCOLM
,Children's Services,5800,Agency Payments,2018-06-19,106189773,742.92,119552,A & N MALCOLM
1044,Place,17160,Cons Environmental,2018-06-19,6101606635,1000.00,117731,A B CONSULTANCY
,Children's Services,5800,Agency Payments,2018-06-05,106176183,793.94,118996,A BASTAIN
,Children's Services,5800,Agency Payments,2018-06-19,106190106,572.08,118996,A BASTAIN
,Children's Services,6871,Allows 0-4 Years,2018-06-19,106190105,533.94,118996,A BASTAIN
,Children's Services,6871,Allows 0-4 Years,2018-06-19,106190107,572.08,118996,A BASTAIN
,Children's Services,6871,Allows 0-4 Years,2018-06-05,106175895,1037.94,118939,A BURNETT
,Children's Services,6871,Allows 0-4 Years,2018-06-05,106175962,929.94,118939,A BURNETT
,Children's Services,6871,Allows 0-4 Years,2018-06-19,106189488,655.94,118939,A BURNETT
,Children's Services,6871,Allows 0-4 Years,2018-06-19,106189489,601.94,118939,A BURNETT
