Payment Date,Transaction Number,Amount,Supplier (Beneficiary) Name,Supplier ID,Organisational Unit,Service Label,Service Code,SeRCOP Expenditure Category,SeRCOP Expenditure Code,SeRCOP Detailed Expenditure Type,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2016-06-01,10499,325.94,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10500,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10501,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10502,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10503,1994.20,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10504,414.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10505,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10506,414.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10507,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10510,414.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10512,860.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10513,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,10514,460.28,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-06-01,1255127,645.00,SOUTHERN GREEN LTD,350118,"Environment, Housing & Leisure",Cultural & Related Services,104,Premises-Related Expenditure,502,"Repairs, alterations and maintenance of buildings",5005,Revenue,12.LANDSCAPING
2016-06-01,1255128,754.00,TYNE & WEAR PENSION FUND,364141,Central Items,N/A,N/A,Employees,501,Indirect Employee Expenses,5002,Revenue,00.PUBLIC SECTOR
2016-06-01,1255128,1381.00,TYNE & WEAR PENSION FUND,364141,Central Items,N/A,N/A,Employees,501,Indirect Employee Expenses,5002,Revenue,00.PUBLIC SECTOR
2016-06-01,1255130,760.00,TYNE METROPOLITAN COLLEGE,359590,HR & Organisational Development,Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,00.EXT SCHOOLS
2016-06-01,1255137,417.40,TMP (UK) LTD,386724,Law & Governance,Central Services,102,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,16.ADVERTISING
2016-06-01,1255137,564.55,TMP (UK) LTD,386724,Law & Governance,Central Services,102,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,16.ADVERTISING
2016-06-01,1255137,662.65,TMP (UK) LTD,386724,Law & Governance,Central Services,102,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,16.ADVERTISING
2016-06-01,1255138,861.00,LIFEWAYS COMMUNITY CARE LTD,385849,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2016-06-01,1255139,291.68,NHC NHS FOUNDATION TRUST,317869,Central Items,Obsolete Code Community,102,Third Party Payments,505,Private Contractors,5042,Revenue,00.PUBLIC SECTOR
2016-06-01,1255139,303.59,NHC NHS FOUNDATION TRUST,317869,Central Items,Obsolete Code Community,102,Third Party Payments,505,Private Contractors,5042,Revenue,00.PUBLIC SECTOR
2016-06-01,1255139,441.56,NHC NHS FOUNDATION TRUST,317869,Central Items,Obsolete Code Community,102,Third Party Payments,505,Private Contractors,5042,Revenue,00.PUBLIC SECTOR
2016-06-01,1255139,739.40,NHC NHS FOUNDATION TRUST,317869,Central Items,Obsolete Code Community,102,Third Party Payments,505,Private Contractors,5042,Revenue,00.PUBLIC SECTOR
2016-06-01,1255139,739.40,NHC NHS FOUNDATION TRUST,317869,Central Items,Obsolete Code Community,102,Third Party Payments,505,Private Contractors,5042,Revenue,00.PUBLIC SECTOR
2016-06-01,1255139,739.40,NHC NHS FOUNDATION TRUST,317869,Central Items,Obsolete Code Community,102,Third Party Payments,505,Private Contractors,5042,Revenue,00.PUBLIC SECTOR
2016-06-01,1255139,1458.42,NHC NHS FOUNDATION TRUST,317869,Central Items,Obsolete Code Community,102,Third Party Payments,505,Private Contractors,5042,Revenue,00.PUBLIC SECTOR
