Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2022-04-01,2303325,300.00,HOMECARE REFUNDS - BSS ONLY,384082,Housing Management,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2022-04-01,2303326,275.36,HOMECARE REFUNDS - BSS ONLY,384082,Housing Management,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2022-04-01,2303327,300.00,HOMECARE REFUNDS - BSS ONLY,384082,Housing Management,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2022-04-01,2303330,260.00,MOOR FARM SKIP HIRE,402856,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2022-04-01,2303334,217.50,SOUND INDUCTION SYSTEMS LTD,402790,Capital,Capital,Capital,Supplies and Services,504,Miscellaneous Expenses,5034,Capital,TELECOMMUNICATIONS.EQUIPMENT
2022-04-01,2303335,460.00,ELLIOTT CONSULTANCY LTD,402731,Central Items,Central Services,102,Capital,Capital,Capital,Capital,Revenue,CONSULTANCY.CONSULTANCY
2022-04-01,2303337,500.00,Redacted Personal Data,334804,Capital,Capital,Capital,Capital Expenditure,Capital,Capital Expenditure,Capital,Capital,DEFAULT
2022-04-01,2303337,1520.00,Redacted Personal Data,334804,Capital,Capital,Capital,Capital Expenditure,Capital,Capital Expenditure,Capital,Capital,DEFAULT
2022-04-01,2303338,411.46,CLASSIC LIFTS (NORTH EAST)  LTD,382250,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
2022-04-01,2303338,3043.44,CLASSIC LIFTS (NORTH EAST)  LTD,382250,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
2022-04-01,2303340,231.80,NORTH EAST CONCRETE,382768,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
2022-04-01,2303340,253.00,NORTH EAST CONCRETE,382768,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
2022-04-01,2303340,318.20,NORTH EAST CONCRETE,382768,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
2022-04-01,2303340,324.90,NORTH EAST CONCRETE,382768,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
2022-04-01,2303342,275.00,MRM ELECTRONIC SOLUTIONS LTD T/A MRM SOLUTIONS,391641,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
