Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2017-01-31,7002988,18.87,BYRON HAMBURGERS,394628,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,18.TRAVEL
2017-01-31,7002989,169.50,AZTEC CHEMICALS LTD,327317,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,05.CLEANING MATERIALS
2017-01-31,7002990,56.67,AMZ ProCook Ltd UK,394627,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,03.CROCKERY
2017-01-31,7002991,103.40,ALLANDA LTD,394626,"Health, Education, Care and Safeguarding",Holding A/C,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,SUPPORT LIVING
2017-01-31,7002992,130.05,ABSOLUTE PERFORMANCE LIMITED,393364,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,PLAYGROUND
2017-01-31,7002993,193.62,C & G NEVE LTD,394407,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2017-01-31,7002993,90.98,C & G NEVE LTD,394407,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2017-01-31,7002993,81.63,C & G NEVE LTD,394407,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2017-01-31,7002993,90.08,C & G NEVE LTD,394407,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2017-01-31,7002993,21.67,C & G NEVE LTD,394407,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
