Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2020--23,7009807,120,RAMANDA ENCORE,399987,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009807,98.33,RAMANDA ENCORE,399987,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009807,190.83,RAMANDA ENCORE,399987,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009808,84,ANTEL LTD,399986,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,HORTICULTURAL.TOOLS & EQUIPMENT
2020--23,7009809,112.5,GRAINGER HOTEL,399985,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009809,112.5,GRAINGER HOTEL,399985,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009809,112.5,GRAINGER HOTEL,399985,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009809,133.33,GRAINGER HOTEL,399985,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009809,160,GRAINGER HOTEL,399985,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009809,160,GRAINGER HOTEL,399985,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009809,133.33,GRAINGER HOTEL,399985,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009810,40,ICO,399984,Law & Governance,Central Services,102,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,FINANCIAL SERVICES.FINANCIAL SERVICES
2020--23,7009811,87.5,COURTNEY GUEST HOUSE,399883,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009811,116.67,COURTNEY GUEST HOUSE,399883,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009811,291.67,COURTNEY GUEST HOUSE,399883,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009812,137.5,BUDGET HOSTEL,399787,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,277.5,BUDGET HOSTEL,399787,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,300,BUDGET HOSTEL,399787,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,400,BUDGET HOSTEL,399787,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,404.17,BUDGET HOSTEL,399787,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,450,BUDGET HOSTEL,399787,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,583.33,BUDGET HOSTEL,399787,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,600,BUDGET HOSTEL,399787,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,50,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,75,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,283.33,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,400,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,416.67,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,416.67,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,425,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,425,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009812,500,BUDGET HOSTEL,399787,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020--23,7009813,5.7,PADDLE,399569,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,ICT.SOFTWARE
2020--23,7009814,466.67,SUTHERLANDS,399369,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009814,116.67,SUTHERLANDS,399369,Housing Management,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.ACCOMMODATION
2020--23,7009815,27.66,SOUTHERN STRONGHOLD LTD,399354,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,FIRE & SECURITY.EQUIPMENT
2020--23,7009816,138.15,POLL EVERYWHERE INC,399352,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,CONSULTANCY.MARKET RESEARCH
2020--23,7009817,0.01,ATLASSIAN,395058,Resources,Central Services,102,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,ICT.SOFTWARE
2020--23,7009817,32.72,ATLASSIAN,395058,Resources,Central Services,102,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,ICT.SOFTWARE
2020--23,7009818,244.21,CANVA.COM,398583,Regeneration & Economic Development,Planning Services,110,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,PHOTOGRAPHY.PHOTOGRAPHY
2020--23,7009818,107.88,CANVA.COM,398583,"Health, Education, Care and Safeguarding",Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,PHOTOGRAPHY.PHOTOGRAPHY
2020--23,7009819,150,TEXT HELP SYSTEMS,398563,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUCATIONAL SUPPLIES.AUDIO VISUAL
2020--23,7009820,10,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,15,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,15,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,20,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,30,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,40,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,10,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,15,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,40,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,40,NISA LOCO,398089,Housing Operations,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Energy Costs,5006,Revenue,CATERING.FOOD & BEVERAGES
2020--23,7009820,40,NISA LOCO,398089,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Expenses,5030,Revenue,CATERING.FOOD & BEVERAGES
