Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2020-05-01,1966719,2543.38,CORMETON ELECTRONICS LTD,281708,Regeneration & Economic Development,Cultural & Related Services,104,Premises-Related Expenditure,502,"Repairs, alterations and maintenance of buildings",5005,Revenue,FIRE & SECURITY.EQUIPMENT
2020-05-01,1966720,35.10,WE CARE RECRUITMENT SOLUTIONS,397686,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
2020-05-01,1966720,5902.80,WE CARE RECRUITMENT SOLUTIONS,397686,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
2020-05-01,1966722,7389.00,LEGRAND ELECTRIC LTD,397283,"Health, Education, Care and Safeguarding",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,HEALTH & SAFETY.PRODUCTS
2020-05-01,1966723,809.00,SSL247 LIMITED,387466,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,ICT.ONLINE SERVICES
2020-05-01,1966724,1540.00,PREMIER TRANSPORT,310296,"Health, Education, Care and Safeguarding",Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966725,780.00,STEVE JOHNSTON TAXI SERVICE,394914,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966726,6951.94,ADVOCATE RECRUITMENT LTD,394414,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,SOCIAL CARE.HOMECARE SERVICES
2020-05-01,1966727,860.00,Redacted Personal Data,361061,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966729,7291.26,NCER CIC,388283,Corporate Strategy,Central Services,102,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,LEGAL.POLICY RESEARCH
2020-05-01,1966731,500.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,540.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,600.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,600.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,600.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,640.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,700.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,700.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,700.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,760.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,780.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,800.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,800.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,800.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,840.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,840.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,860.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,860.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,860.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,860.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,920.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,980.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966731,980.00,Redacted Personal Data,381169,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2020-05-01,1966734,527.32,BALFOUR BEATTY WORKPLACE LIMITED,389026,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,HUMAN RESOURCES.PROFESSIONAL & ADVISORY SERVICES
2020-05-01,1966735,5.91,OCE (UK) LIMITED,015952,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
2020-05-01,1966735,6.26,OCE (UK) LIMITED,015952,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
2020-05-01,1966735,6.26,OCE (UK) LIMITED,015952,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
