Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2021-10-01,2216963,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216964,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216965,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216966,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216967,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216968,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216969,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216970,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216971,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216972,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216973,500.00,Redacted Personal Data,399669,Central Items,Planning Services,110,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.GRANTS
2021-10-01,2216987,351.00,Redacted Personal Data,401945,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Expenses,5030,Revenue,
2021-10-01,2216988,532.00,Redacted Personal Data,401919,"Environment, Housing & Leisure",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
2021-10-01,2216989,325.00,Redacted Personal Data,401813,Central Items,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,ADVERTISING & MARKETING.EVENTS & PROMOTIONS
2021-10-01,2216990,405.00,FORESIGHT CLINICAL SERVICES LTD,401591,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2021-10-01,2216991,185.58,ABCA SYSTEMS,001419,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.LEASING
2021-10-01,2216991,227.89,ABCA SYSTEMS,001419,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.LEASING
2021-10-01,2216992,325.00,JULIAN BAILEY,401431,Law & Governance,Central Services,102,Third Party Payments,505,Private Contractors,5042,Revenue,LEGAL.GENERAL SUPPORT
2021-10-01,2216993,1400.00,DAZZLING SOUNDS,401382,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,ADVERTISING & MARKETING.EVENTS & PROMOTIONS
2021-10-01,2216994,450.00,NORTH EAST ADOPTION THERAPY SERVICES LTD,400034,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,"SOCIAL CARE.ADVICE, ADVOCACY & COUNSELLING"
2021-10-01,2216995,5874.36,CASTRIAN GROUP LTD,399741,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
2021-10-01,2216996,6680.00,HYPERKLEAN LIMITED,355468,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,CLEANING & JANITORIAL.CLEANING MATERIALS
2021-10-01,2216997,3592.67,NURTUREDCARE NE LTD,399556,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
2021-10-01,2216997,3777.71,NURTUREDCARE NE LTD,399556,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
2021-10-01,2216997,4035.37,NURTUREDCARE NE LTD,399556,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
2021-10-01,2216997,4096.09,NURTUREDCARE NE LTD,399556,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
2021-10-01,2216999,859.79,FT LEISURE LIMITED,382088,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
2021-10-01,2217000,432.00,BRYAN CRISP & SON SPECIALIST SERVICES LIMITED,399128,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
2021-10-01,2217000,2400.00,BRYAN CRISP & SON SPECIALIST SERVICES LIMITED,399128,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
2021-10-01,2217001,-278.37,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217001,-254.25,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217001,-50.46,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217001,50.46,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217001,254.25,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217001,276.52,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217001,277.41,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217001,278.37,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217001,355.73,MARK TONEY & CO LTD,013184,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2021-10-01,2217003,14964.94,ROC NORTH WEST LTD,398384,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.FAMILY SUPPORT
2021-10-01,2217008,780.00,SCREEN & FORSTER SERVICES DESIGN CONSULTANCY LIMITED,387808,Capital,Capital,Capital,Capital,Capital,Capital,Capital,Capital,CONSULTANCY.CONSULTANCY
2021-10-01,2217010,6181.36,F SOUTHERN,325107,Capital,Capital,Capital,Capital,Capital,Capital,Capital,Capital,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
2021-10-01,2217011,6.00,REXEL UK LTD,347413,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,STATIONERY.STATIONERY
2021-10-01,2217011,23.00,REXEL UK LTD,347413,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,STATIONERY.STATIONERY
2021-10-01,2217011,72.80,REXEL UK LTD,347413,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,STATIONERY.STATIONERY
