Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2020-08-03,38180,456.30,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,38185,2212.73,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,38186,3723.42,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,38187,2016.00,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,38188,1972.00,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,38189,1916.00,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008712,399.68,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008766,521.64,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008774,654.47,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008783,1987.39,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008790,544.54,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008794,1803.67,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008795,269.73,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008798,492.01,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008799,261.59,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008800,313.15,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008803,696.20,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008804,1827.83,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008805,4214.42,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008806,4296.25,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008807,1092.00,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008808,1722.33,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008809,2618.67,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008810,3621.17,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008811,1097.99,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-08-03,2008812,709.22,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
