Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2020-07-01,1996555,3873.99,SCHOOLS OUT (NORTHERN) LTD,350887,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996557,797.40,Redacted Personal Data,394511,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996559,398.70,Redacted Personal Data,398648,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996560,4385.70,LITTLE SUNSHINE CHILDCARE,398646,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996563,531.60,Redacted Personal Data,363611,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
2020-07-01,1996565,877.14,Redacted Personal Data,398392,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996566,4850.85,LITTLE LEARNERS (BARNSTAPLE ROAD),397576,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996567,2192.85,LITTLE HUBBERS DAY NURSERY,398177,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996568,5872.92,HADRIAN PARK UNDER 5'S,356999,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996569,8431.65,LITTLE TWISTERS LTD,389759,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996570,4318.65,SPRING GARDENS OUT OF SCHOOL LTD,389048,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2020-07-01,1996572,292.38,Redacted Personal Data,385253,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
2020-07-01,1996573,1348.92,WHITLEY LODGE UNDER 5's PRE-SCHOOL,343710,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996575,398.70,Redacted Personal Data,363097,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
2020-07-01,1996576,13157.10,TYNEMOUTH NURSERY,327713,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996577,19868.25,JUST LEARNING LTD,351428,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996578,2659.05,TYNEMOUTH NURSERY AT THE ACADEMY,381708,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996579,411.30,Redacted Personal Data,381671,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996580,996.75,Redacted Personal Data,304367,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
2020-07-01,1996584,4385.70,BUSY BEES NURSERY,346030,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996585,8146.77,HOLYSTONE OUT OF SCHOOL CLUB,346027,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.EXT SCHOOLS
2020-07-01,1996586,3997.44,TYNEMOUTH LILLIPUT NURSERY,335878,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996587,7356.02,RAINBOW CHILDCARE,348813,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996588,8284.05,LINSKILL & NORTH TYNESIDE COMMUNITY DEVELOPMENT TRUST,368853,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,FACILITIES MANAGEMENT.ROOM HIRE
2020-07-01,1996589,2727.67,GROSVENOR COMMUNITY PRE-SCHOOL,281696,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996591,2618.38,STEPHENSON MEMORIAL PRIMARY SCHOOL,277480,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NT SCHOOLS
2020-07-01,1996592,616.95,Redacted Personal Data,350198,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996593,411.30,Redacted Personal Data,343010,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996595,13276.71,KINDER CASTLE  LTD,355757,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996596,2192.85,Redacted Personal Data,346925,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020-07-01,1996597,27231.21,KIDS 1ST DAY NURSERIES,358393,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996598,26314.20,KIDS 1ST DAY NURSERIES,358393,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
2020-07-01,1996599,797.40,Redacted Personal Data,358392,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
2020-07-01,1996603,6800.00,EMERALD LAW,399655,Housing Property and Construction,Housing Revenue Account,N/A,Third Party Payments,505,Private Contractors,5042,Revenue,LEGAL.GENERAL SUPPORT
2020-07-01,1996604,3175.00,DRISCOLL KINGSTON SOLICITORS,400003,Housing Property and Construction,Housing Revenue Account,N/A,Third Party Payments,505,Private Contractors,5042,Revenue,LEGAL.GENERAL SUPPORT
2020-07-01,1996605,339.70,TEES VALLEY EDUCATION TRUST,399972,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
2020-07-01,1996606,400.00,HCS MECHANICAL SERVICES,399863,Housing Property and Construction,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,ENVIRONMENTAL SERVICES.DRAINAGE & SEWAGE CLEARANCE
2020-07-01,1996608,806.40,STEPHENSONS SOLICITORS LLP,399644,Housing Property and Construction,Housing Revenue Account,N/A,Third Party Payments,505,Private Contractors,5042,Revenue,LEGAL.GENERAL SUPPORT
2020-07-01,1996610,780.00,ISECURE GROUP LTD,399519,Capital,Capital,Capital,Capital,Capital,Capital,Capital,Capital,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
2020-07-01,1996611,390.00,Redacted Personal Data,399510,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Voluntary Associations,5040,Revenue,NON INFLUENCIBLE.WELFARE
2020-07-01,1996612,1020.00,SCHNEIDER ELECTRIC BUILDING BUSINESS,019867,Housing Property and Construction,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
2020-07-01,1996615,591.36,Redacted Personal Data,399319,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,NON INFLUENCIBLE.WELFARE
2020-07-01,1996616,398.70,Redacted Personal Data,399276,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2020-07-01,1996617,6.77,THOMAS SHERRIFF & CO LTD,399182,"Environment, Housing & Leisure",Cultural & Related Services,104,Transport,503,Direct Transport Costs,5016,Revenue,VEHICLE MANAGEMENT.FLEET MANAGEMENT
