Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2022-06-07,2410098,541.32,Redacted Personal Data,402590,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2022-06-15,2419114,4666.67,Redacted Personal Data,402358,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
2022-06-15,2419148,4772.00,NEAT ACADEMY TRUST,402792,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Employees,501,Indirect Employee Expenses,5002,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
2022-06-20,2421495,408.31,DENBIGH COMMUNITY PRIMARY SCHOOL,276823,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
2022-06-22,2424665,324.64,SHIREMOOR PRIMARY SCHOOL,256148,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
2022-06-22,2424688,257.98,GRASMERE ACADAMY,388867,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.EXT SCHOOLS
2022-06-22,2424688,383.31,GRASMERE ACADAMY,388867,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.EXT SCHOOLS
2022-06-22,2424715,266.31,Redacted Personal Data,367496,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.GRANTS
2022-06-22,2424715,299.64,Redacted Personal Data,367496,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.GRANTS
2022-06-27,2426255,4159.43,CLEAPSS,275273,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,SUBSCRIPTIONS & PUBLICATIONS.MEMBERSHIPS
2022-06-28,2427036,600.00,THE DESIGN AND TECHNOLOGY ASSOCIATION,309463,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
2022-06-29,2427316,266.31,SIR JAMES KNOTT NURSERY SCHOOL,316317,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
2022-06-29,2427316,332.97,SIR JAMES KNOTT NURSERY SCHOOL,316317,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
2022-06-29,2427416,408.31,SPRING GARDENS PRIMARY SCHOOL,259088,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
2022-06-28,2426936,2159.81,TYNE TEES SECURITY LTD,389237,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,FIRE & SECURITY.MANNED GUARDING
2022-06-30,2427834,4.80,LYRECO LTD,336434,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,STATIONERY.STATIONERY
2022-06-30,2427834,5.00,LYRECO LTD,336434,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,STATIONERY.STATIONERY
2022-06-30,2427834,9.20,LYRECO LTD,336434,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,STATIONERY.STATIONERY
2022-06-30,2427834,193.00,LYRECO LTD,336434,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,STATIONERY.STATIONERY
2022-06-14,2417842,8580.00,COOPERS TOURMASTER TRAVEL LIMITED,304672,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Transport,503,Contract Hire and Operating Leases,5018,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
2022-06-20,2421505,320.00,MENTAL HEALTH FIRST AID ENGLAND,401682,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
2022-06-14,2417803,2665.00,NORTHUMBRIA YOUTH ACTION LTD,353408,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2022-06-22,2424682,723.80,BARNARDO'S,029324,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
2022-06-10,2414441,205.00,BUYKING LTD T/A WE BRAND IT,391826,Resources,Children's & Education Services,103,Supplies and Services,504,Contribution to Provisions,5033,Revenue,ADVERTISING & MARKETING.EVENTS & PROMOTIONS
2022-06-10,2414441,595.00,BUYKING LTD T/A WE BRAND IT,391826,Resources,Children's & Education Services,103,Supplies and Services,504,Contribution to Provisions,5033,Revenue,ADVERTISING & MARKETING.EVENTS & PROMOTIONS
2022-06-14,2417824,1800.00,ACT NOW TRAINING,355039,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
2022-06-27,2426281,249.00,HOGREFE LTD,388122,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,SUBSCRIPTIONS & PUBLICATIONS.BOOKS & PUBLICATIONS
2022-06-06,2405873,1276.00,GATESHEAD COLLEGE,243071,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.EXT SCHOOLS
2022-06-14,2417800,5801.00,CITY OF SUNDERLAND COLLEGE,310428,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2022-06-21,2423706,86689.00,NEWCASTLE COLLEGE,227612,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.EXT SCHOOLS
2022-06-29,2427321,1154.00,EAST DURHAM COLLEGE,031067,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.EXT SCHOOLS
2022-06-29,2427369,2505.00,TRINITY SCHOOL,350733,Commissioning & Asset Management,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
