Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2019-09-30,7008091,0.01,HC SLINGSBY PLC,019284,Commissioning & Asset Management,Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
2019-09-30,7008091,125.99,HC SLINGSBY PLC,019284,Commissioning & Asset Management,Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
2019-09-30,7008092,32.50,DVLA,322925,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2019-09-30,7008092,34.00,DVLA,322925,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2019-09-30,7008092,167.50,DVLA,322925,"Environment, Housing & Leisure",Unallocated,N/A,Employees,501,Direct Employee Expenses,5001,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2019-09-30,7008092,192.00,DVLA,322925,"Environment, Housing & Leisure",Unallocated,N/A,Employees,501,Direct Employee Expenses,5001,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2019-09-30,7008092,722.50,DVLA,322925,"Environment, Housing & Leisure",Unallocated,N/A,Employees,501,Direct Employee Expenses,5001,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2019-09-30,7008093,27.49,SPORTS DIRECT,373833,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CLOTHING.CHILDRENS & ADULTS
2019-09-30,7008093,27.49,SPORTS DIRECT,373833,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CLOTHING.CHILDRENS & ADULTS
2019-09-30,7008094,666.00,HOPWELLS LTD,384683,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2019-09-30,7008095,0.01,JTF WHOLESALE,368725,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,CATERING.FOOD & BEVERAGES
2019-09-30,7008095,2.49,JTF WHOLESALE,368725,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2019-09-30,7008095,17.02,JTF WHOLESALE,368725,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,CATERING.FOOD & BEVERAGES
2019-09-30,7008095,18.64,JTF WHOLESALE,368725,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2019-09-30,7008095,19.16,JTF WHOLESALE,368725,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2019-09-30,7008095,19.98,JTF WHOLESALE,368725,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
2019-09-30,7008095,23.96,JTF WHOLESALE,368725,"Environment, Housing & Leisure",Police Services,111,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
