Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2022-07-22,2439076,1006.00,NORTH TYNESIDE COUNCIL,102767,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
2022-07-05,2431586,550.00,CLEAPSS,275273,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,SUBSCRIPTIONS & PUBLICATIONS.MEMBERSHIPS
2022-07-11,2433458,585.52,Redacted Personal Data,402590,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
2022-07-15,2435019,242.00,ORANGE PCS LTD,345889,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,TELECOMMUNICATIONS.MOBILE
2022-07-15,2435019,284.00,ORANGE PCS LTD,345889,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,TELECOMMUNICATIONS.MOBILE
2022-07-18,2435954,3400.00,Redacted Personal Data,394213,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,CONSULTANCY.CONSULTANCY
2022-07-27,2441321,270.00,Redacted Personal Data,355263,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,PUBLIC HEALTH.OCCUPATIONAL THERAPY SERVICES
2022-07-27,2441363,1800.00,Redacted Personal Data,400291,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,CONSULTANCY.CONSULTANCY
2022-07-27,2441364,1142.86,Redacted Personal Data,400207,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,CONSULTANCY.CONSULTANCY
2022-07-29,2442174,1000.00,DENBIGH COMMUNITY PRIMARY SCHOOL,276823,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
2022-07-29,2442199,1248.80,MICHAEL REEVES EDUCATION CONSULTANT,402579,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,CONSULTANCY.CONSULTANCY
2022-07-07,2431916,243.10,BUNZL UK LTD T/A BUNZL CLEANING & HYGIENE SUPPLIES,027747,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,CLEANING & JANITORIAL.CLEANING MATERIALS
2022-07-08,2432496,121.32,OCE (UK) LIMITED,015952,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
2022-07-08,2432496,121.32,OCE (UK) LIMITED,015952,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
