Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council ,Transport,R,Community,Arboriculture,Fuel/Oil,16/04/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4695972,25.33,AS60046921
Harrogate Borough Council ,Transport,R,Community,Bereavement Services,Fuel/Oil,23/04/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4696499,16.25,AS60046921
Harrogate Borough Council ,Transport,R,Community,Bereavement Services,Fuel/Oil,16/04/2018,ALLSTAR BUSINESS SOLUTIONS LTD,4695972,16.67,AS60046921
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,18/04/2018,BERENDSEN UK LTD,4695753,265.32,ACCR1718  HARROGATE BC CEMETERY
Harrogate Borough Council ,Employees,R,Community,Bereavement Services,Temporary Staff,18/04/2018,BROOK STREET (UK) LTD,4696465,367.65,REDACTED-PERSONAL DATA
Harrogate Borough Council ,Employees,R,Community,Bereavement Services,Temporary Staff,09/04/2018,BROOK STREET (UK) LTD,4695641,476.42,REDACTED-PERSONAL DATA
Harrogate Borough Council ,Employees,R,Community,Bereavement Services,Temporary Staff,11/04/2018,BROOK STREET (UK) LTD,4695846,484.50,REDACTED-PERSONAL DATA
Harrogate Borough Council ,Employees,R,Community,Bereavement Services,Temporary Staff,25/04/2018,BROOK STREET (UK) LTD,4696815,612.75,REDACTED-PERSONAL DATA
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,04/04/2018,DR CHRISTIAN LACHMANN,4695730,"1,017.50",Dr C Lachmann March 2018 monthly payment
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,04/04/2018,DR R SPENCER,4695729,"1,017.50",Dr R Spencer March 2018 monthly payment
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,04/04/2018,DR VIVIENNE JAYNE POSKITT,4695731,"1,498.50",Dr V Poskitt March 2018 monthly payment
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Equipment,11/04/2018,FACULTATIEVE TECHNOLOGIES LTD,4695725,"2,111.16",COLLECTION OF ONE PALLET OF 4 WASTE 205 LTR DRUMS
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Plaques,11/04/2018,FALON NAMEPLATES LTD,4695970,724.85,
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Plaques,11/04/2018,FALON NAMEPLATES LTD,4695970,18.00,
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Plaques,25/04/2018,FALON NAMEPLATES LTD,4696029,828.40,
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Plaques,25/04/2018,FALON NAMEPLATES LTD,4696029,18.00,
Harrogate Borough Council ,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,30/04/2018,G.E.M PRECAST LTD,4696570,297.60,
Harrogate Borough Council ,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,11/04/2018,MASON CLARK ASSOCIATES LTD,4695311,900.00,
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Subscriptions,18/04/2018,NATIONAL ASSOCIATION OF BRITISH MARKET AUTHORITIES,4696095,636.00,ACCR1819  ANNUAL SUBSCRIPTION 201819
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,11/04/2018,SHIRE AGGREGATES BULK LTD,4695001,193.92,1 ROCK SALT
Harrogate Borough Council ,Supplies and Services,R,Community,Bereavement Services,Equipment,11/04/2018,TELESHORE UK LTD,4694778,393.80,
Harrogate Borough Council ,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,30/04/2018,BULLOUGHS CLEANING SERVICES LTD,4696077,295.00,
Harrogate Borough Council ,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,30/04/2018,BULLOUGHS CLEANING SERVICES LTD,4696541,641.33,
Harrogate Borough Council ,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,30/04/2018,BULLOUGHS CLEANING SERVICES LTD,4696546,775.67,Avondale House
Harrogate Borough Council ,Employees,R,Community,Building Cleaning Operations,Temporary Staff,30/04/2018,CORDANT PEOPLE LIMITED,4696188,467.78,REDACTED-PERSONAL DATA
Harrogate Borough Council ,Employees,R,Community,Building Cleaning Operations,Temporary Staff,09/04/2018,CORDANT PEOPLE LIMITED,4695631,614.19,
Harrogate Borough Council ,Employees,R,Community,Building Cleaning Operations,Temporary Staff,30/04/2018,CORDANT PEOPLE LIMITED,4696009,658.26,REDACTED-PERSONAL DATA
Harrogate Borough Council ,Employees,R,Community,Building Cleaning Operations,Temporary Staff,09/04/2018,CORDANT PEOPLE LIMITED,4695849,734.45,
Harrogate Borough Council ,Employees,R,Community,Building Cleaning Operations,Temporary Staff,09/04/2018,CORDANT PEOPLE LIMITED,4695495,816.73,REDACTED-PERSONAL DATA
Harrogate Borough Council ,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,25/04/2018,NORTHGATE VEHICLE HIRE LTD,4696126,233.20,ACCR1718  IHMT supplies
Harrogate Borough Council ,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,25/04/2018,NORTHGATE VEHICLE HIRE LTD,4696130,233.20,ACCR1718  IHMT supplies
Harrogate Borough Council ,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,25/04/2018,NORTHGATE VEHICLE HIRE LTD,4696131,233.20,ACCR1718  IHMT supplies
Harrogate Borough Council ,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,25/04/2018,NORTHGATE VEHICLE HIRE LTD,4696149,233.20,ACCR1718  IHMT supplies
Harrogate Borough Council ,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,11/04/2018,PHS GROUP PLC,4695374,213.76,ACCR1718 Public Conveniences
Harrogate Borough Council ,Premises,R,Community,Building Cleaning Operations,Refuse Collection/Removal,11/04/2018,PHS GROUP PLC,4694214,"1,511.46",ACCR1718Public Conveniences
Harrogate Borough Council ,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,25/04/2018,PHS GROUP PLC,4696028,245.20,Jubilee Multi
Harrogate Borough Council ,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,18/04/2018,PHS GROUP PLC,4696178,404.58,Jubilee Multi
Harrogate Borough Council ,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,18/04/2018,PROFESSIONAL PAPER SUPPLIES LTD,4695138,"1,110.30",
Harrogate Borough Council ,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,18/04/2018,EDEN FARM LTD,4695101,360.75,ACCR1718 Valley Gardens Games Hut
