Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901682560,2022-03-18,53484988.60,
DOCKLANDS LIGHT RAILWAY,ASHURST LLP,Planning & Development Consultancy,1012\1900005287,2022-03-10,24890605.00,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Franchise/Concession Fixed Fee,1020\5110087346,2022-03-31,19278373.59,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5110087565,2022-03-25,15523159.05,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900047036,2022-03-18,15448033.75,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900047024,2022-03-18,12517104.44,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900047031,2022-03-18,12409198.00,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900047034,2022-03-18,10811110.65,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900047030,2022-03-18,10294757.41,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900047028,2022-03-18,8479723.41,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Fixed Fee,1012\5110088153,2022-03-25,7222730.02,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900047025,2022-03-18,6491544.45,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047022,2022-03-18,6254276.03,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900047038,2022-03-18,6240908.93,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110080217,2022-03-25,6058366.96,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110079776,2022-03-22,5642284.06,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900047046,2022-03-18,5024059.00,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900047095,2022-03-31,5008339.43,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5110082512,2022-03-25,4694443.90,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110080013,2022-03-25,4661527.36,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5110075730,2022-03-22,4631571.53,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,MR Construction Costs,1020\5110084172,2022-03-25,4500000.00,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900047083,2022-03-30,4135376.21,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900047035,2022-03-18,4022267.52,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900047043,2022-03-18,3891549.00,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900047090,2022-03-31,3850949.96,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900047037,2022-03-18,3830683.51,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047023,2022-03-18,3705523.79,
LONDON UNDERGROUND LTD,ELEPHANT & CASTLE PROPERTIES CO LTD,Civil Engineering Construction Works,1005\5110083340,2022-03-25,3637500.00,
RAIL FOR LONDON LIMITED,LONDON RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5110088446,2022-03-31,3636892.48,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5110076166,2022-03-23,3398091.68,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900047089,2022-03-30,3373528.15,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110075376,2022-03-07,3282686.18,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900047093,2022-03-31,3252696.58,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900047026,2022-03-18,3229589.13,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Professional Engineering Services,1005\5110084581,2022-03-25,3064256.09,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5110088555,2022-03-25,2883871.93,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900047087,2022-03-31,2786328.05,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900047048,2022-03-18,2786225.00,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900047032,2022-03-18,2690802.15,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5110088560,2022-03-25,2609562.00,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110084604,2022-03-22,2569946.04,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901682561,2022-03-18,2494248.81,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5110076165,2022-03-23,2491206.55,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110088563,2022-03-25,2478368.00,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110086012,2022-03-22,2386378.47,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5110081079,2022-03-23,2372212.29,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110081367,2022-03-25,2250000.00,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900047084,2022-03-30,2148452.57,
LONDON BUS SERVICES LTD,LONDON TRANSIT LIMITED,Bus Contract Payments,1006\1900047033,2022-03-18,2063563.48,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900047097,2022-03-30,2028341.75,
LONDON UNDERGROUND LTD,LONDON BOROUGH OF EALING,Borough Services,1005\1900225108,2022-03-17,2000000.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047081,2022-03-31,1977770.56,
LONDON BUS SERVICES LTD,C T PLUS COMMUNITY INTEREST COMPANY,Bus Contract Payments,1006\1900047029,2022-03-18,1959409.02,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900047044,2022-03-18,1949986.00,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110086099,2022-03-22,1863800.52,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Roads,1002\5110071700,2022-03-11,1845994.49,
LONDON UNDERGROUND LTD,ASHURST LLP,MR Construction Costs,1005\1900225707,2022-03-23,1774458.90,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900047040,2022-03-18,1680793.59,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110081313,2022-03-17,1643636.90,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5110082721,2022-03-25,1616500.42,
LONDON UNDERGROUND LTD,BAI COMMUNICATIONS LTD,Maintenance of Telecommunications Equipment,1005\5110082799,2022-03-22,1509600.00,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5110072277,2022-03-09,1496634.02,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110079779,2022-03-22,1453375.18,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110075374,2022-03-07,1398773.13,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110075444,2022-03-23,1361714.06,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047042,2022-03-18,1298797.00,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900047094,2022-03-30,1295006.36,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5110076066,2022-03-23,1269328.06,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900047096,2022-03-30,1236754.82,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110088557,2022-03-25,1216457.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047082,2022-03-30,1211942.38,
