Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200042142,1,202007,Barclaycard - Global Commercial Payments,75.00,2020-10-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200041024,1,202007,Barclaycard - Global Commercial Payments,99.00,2020-10-12
"Children, Adults and Families",Employees,Indirect Employee Expenses,200041025,1,202007,Barclaycard - Global Commercial Payments,99.00,2020-10-12
"Children, Adults and Families",Employees,Indirect Employee Expenses,200041250,1,202007,Barclaycard - Global Commercial Payments,53.74,2020-10-05
Corporate Services & Governance,Employees,Indirect Employee Expenses,200042044,1,202007,Barclaycard - Global Commercial Payments,223.48,2020-10-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200041817,1,202007,Barclaycard - Global Commercial Payments,125.00,2020-10-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200041881,1,202007,Barclaycard - Global Commercial Payments,250.00,2020-10-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200042043,1,202007,Barclaycard - Global Commercial Payments,223.48,2020-10-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200040179,1,202007,Barclaycard - Global Commercial Payments,263.49,2020-10-12
Corporate Services & Governance,Employees,Indirect Employee Expenses,200040862,1,202007,Barclaycard - Global Commercial Payments,182.94,2020-10-12
Corporate Services & Governance,Employees,Indirect Employee Expenses,200040932,1,202007,Barclaycard - Global Commercial Payments,75.00,2020-10-05
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200012913,1,202007,Barclaycard - Global Commercial Payments,358.80,2020-10-05
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200019961,1,202007,Barclaycard - Global Commercial Payments,192.00,2020-10-05
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200021658,1,202007,Barclaycard - Global Commercial Payments,342.00,2020-10-05
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200025797,1,202007,Barclaycard - Global Commercial Payments,192.00,2020-10-05
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200040869,1,202007,Barclaycard - Global Commercial Payments,157.95,2020-10-05
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200040992,1,202007,Barclaycard - Global Commercial Payments,1668.00,2020-10-05
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200041370,1,202007,Barclaycard - Global Commercial Payments,273.00,2020-10-12
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200042557,1,202007,Barclaycard - Global Commercial Payments,100.00,2020-10-27
Resources and Digital,Employees,Indirect Employee Expenses,200031034,1,202007,Barclaycard - Global Commercial Payments,2722.01,2020-10-21
Resources and Digital,Employees,Indirect Employee Expenses,200041164,1,202007,Barclaycard - Global Commercial Payments,-2934.17,2020-10-27
Schools,Employees,Indirect Employee Expenses,200037295,1,202007,Barclaycard - Global Commercial Payments,31.50,2020-10-05
Schools,Employees,Indirect Employee Expenses,200041840,1,202007,Barclaycard - Global Commercial Payments,20.00,2020-10-20
Schools,Employees,Indirect Employee Expenses,200041841,1,202007,Barclaycard - Global Commercial Payments,20.00,2020-10-20
Schools,Employees,Indirect Employee Expenses,200038261,1,202007,Barclaycard - Global Commercial Payments,16.67,2020-10-05
Schools,Employees,Indirect Employee Expenses,200038333,1,202007,Barclaycard - Global Commercial Payments,16.67,2020-10-05
Schools,Employees,Indirect Employee Expenses,200038334,1,202007,Barclaycard - Global Commercial Payments,16.67,2020-10-05
Schools,Employees,Indirect Employee Expenses,200042608,1,202007,Barclaycard - Global Commercial Payments,16.67,2020-10-27
Schools,Employees,Indirect Employee Expenses,200042687,1,202007,Barclaycard - Global Commercial Payments,75.00,2020-10-27
Schools,Employees,Indirect Employee Expenses,200042610,1,202007,Barclaycard - Global Commercial Payments,8.33,2020-10-27
Schools,Employees,Indirect Employee Expenses,200042611,1,202007,Barclaycard - Global Commercial Payments,8.33,2020-10-27
Schools,Employees,Indirect Employee Expenses,200042612,1,202007,Barclaycard - Global Commercial Payments,8.33,2020-10-27
Schools,Employees,Indirect Employee Expenses,200041692,1,202007,Barclaycard - Global Commercial Payments,75.00,2020-10-12
Schools,Employees,Indirect Employee Expenses,200042167,1,202007,Barclaycard - Global Commercial Payments,20.00,2020-10-20
Schools,Employees,Indirect Employee Expenses,200041800,1,202007,Barclaycard - Global Commercial Payments,-258.46,2020-10-20
Schools,Employees,Indirect Employee Expenses,200041801,1,202007,Barclaycard - Global Commercial Payments,-258.46,2020-10-20
Schools,Employees,Indirect Employee Expenses,200042421,1,202007,Barclaycard - Global Commercial Payments,126.00,2020-10-20
Schools,Employees,Indirect Employee Expenses,200042422,1,202007,Barclaycard - Global Commercial Payments,135.00,2020-10-20
Schools,Employees,Indirect Employee Expenses,200041877,1,202007,Barclaycard - Global Commercial Payments,75.00,2020-10-12
Schools,Employees,Indirect Employee Expenses,200042120,1,202007,Barclaycard - Global Commercial Payments,30.00,2020-10-20
Schools,Employees,Indirect Employee Expenses,200042121,1,202007,Barclaycard - Global Commercial Payments,30.00,2020-10-20
Schools,Employees,Indirect Employee Expenses,200042153,1,202007,Barclaycard - Global Commercial Payments,305.00,2020-10-20
Schools,Employees,Indirect Employee Expenses,200041353,1,202007,Barclaycard - Global Commercial Payments,120.00,2020-10-05
"Children, Adults and Families",Employees,Indirect Employee Expenses,200041313,1,202007,Barclaycard - Global Commercial Payments,250.00,2020-10-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200040063,1,202007,Barclaycard - Global Commercial Payments,250.00,2020-10-27
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200040496,1,202007,Barclaycard - Global Commercial Payments,250.00,2020-10-20
Schools,Premises,Rep & Maint,200041480,1,202007,Barclaycard - Global Commercial Payments,50.00,2020-10-05
Schools,Premises,Rep & Maint,200041853,1,202007,Barclaycard - Global Commercial Payments,9.13,2020-10-20
Schools,Premises,Rep & Maint,200036882,1,202007,Barclaycard - Global Commercial Payments,139.50,2020-10-05
Schools,Premises,Rep & Maint,200040739,1,202007,Barclaycard - Global Commercial Payments,49.93,2020-10-05
Schools,Premises,Rep & Maint,200041610,1,202007,Barclaycard - Global Commercial Payments,95.82,2020-10-12
Schools,Premises,Rep & Maint,200041218,1,202007,Barclaycard - Global Commercial Payments,9.99,2020-10-05
Schools,Premises,Rep & Maint,200041219,1,202007,Barclaycard - Global Commercial Payments,11.17,2020-10-05
Schools,Premises,Rep & Maint,200040942,1,202007,Barclaycard - Global Commercial Payments,35.00,2020-10-05
Schools,Premises,Rep & Maint,200039081,1,202007,Barclaycard - Global Commercial Payments,71.95,2020-10-05
Schools,Premises,Rep & Maint,200040603,1,202007,Barclaycard - Global Commercial Payments,12.00,2020-10-05
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200042084,1,202007,Barclaycard - Global Commercial Payments,240.08,2020-10-12
Public Health and Wellbeing,Premises,Rep & Maint,200041953,1,202007,Barclaycard - Global Commercial Payments,34.78,2020-10-12
Public Health and Wellbeing,Premises,Rep & Maint,200042260,1,202007,Barclaycard - Global Commercial Payments,78.22,2020-10-20
Schools,Premises,Rep & Maint,200038858,1,202007,Barclaycard - Global Commercial Payments,26.60,2020-10-05
Schools,Premises,Rep & Maint,200039009,1,202007,Barclaycard - Global Commercial Payments,17.98,2020-10-05
Schools,Premises,Rep & Maint,200039257,1,202007,Barclaycard - Global Commercial Payments,98.00,2020-10-05
Schools,Premises,Rep & Maint,200039258,1,202007,Barclaycard - Global Commercial Payments,-98.00,2020-10-05
Schools,Premises,Rep & Maint,200039677,1,202007,Barclaycard - Global Commercial Payments,294.00,2020-10-05
Schools,Premises,Rep & Maint,200040027,1,202007,Barclaycard - Global Commercial Payments,100.00,2020-10-05
Schools,Premises,Rep & Maint,200041385,1,202007,Barclaycard - Global Commercial Payments,10.00,2020-10-05
Schools,Premises,Rep & Maint,200041387,1,202007,Barclaycard - Global Commercial Payments,20.39,2020-10-05
Schools,Premises,Rep & Maint,200041900,1,202007,Barclaycard - Global Commercial Payments,40.81,2020-10-20
Schools,Premises,Rep & Maint,200041964,1,202007,Barclaycard - Global Commercial Payments,33.32,2020-10-20
Schools,Premises,Rep & Maint,200040881,1,202007,Barclaycard - Global Commercial Payments,132.60,2020-10-05
Schools,Premises,Rep & Maint,200042307,1,202007,Barclaycard - Global Commercial Payments,155.15,2020-10-20
Schools,Premises,Rep & Maint,200042308,1,202007,Barclaycard - Global Commercial Payments,83.27,2020-10-20
Schools,Premises,Rep & Maint,200039816,1,202007,Barclaycard - Global Commercial Payments,259.40,2020-10-05
Schools,Premises,Rep & Maint,200036535,1,202007,Barclaycard - Global Commercial Payments,28.00,2020-10-20
Schools,Premises,Rep & Maint,200036618,1,202007,Barclaycard - Global Commercial Payments,116.63,2020-10-20
Schools,Premises,Rep & Maint,200036621,1,202007,Barclaycard - Global Commercial Payments,29.83,2020-10-20
Schools,Premises,Rep & Maint,200038675,1,202007,Barclaycard - Global Commercial Payments,63.31,2020-10-20
Schools,Premises,Rep & Maint,200039654,1,202007,Barclaycard - Global Commercial Payments,13.33,2020-10-20
Schools,Premises,Rep & Maint,200039711,1,202007,Barclaycard - Global Commercial Payments,55.52,2020-10-20
Schools,Premises,Rep & Maint,200039965,1,202007,Barclaycard - Global Commercial Payments,27.49,2020-10-20
Schools,Premises,Rep & Maint,200040629,1,202007,Barclaycard - Global Commercial Payments,199.95,2020-10-20
Schools,Premises,Rep & Maint,200040720,1,202007,Barclaycard - Global Commercial Payments,59.06,2020-10-20
Schools,Premises,Rep & Maint,200040721,1,202007,Barclaycard - Global Commercial Payments,12.87,2020-10-20
Schools,Premises,Rep & Maint,200042033,1,202007,Barclaycard - Global Commercial Payments,9.95,2020-10-20
Schools,Premises,Rep & Maint,200042190,1,202007,Barclaycard - Global Commercial Payments,14.99,2020-10-20
Schools,Premises,Rep & Maint,200042337,1,202007,Barclaycard - Global Commercial Payments,5.18,2020-10-20
Schools,Premises,Rep & Maint,200042338,1,202007,Barclaycard - Global Commercial Payments,14.42,2020-10-20
Schools,Premises,Rep & Maint,200042417,1,202007,Barclaycard - Global Commercial Payments,3.95,2020-10-20
Schools,Premises,Rep & Maint,200040703,1,202007,Barclaycard - Global Commercial Payments,17.50,2020-10-05
Schools,Premises,Rep & Maint,200025810,1,202007,Barclaycard - Global Commercial Payments,50.91,2020-10-05
Schools,Premises,Rep & Maint,200029236,1,202007,Barclaycard - Global Commercial Payments,24.44,2020-10-05
Schools,Premises,Rep & Maint,200033303,1,202007,Barclaycard - Global Commercial Payments,6.89,2020-10-05
Schools,Premises,Rep & Maint,200040928,1,202007,Barclaycard - Global Commercial Payments,67.71,2020-10-05
Schools,Premises,Rep & Maint,200041378,1,202007,Barclaycard - Global Commercial Payments,7.07,2020-10-05
Schools,Premises,Rep & Maint,200040906,1,202007,Barclaycard - Global Commercial Payments,74.60,2020-10-05
Schools,Premises,Rep & Maint,200041811,1,202007,Barclaycard - Global Commercial Payments,33.32,2020-10-12
Schools,Premises,Rep & Maint,200040677,1,202007,Barclaycard - Global Commercial Payments,12.47,2020-10-05
Schools,Premises,Rep & Maint,200041242,1,202007,Barclaycard - Global Commercial Payments,35.00,2020-10-05
Schools,Premises,Rep & Maint,200041334,1,202007,Barclaycard - Global Commercial Payments,13.98,2020-10-05
Schools,Premises,Rep & Maint,200041838,1,202007,Barclaycard - Global Commercial Payments,12.07,2020-10-12
Schools,Premises,Rep & Maint,200040867,1,202007,Barclaycard - Global Commercial Payments,20.00,2020-10-05
Schools,Premises,Rep & Maint,200040989,1,202007,Barclaycard - Global Commercial Payments,47.50,2020-10-05
Schools,Premises,Rep & Maint,200041155,1,202007,Barclaycard - Global Commercial Payments,268.27,2020-10-05
Schools,Premises,Rep & Maint,200041611,1,202007,Barclaycard - Global Commercial Payments,-99.99,2020-10-12
Schools,Premises,Rep & Maint,200041686,1,202007,Barclaycard - Global Commercial Payments,4.99,2020-10-12
Schools,Premises,Rep & Maint,200041834,1,202007,Barclaycard - Global Commercial Payments,30.92,2020-10-12
Schools,Premises,Rep & Maint,200040602,1,202007,Barclaycard - Global Commercial Payments,26.70,2020-10-05
Schools,Premises,Rep & Maint,200041806,1,202007,Barclaycard - Global Commercial Payments,6.89,2020-10-12
Schools,Premises,Rep & Maint,200041962,1,202007,Barclaycard - Global Commercial Payments,11.33,2020-10-20
Schools,Premises,Rep & Maint,200042713,1,202007,Barclaycard - Global Commercial Payments,25.13,2020-10-27
Schools,Premises,Rep & Maint,200042735,1,202007,Barclaycard - Global Commercial Payments,62.11,2020-10-27
Schools,Premises,Rep & Maint,200041870,1,202007,Barclaycard - Global Commercial Payments,45.83,2020-10-12
Schools,Premises,Rep & Maint,200038300,1,202007,Barclaycard - Global Commercial Payments,314.90,2020-10-12
Schools,Premises,Rep & Maint,200041301,1,202007,Barclaycard - Global Commercial Payments,27.49,2020-10-12
Schools,Premises,Rep & Maint,200041665,1,202007,Barclaycard - Global Commercial Payments,9.99,2020-10-12
Schools,Premises,Rep & Maint,200041815,1,202007,Barclaycard - Global Commercial Payments,4.95,2020-10-12
Schools,Premises,Rep & Maint,200041090,1,202007,Barclaycard - Global Commercial Payments,19.75,2020-10-05
Schools,Premises,Rep & Maint,200041093,1,202007,Barclaycard - Global Commercial Payments,21.65,2020-10-05
Schools,Premises,Rep & Maint,200041466,1,202007,Barclaycard - Global Commercial Payments,19.92,2020-10-05
Schools,Premises,Rep & Maint,200041536,1,202007,Barclaycard - Global Commercial Payments,16.41,2020-10-05
Schools,Premises,Rep & Maint,200041804,1,202007,Barclaycard - Global Commercial Payments,149.98,2020-10-12
Schools,Premises,Rep & Maint,200041614,1,202007,Barclaycard - Global Commercial Payments,31.98,2020-10-12
Schools,Premises,Rep & Maint,200041906,1,202007,Barclaycard - Global Commercial Payments,57.60,2020-10-12
Schools,Premises,Rep & Maint,200041970,1,202007,Barclaycard - Global Commercial Payments,6.49,2020-10-12
Schools,Premises,Rep & Maint,200040453,1,202007,Barclaycard - Global Commercial Payments,96.90,2020-10-05
Schools,Premises,Rep & Maint,200040454,1,202007,Barclaycard - Global Commercial Payments,39.50,2020-10-05
Schools,Premises,Ground Maint,200040576,1,202007,Barclaycard - Global Commercial Payments,54.16,2020-10-05
Schools,Premises,Ground Maint,200041341,1,202007,Barclaycard - Global Commercial Payments,66.66,2020-10-05
Schools,Premises,Ground Maint,200042542,1,202007,Barclaycard - Global Commercial Payments,28.51,2020-10-27
"Children, Adults and Families",Premises,Energy,200039961,1,202007,Barclaycard - Global Commercial Payments,23.38,2020-10-05
"Children, Adults and Families",Premises,Energy,200039885,1,202007,Barclaycard - Global Commercial Payments,109.32,2020-10-05
"Children, Adults and Families",Premises,Fixtures & Fittings,200042164,1,202007,Barclaycard - Global Commercial Payments,16.25,2020-10-20
"Children, Adults and Families",Premises,Fixtures & Fittings,200042301,1,202007,Barclaycard - Global Commercial Payments,44.13,2020-10-20
"Children, Adults and Families",Premises,Fixtures & Fittings,200042302,1,202007,Barclaycard - Global Commercial Payments,10.83,2020-10-20
"Children, Adults and Families",Premises,Fixtures & Fittings,200042471,1,202007,Barclaycard - Global Commercial Payments,87.50,2020-10-20
Schools,Premises,Fixtures & Fittings,200038260,1,202007,Barclaycard - Global Commercial Payments,499.96,2020-10-05
Schools,Premises,Fixtures & Fittings,200040459,1,202007,Barclaycard - Global Commercial Payments,149.95,2020-10-05
Schools,Premises,Fixtures & Fittings,200041088,1,202007,Barclaycard - Global Commercial Payments,61.65,2020-10-05
Schools,Premises,Fixtures & Fittings,200041582,1,202007,Barclaycard - Global Commercial Payments,60.11,2020-10-05
Schools,Premises,Fixtures & Fittings,200041276,1,202007,Barclaycard - Global Commercial Payments,36.01,2020-10-05
Schools,Premises,Fixtures & Fittings,200042215,1,202007,Barclaycard - Global Commercial Payments,34.95,2020-10-27
Schools,Premises,Fixtures & Fittings,200042600,1,202007,Barclaycard - Global Commercial Payments,24.94,2020-10-27
Schools,Premises,Fixtures & Fittings,200041162,1,202007,Barclaycard - Global Commercial Payments,215.83,2020-10-05
Schools,Premises,Fixtures & Fittings,200040672,1,202007,Barclaycard - Global Commercial Payments,16.48,2020-10-05
Schools,Premises,Fixtures & Fittings,200040822,1,202007,Barclaycard - Global Commercial Payments,14.98,2020-10-05
Schools,Premises,Fixtures & Fittings,200042454,1,202007,Barclaycard - Global Commercial Payments,89.60,2020-10-20
Schools,Premises,Security & Insurance,200042494,1,202007,Barclaycard - Global Commercial Payments,264.60,2020-10-20
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041328,1,202007,Barclaycard - Global Commercial Payments,377.56,2020-10-05
Schools,Transport,Vehicles and Plant,200041416,1,202007,Barclaycard - Global Commercial Payments,32.48,2020-10-20
Schools,Transport,Vehicles and Plant,200041160,1,202007,Barclaycard - Global Commercial Payments,61.07,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041538,1,202007,Barclaycard - Global Commercial Payments,97.50,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041539,1,202007,Barclaycard - Global Commercial Payments,167.50,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041540,1,202007,Barclaycard - Global Commercial Payments,167.50,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041541,1,202007,Barclaycard - Global Commercial Payments,167.50,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041542,1,202007,Barclaycard - Global Commercial Payments,307.50,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041543,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041544,1,202007,Barclaycard - Global Commercial Payments,167.50,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041545,1,202007,Barclaycard - Global Commercial Payments,167.50,2020-10-05
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200041620,1,202007,Barclaycard - Global Commercial Payments,142.50,2020-10-12
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042801,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-27
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042802,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-27
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042803,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-27
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042804,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-27
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042805,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-27
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042806,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-27
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042807,1,202007,Barclaycard - Global Commercial Payments,167.50,2020-10-27
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042808,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-27
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200042809,1,202007,Barclaycard - Global Commercial Payments,267.50,2020-10-27
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200039225,1,202007,Barclaycard - Global Commercial Payments,130.96,2020-10-12
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,200023274,1,202007,Barclaycard - Global Commercial Payments,3.10,2020-10-28
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,200023344,1,202007,Barclaycard - Global Commercial Payments,1.50,2020-10-28
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,200033735,1,202007,Barclaycard - Global Commercial Payments,6.40,2020-10-28
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035377,1,202007,Barclaycard - Global Commercial Payments,30.00,2020-10-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200039800,1,202007,Barclaycard - Global Commercial Payments,61.54,2020-10-12
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200040053,1,202007,Barclaycard - Global Commercial Payments,319.99,2020-10-05
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200040295,1,202007,Barclaycard - Global Commercial Payments,13.49,2020-10-12
Schools,Supplies and Services,"Furn, Equip & Mats",200040373,1,202007,Barclaycard - Global Commercial Payments,130.00,2020-10-05
Schools,Supplies and Services,"Furn, Equip & Mats",200040379,1,202007,Barclaycard - Global Commercial Payments,50.00,2020-10-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042037,1,202007,Barclaycard - Global Commercial Payments,17.66,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200030820,1,202007,Barclaycard - Global Commercial Payments,9.57,2020-10-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200033240,1,202007,Barclaycard - Global Commercial Payments,3.33,2020-10-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038426,1,202007,Barclaycard - Global Commercial Payments,24.00,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038645,1,202007,Barclaycard - Global Commercial Payments,24.00,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039187,1,202007,Barclaycard - Global Commercial Payments,27.99,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200038177,1,202007,Barclaycard - Global Commercial Payments,44.00,2020-10-05
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039822,1,202007,Barclaycard - Global Commercial Payments,27.50,2020-10-27
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039882,1,202007,Barclaycard - Global Commercial Payments,248.33,2020-10-27
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039883,1,202007,Barclaycard - Global Commercial Payments,372.50,2020-10-27
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040432,1,202007,Barclaycard - Global Commercial Payments,28.33,2020-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040433,1,202007,Barclaycard - Global Commercial Payments,7.49,2020-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040460,1,202007,Barclaycard - Global Commercial Payments,15.90,2020-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040477,1,202007,Barclaycard - Global Commercial Payments,13.27,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040478,1,202007,Barclaycard - Global Commercial Payments,4.15,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040511,1,202007,Barclaycard - Global Commercial Payments,15.40,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040585,1,202007,Barclaycard - Global Commercial Payments,16.84,2020-10-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040616,1,202007,Barclaycard - Global Commercial Payments,396.08,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200041027,1,202007,Barclaycard - Global Commercial Payments,9.14,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200041047,1,202007,Barclaycard - Global Commercial Payments,1.67,2020-10-12
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200041111,1,202007,Barclaycard - Global Commercial Payments,10.53,2020-10-12
