Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",44128608,0,202109,AZTEC PRINT (NE) LTD,866.00,2021-12-13
Resources and Digital,Supplies and Services,Comms & Computing,41321327,1,202109,EXPERIAN LTD,5210.90,2021-12-17
Resources and Digital,Supplies and Services,Comms & Computing,41319840,1,202109,CRITIQOM,1033.57,2021-12-02
Resources and Digital,Supplies and Services,Comms & Computing,41319841,1,202109,CRITIQOM,1622.70,2021-12-02
Resources and Digital,Supplies and Services,Comms & Computing,41319981,1,202109,CRITIQOM,938.45,2021-12-03
Resources and Digital,Supplies and Services,Comms & Computing,41319982,1,202109,CRITIQOM,2417.17,2021-12-03
Resources and Digital,Supplies and Services,Comms & Computing,41320514,1,202109,CRITIQOM,434.17,2021-12-10
Resources and Digital,Supplies and Services,Comms & Computing,41320516,1,202109,CRITIQOM,1214.70,2021-12-10
Resources and Digital,Supplies and Services,Comms & Computing,41321863,1,202109,CRITIQOM,773.16,2021-12-29
Resources and Digital,Supplies and Services,Comms & Computing,41321864,1,202109,CRITIQOM,1335.49,2021-12-29
Resources and Digital,Supplies and Services,Comms & Computing,41321865,1,202109,CRITIQOM,579.94,2021-12-29
Resources and Digital,Supplies and Services,Comms & Computing,41321866,1,202109,CRITIQOM,2805.72,2021-12-29
Resources and Digital,Supplies and Services,Comms & Computing,148040041,7,202109,ROYAL MAIL,81.84,2021-12-20
Resources and Digital,Supplies and Services,Comms & Computing,41319709,1,202109,PITNEY BOWES FINANCE PLC,464.64,2021-12-02
Resources and Digital,Supplies and Services,Comms & Computing,41320187,1,202109,PITNEY BOWES FINANCE PLC,2864.17,2021-12-06
Resources and Digital,Supplies and Services,Comms & Computing,148040041,1,202109,ROYAL MAIL,316.98,2021-12-20
Resources and Digital,Supplies and Services,Comms & Computing,148040041,2,202109,ROYAL MAIL,114.40,2021-12-20
Resources and Digital,Supplies and Services,Miscellaneous Supplies,41320156,1,202109,PREPAID FINANCIAL SERVICES LTD,2323.15,2021-12-06
Resources and Digital,Supplies and Services,Miscellaneous Supplies,41320156,2,202109,PREPAID FINANCIAL SERVICES LTD,1386.27,2021-12-06
Resources and Digital,Supplies and Services,Miscellaneous Supplies,41320156,3,202109,PREPAID FINANCIAL SERVICES LTD,-1773.60,2021-12-06
Resources and Digital,Supplies and Services,Comms & Computing,148040041,6,202109,ROYAL MAIL,241.12,2021-12-20
Resources and Digital,Supplies and Services,"Licenses, Housing, Fees",41319733,1,202109,AVC WISE,2545.27,2021-12-03
Resources and Digital,Supplies and Services,Comms & Computing,148040041,3,202109,ROYAL MAIL,26.84,2021-12-20
Resources and Digital,Supplies and Services,Comms & Computing,148040041,4,202109,ROYAL MAIL,407.45,2021-12-20
Resources and Digital,Supplies and Services,Comms & Computing,148040041,5,202109,ROYAL MAIL,120.50,2021-12-20
Resources and Digital,Employees,Indirect Employee Expenses,44128211,0,202109,REACH PUBLISHING SERVICES LTD,550.00,2021-12-16
Resources and Digital,Employees,Indirect Employee Expenses,44128829,0,202109,LEARNING & SKILLS EVENTS CONSULTANCY LIMITED,750.00,2021-12-16
Resources and Digital,Supplies and Services,"Licenses, Housing, Fees",41319871,1,202109,DISCLOSURE & BARRING SERVICE,5006.00,2021-12-03
Resources and Digital,Supplies and Services,"Licenses, Housing, Fees",41320142,1,202109,COMPLETE BACKGROUND SCREENING LTD,477.00,2021-12-15
