Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200066972,1,202112,Barclaycard - Global Commercial Payments,85.00,2022-03-07
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200069128,1,202112,Barclaycard - Global Commercial Payments,210.00,2022-03-21
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200067672,1,202112,Barclaycard - Global Commercial Payments,225.00,2022-03-07
Schools,Employees,Indirect Employee Expenses,200070319,1,202112,Barclaycard - Global Commercial Payments,199.00,2022-03-21
"Children, Adults and Families",Employees,Indirect Employee Expenses,200066524,1,202112,Barclaycard - Global Commercial Payments,38.93,2022-03-07
"Children, Adults and Families",Employees,Indirect Employee Expenses,200066525,1,202112,Barclaycard - Global Commercial Payments,115.61,2022-03-07
"Children, Adults and Families",Employees,Indirect Employee Expenses,200068795,1,202112,Barclaycard - Global Commercial Payments,79.00,2022-03-07
"Children, Adults and Families",Employees,Indirect Employee Expenses,200068796,1,202112,Barclaycard - Global Commercial Payments,45.00,2022-03-07
"Children, Adults and Families",Employees,Indirect Employee Expenses,200068797,1,202112,Barclaycard - Global Commercial Payments,30.00,2022-03-07
"Children, Adults and Families",Employees,Indirect Employee Expenses,200068798,1,202112,Barclaycard - Global Commercial Payments,15.00,2022-03-07
"Children, Adults and Families",Employees,Indirect Employee Expenses,200064683,1,202112,Barclaycard - Global Commercial Payments,150.00,2022-03-07
"Children, Adults and Families",Employees,Indirect Employee Expenses,200067643,1,202112,Barclaycard - Global Commercial Payments,145.00,2022-03-07
Corporate Services & Governance,Employees,Indirect Employee Expenses,200066960,1,202112,Barclaycard - Global Commercial Payments,137.00,2022-03-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200066961,1,202112,Barclaycard - Global Commercial Payments,235.50,2022-03-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200067831,1,202112,Barclaycard - Global Commercial Payments,191.00,2022-03-23
