Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Services & Governance,Employees,Indirect Employee Expenses,200058164,1,202106,Barclaycard - Global Commercial Payments,153.60,2021-09-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200049500,1,202106,Barclaycard - Global Commercial Payments,110.70,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200054870,1,202106,Barclaycard - Global Commercial Payments,84.00,2021-09-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200050277,1,202106,Barclaycard - Global Commercial Payments,36.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200050278,1,202106,Barclaycard - Global Commercial Payments,36.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200050279,1,202106,Barclaycard - Global Commercial Payments,36.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200051208,1,202106,Barclaycard - Global Commercial Payments,36.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200051209,1,202106,Barclaycard - Global Commercial Payments,48.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200051210,1,202106,Barclaycard - Global Commercial Payments,36.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200051906,1,202106,Barclaycard - Global Commercial Payments,20.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200052387,1,202106,Barclaycard - Global Commercial Payments,20.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200053184,1,202106,Barclaycard - Global Commercial Payments,20.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200053185,1,202106,Barclaycard - Global Commercial Payments,20.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200057800,1,202106,Barclaycard - Global Commercial Payments,20.00,2021-09-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200058547,1,202106,Barclaycard - Global Commercial Payments,65.00,2021-09-16
Schools,Employees,Indirect Employee Expenses,200056746,1,202106,Barclaycard - Global Commercial Payments,25.00,2021-09-20
Schools,Employees,Indirect Employee Expenses,200057688,1,202106,Barclaycard - Global Commercial Payments,40.00,2021-09-16
Schools,Employees,Indirect Employee Expenses,200057005,1,202106,Barclaycard - Global Commercial Payments,107.97,2021-09-20
Schools,Employees,Indirect Employee Expenses,200056401,1,202106,Barclaycard - Global Commercial Payments,58.60,2021-09-20
Schools,Employees,Indirect Employee Expenses,200058676,1,202106,Barclaycard - Global Commercial Payments,-6.60,2021-09-20
Schools,Employees,Indirect Employee Expenses,200057127,1,202106,Barclaycard - Global Commercial Payments,-230.00,2021-09-16
Schools,Employees,Indirect Employee Expenses,200056360,1,202106,Barclaycard - Global Commercial Payments,-52.14,2021-09-20
Schools,Employees,Indirect Employee Expenses,200056901,1,202106,Barclaycard - Global Commercial Payments,20.30,2021-09-20
Public Health and Wellbeing,Premises,Rep & Maint,200058805,1,202106,Barclaycard - Global Commercial Payments,98.00,2021-09-16
Schools,Premises,Rep & Maint,200056755,1,202106,Barclaycard - Global Commercial Payments,67.62,2021-09-16
Schools,Premises,Rep & Maint,200057135,1,202106,Barclaycard - Global Commercial Payments,12.00,2021-09-16
Schools,Premises,Rep & Maint,200056771,1,202106,Barclaycard - Global Commercial Payments,139.00,2021-09-20
Schools,Premises,Rep & Maint,200056772,1,202106,Barclaycard - Global Commercial Payments,135.80,2021-09-20
Schools,Premises,Rep & Maint,200056773,1,202106,Barclaycard - Global Commercial Payments,-139.00,2021-09-20
Schools,Premises,Rep & Maint,200057074,1,202106,Barclaycard - Global Commercial Payments,16.66,2021-09-20
Schools,Premises,Rep & Maint,200057076,1,202106,Barclaycard - Global Commercial Payments,120.98,2021-09-20
Schools,Premises,Rep & Maint,200057835,1,202106,Barclaycard - Global Commercial Payments,50.56,2021-09-16
"Children, Adults and Families",Premises,Rep & Maint,200059460,1,202106,Barclaycard - Global Commercial Payments,16.98,2021-09-16
Public Health and Wellbeing,Premises,Rep & Maint,200058204,1,202106,Barclaycard - Global Commercial Payments,550.00,2021-09-16
Public Health and Wellbeing,Premises,Rep & Maint,200058013,1,202106,Barclaycard - Global Commercial Payments,70.00,2021-09-16
Schools,Premises,Rep & Maint,200057438,1,202106,Barclaycard - Global Commercial Payments,-8.33,2021-09-16
Schools,Premises,Rep & Maint,200057517,1,202106,Barclaycard - Global Commercial Payments,215.00,2021-09-16
Schools,Premises,Rep & Maint,200058810,1,202106,Barclaycard - Global Commercial Payments,285.83,2021-09-16
Schools,Premises,Rep & Maint,200057214,1,202106,Barclaycard - Global Commercial Payments,128.11,2021-09-16
Schools,Premises,Rep & Maint,200057457,1,202106,Barclaycard - Global Commercial Payments,200.00,2021-09-16
Schools,Premises,Rep & Maint,200057830,1,202106,Barclaycard - Global Commercial Payments,11.50,2021-09-16
Schools,Premises,Rep & Maint,200056826,1,202106,Barclaycard - Global Commercial Payments,13.80,2021-09-16
Schools,Premises,Rep & Maint,200056828,1,202106,Barclaycard - Global Commercial Payments,163.58,2021-09-16
Schools,Premises,Rep & Maint,200056829,1,202106,Barclaycard - Global Commercial Payments,206.77,2021-09-16
Schools,Premises,Rep & Maint,200057264,1,202106,Barclaycard - Global Commercial Payments,200.00,2021-09-16
Schools,Premises,Rep & Maint,200057355,1,202106,Barclaycard - Global Commercial Payments,62.90,2021-09-16
Schools,Premises,Rep & Maint,200059455,1,202106,Barclaycard - Global Commercial Payments,59.31,2021-09-16
Schools,Premises,Rep & Maint,200056177,1,202106,Barclaycard - Global Commercial Payments,22.73,2021-09-16
Schools,Premises,Rep & Maint,200058192,1,202106,Barclaycard - Global Commercial Payments,50.00,2021-09-16
Schools,Premises,Rep & Maint,200058413,1,202106,Barclaycard - Global Commercial Payments,10.00,2021-09-16
Schools,Premises,Rep & Maint,200056329,1,202106,Barclaycard - Global Commercial Payments,11.48,2021-09-16
Schools,Premises,Rep & Maint,200056266,1,202106,Barclaycard - Global Commercial Payments,8.82,2021-09-16
Schools,Premises,Rep & Maint,200056645,1,202106,Barclaycard - Global Commercial Payments,23.33,2021-09-16
Schools,Premises,Rep & Maint,200059158,1,202106,Barclaycard - Global Commercial Payments,64.50,2021-09-20
Schools,Premises,Rep & Maint,200056484,1,202106,Barclaycard - Global Commercial Payments,36.25,2021-09-16
Schools,Premises,Rep & Maint,200057513,1,202106,Barclaycard - Global Commercial Payments,14.00,2021-09-16
Schools,Premises,Rep & Maint,200057514,1,202106,Barclaycard - Global Commercial Payments,142.67,2021-09-16
Schools,Premises,Rep & Maint,200057071,1,202106,Barclaycard - Global Commercial Payments,107.94,2021-09-16
Schools,Premises,Rep & Maint,200057836,1,202106,Barclaycard - Global Commercial Payments,26.80,2021-09-16
Schools,Premises,Rep & Maint,200056504,1,202106,Barclaycard - Global Commercial Payments,56.70,2021-09-16
Schools,Premises,Rep & Maint,200056505,1,202106,Barclaycard - Global Commercial Payments,35.31,2021-09-16
Schools,Premises,Rep & Maint,200058777,1,202106,Barclaycard - Global Commercial Payments,27.00,2021-09-16
Schools,Premises,Rep & Maint,200058315,1,202106,Barclaycard - Global Commercial Payments,419.00,2021-09-16
Schools,Premises,Rep & Maint,200057123,1,202106,Barclaycard - Global Commercial Payments,27.05,2021-09-16
Schools,Premises,Ground Maint,200056661,1,202106,Barclaycard - Global Commercial Payments,175.80,2021-09-16
Schools,Premises,Ground Maint,200056646,1,202106,Barclaycard - Global Commercial Payments,77.50,2021-09-16
"Children, Adults and Families",Premises,Fixtures & Fittings,200051370,1,202106,Barclaycard - Global Commercial Payments,19.98,2021-09-16
"Children, Adults and Families",Premises,Fixtures & Fittings,200056356,1,202106,Barclaycard - Global Commercial Payments,29.75,2021-09-16
Schools,Premises,Fixtures & Fittings,200058471,1,202106,Barclaycard - Global Commercial Payments,46.98,2021-09-16
Schools,Premises,Fixtures & Fittings,200058761,1,202106,Barclaycard - Global Commercial Payments,273.21,2021-09-16
Schools,Premises,Fixtures & Fittings,200059054,1,202106,Barclaycard - Global Commercial Payments,124.99,2021-09-20
Schools,Premises,Fixtures & Fittings,200058431,1,202106,Barclaycard - Global Commercial Payments,50.00,2021-09-16
Schools,Premises,Fixtures & Fittings,200056629,1,202106,Barclaycard - Global Commercial Payments,149.99,2021-09-20
Schools,Premises,Fixtures & Fittings,200056722,1,202106,Barclaycard - Global Commercial Payments,18.35,2021-09-20
Schools,Premises,Fixtures & Fittings,200056879,1,202106,Barclaycard - Global Commercial Payments,126.05,2021-09-20
Schools,Premises,Fixtures & Fittings,200056880,1,202106,Barclaycard - Global Commercial Payments,115.30,2021-09-20
Schools,Premises,Fixtures & Fittings,200056881,1,202106,Barclaycard - Global Commercial Payments,20.30,2021-09-20
Schools,Premises,Fixtures & Fittings,200058333,1,202106,Barclaycard - Global Commercial Payments,164.99,2021-09-16
Schools,Premises,Fixtures & Fittings,200056446,1,202106,Barclaycard - Global Commercial Payments,154.13,2021-09-16
Schools,Transport,Vehicles and Plant,200058992,1,202106,Barclaycard - Global Commercial Payments,80.41,2021-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200058771,1,202106,Barclaycard - Global Commercial Payments,277.50,2021-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200058772,1,202106,Barclaycard - Global Commercial Payments,277.50,2021-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200058773,1,202106,Barclaycard - Global Commercial Payments,167.50,2021-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200058774,1,202106,Barclaycard - Global Commercial Payments,167.50,2021-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200058775,1,202106,Barclaycard - Global Commercial Payments,277.50,2021-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200058776,1,202106,Barclaycard - Global Commercial Payments,342.50,2021-09-16
Schools,Transport,Vehicles and Plant,200056553,1,202106,Barclaycard - Global Commercial Payments,167.50,2021-09-16
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200057671,1,202106,Barclaycard - Global Commercial Payments,79.24,2021-09-16
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200058424,1,202106,Barclaycard - Global Commercial Payments,2.33,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058717,1,202106,Barclaycard - Global Commercial Payments,32.37,2021-09-16
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200059364,1,202106,Barclaycard - Global Commercial Payments,248.32,2021-09-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058551,1,202106,Barclaycard - Global Commercial Payments,4.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058383,1,202106,Barclaycard - Global Commercial Payments,23.59,2021-09-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058468,1,202106,Barclaycard - Global Commercial Payments,2.98,2021-09-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058736,1,202106,Barclaycard - Global Commercial Payments,17.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058780,1,202106,Barclaycard - Global Commercial Payments,3.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058834,1,202106,Barclaycard - Global Commercial Payments,15.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058309,1,202106,Barclaycard - Global Commercial Payments,41.18,2021-09-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058703,1,202106,Barclaycard - Global Commercial Payments,338.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058790,1,202106,Barclaycard - Global Commercial Payments,17.37,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059476,1,202106,Barclaycard - Global Commercial Payments,15.20,2021-09-20
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058444,1,202106,Barclaycard - Global Commercial Payments,4.99,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058445,1,202106,Barclaycard - Global Commercial Payments,5.83,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058460,1,202106,Barclaycard - Global Commercial Payments,2.38,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058461,1,202106,Barclaycard - Global Commercial Payments,5.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058946,1,202106,Barclaycard - Global Commercial Payments,31.52,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059039,1,202106,Barclaycard - Global Commercial Payments,29.58,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059076,1,202106,Barclaycard - Global Commercial Payments,-4.16,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059237,1,202106,Barclaycard - Global Commercial Payments,9.22,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200059379,1,202106,Barclaycard - Global Commercial Payments,272.41,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058284,1,202106,Barclaycard - Global Commercial Payments,66.63,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057788,1,202106,Barclaycard - Global Commercial Payments,5.10,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057893,1,202106,Barclaycard - Global Commercial Payments,8.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057894,1,202106,Barclaycard - Global Commercial Payments,15.99,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057987,1,202106,Barclaycard - Global Commercial Payments,8.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200057988,1,202106,Barclaycard - Global Commercial Payments,5.80,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058187,1,202106,Barclaycard - Global Commercial Payments,5.80,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200058327,1,202106,Barclaycard - Global Commercial Payments,3.99,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042238,1,202106,Barclaycard - Global Commercial Payments,93.61,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042641,1,202106,Barclaycard - Global Commercial Payments,29.97,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042642,1,202106,Barclaycard - Global Commercial Payments,5.70,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042703,1,202106,Barclaycard - Global Commercial Payments,22.99,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042704,1,202106,Barclaycard - Global Commercial Payments,10.96,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042758,1,202106,Barclaycard - Global Commercial Payments,22.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042910,1,202106,Barclaycard - Global Commercial Payments,3.99,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042914,1,202106,Barclaycard - Global Commercial Payments,39.79,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042915,1,202106,Barclaycard - Global Commercial Payments,4.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200042972,1,202106,Barclaycard - Global Commercial Payments,70.95,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043101,1,202106,Barclaycard - Global Commercial Payments,85.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043158,1,202106,Barclaycard - Global Commercial Payments,123.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043209,1,202106,Barclaycard - Global Commercial Payments,21.99,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043211,1,202106,Barclaycard - Global Commercial Payments,3.99,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043314,1,202106,Barclaycard - Global Commercial Payments,33.75,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043315,1,202106,Barclaycard - Global Commercial Payments,123.12,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043316,1,202106,Barclaycard - Global Commercial Payments,8.59,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043317,1,202106,Barclaycard - Global Commercial Payments,17.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043320,1,202106,Barclaycard - Global Commercial Payments,23.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043321,1,202106,Barclaycard - Global Commercial Payments,6.00,2021-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200043322,1,202106,Barclaycard - Global Commercial Payments,8.80,2021-09-16
