Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Schools,Employees,Indirect Employee Expenses,200044964,1,202010,Barclaycard - Global Commercial Payments,147.50,2021-01-28
Schools,Employees,Indirect Employee Expenses,200043033,1,202010,Barclaycard - Global Commercial Payments,195.00,2021-01-06
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200047531,1,202010,Barclaycard - Global Commercial Payments,342.00,2021-01-28
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200047532,1,202010,Barclaycard - Global Commercial Payments,342.00,2021-01-28
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200047747,1,202010,Barclaycard - Global Commercial Payments,49.17,2021-01-28
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200041891,1,202010,Barclaycard - Global Commercial Payments,77.50,2021-01-06
Schools,Employees,Indirect Employee Expenses,200041904,1,202010,Barclaycard - Global Commercial Payments,30.00,2021-01-28
Schools,Employees,Indirect Employee Expenses,200045613,1,202010,Barclaycard - Global Commercial Payments,20.00,2021-01-28
Schools,Employees,Indirect Employee Expenses,200045634,1,202010,Barclaycard - Global Commercial Payments,30.66,2021-01-28
Schools,Employees,Indirect Employee Expenses,200047593,1,202010,Barclaycard - Global Commercial Payments,36.00,2021-01-28
Schools,Employees,Indirect Employee Expenses,200044930,1,202010,Barclaycard - Global Commercial Payments,75.00,2021-01-28
Schools,Employees,Indirect Employee Expenses,200046568,1,202010,Barclaycard - Global Commercial Payments,12.50,2021-01-28
Schools,Employees,Indirect Employee Expenses,200046006,1,202010,Barclaycard - Global Commercial Payments,24.75,2021-01-28
Schools,Employees,Indirect Employee Expenses,200046007,1,202010,Barclaycard - Global Commercial Payments,32.97,2021-01-28
Schools,Employees,Indirect Employee Expenses,200047409,1,202010,Barclaycard - Global Commercial Payments,31.53,2021-01-28
Schools,Employees,Indirect Employee Expenses,200046848,1,202010,Barclaycard - Global Commercial Payments,25.00,2021-01-28
Schools,Employees,Indirect Employee Expenses,200045680,1,202010,Barclaycard - Global Commercial Payments,42.64,2021-01-28
Schools,Employees,Indirect Employee Expenses,200045681,1,202010,Barclaycard - Global Commercial Payments,42.64,2021-01-28
Schools,Employees,Indirect Employee Expenses,200045682,1,202010,Barclaycard - Global Commercial Payments,42.64,2021-01-28
