Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300001018,17,201812,CLICK TRAVEL LTD,84.38,2019-03-20
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300001029,35,201812,CLICK TRAVEL LTD,79.9,2019-03-25
Office of the Chief Executive,Supplies and Services,"Furn, Equip & Mats",41243676,1,201812,QUINCE TECHNOLOGIES LTD,1400.00,2019-03-19
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,1043,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,1899,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,4232,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,4305,201812,O2 (UK) LTD,10.91,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,15,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,54,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,111,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,1469,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,1541,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,1897,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,2797,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,3511,201812,O2 (UK) LTD,10,2019-03-22
Office of the Chief Executive,Supplies and Services,"Grants, Contribs & Subs",44032285,0,201812,NATIONAL LEAFLET COMPANY,5443.13,2019-03-26
Office of the Chief Executive,Supplies and Services,Other Running Costs,41245466,1,201812,CITIZENS ADVICE GATESHEAD,18387.03,2019-03-01
Office of the Chief Executive,Supplies and Services,Other Running Costs,41245467,1,201812,CITIZENS ADVICE GATESHEAD,17593.43,2019-03-01
Office of the Chief Executive,Supplies and Services,Advertising,41246510,1,201812,CP MEDIA,4680.00,2019-03-14
Office of the Chief Executive,Supplies and Services,Advertising,41246966,1,201812,GLOBAL RADIO SERVICES LTD,10000.00,2019-03-20
Office of the Chief Executive,Supplies and Services,Comms & Computing,41246489,1,201812,GOSS INTERACTIVE LIMITED,700,2019-03-14
Office of the Chief Executive,Supplies and Services,Comms & Computing,44029378,0,201812,NCC SERVICES LTD,875,2019-03-04
Office of the Chief Executive,Supplies and Services,Comms & Computing,44030198,0,201812,GOSS INTERACTIVE LIMITED,1368.00,2019-03-11
Office of the Chief Executive,Supplies and Services,Comms & Computing,44030199,0,201812,GOSS INTERACTIVE LIMITED,900,2019-03-11
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600026,3440,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,1042,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Transport,Public Transport and Taxi Fares,300001018,1,201812,CLICK TRAVEL LTD,9.8,2019-03-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300001018,3,201812,CLICK TRAVEL LTD,7.55,2019-03-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300001018,5,201812,CLICK TRAVEL LTD,27.3,2019-03-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300001018,16,201812,CLICK TRAVEL LTD,27.3,2019-03-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300001018,18,201812,CLICK TRAVEL LTD,38.5,2019-03-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300001018,20,201812,CLICK TRAVEL LTD,38.5,2019-03-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,15,201812,CLICK TRAVEL LTD,114.1,2019-03-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,28,201812,CLICK TRAVEL LTD,114.1,2019-03-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,41,201812,CLICK TRAVEL LTD,168,2019-03-25
Corporate Resources,Supplies and Services,"Printing, Stationery etc",41245942,1,201812,CIPFA BUSINESS LIMITED,6190.00,2019-03-08
Corporate Resources,Supplies and Services,Comms & Computing,60600026,1482,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,1530,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,1539,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,1887,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,2618,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,2772,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3403,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4756,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4859,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4861,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4883,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4887,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",41245943,1,201812,CIPFA BUSINESS LIMITED,4380.00,2019-03-08
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148030878,2,201812,MARSH LTD,6097.39,2019-03-28
Corporate Resources,Transport,Public Transport and Taxi Fares,300000990,7,201812,CLICK TRAVEL LTD,7.55,2019-03-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000990,28,201812,CLICK TRAVEL LTD,9.8,2019-03-08
Corporate Resources,Supplies and Services,Comms & Computing,60600026,2679,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,2698,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4147,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4760,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4769,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4808,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4809,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,4857,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Transport,Public Transport and Taxi Fares,300000990,0,201812,CLICK TRAVEL LTD,11,2019-03-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000990,17,201812,CLICK TRAVEL LTD,11,2019-03-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300001028,32,201812,CLICK TRAVEL LTD,7.2,2019-03-25
Corporate Resources,Supplies and Services,Comms & Computing,60600026,335,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,1198,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,2378,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,2388,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3264,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3027,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3119,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3130,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3179,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3239,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3272,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,60600026,3405,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,4,201812,CLICK TRAVEL LTD,7.5,2019-03-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,19,201812,CLICK TRAVEL LTD,119,2019-03-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,27,201812,CLICK TRAVEL LTD,70.83,2019-03-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,33,201812,CLICK TRAVEL LTD,70.83,2019-03-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,38,201812,CLICK TRAVEL LTD,7.5,2019-03-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001029,47,201812,CLICK TRAVEL LTD,119,2019-03-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001043,8,201812,CLICK TRAVEL LTD,94.17,2019-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300001043,18,201812,CLICK TRAVEL LTD,94.17,2019-03-29
Corporate Resources,Supplies and Services,Comms & Computing,41246739,1,201812,QUICKTHINK CLOUD LIMITED,3038.82,2019-03-18
Corporate Resources,Supplies and Services,Comms & Computing,41246744,1,201812,QUICKTHINK CLOUD LIMITED,1321.61,2019-03-18
Corporate Resources,Supplies and Services,Comms & Computing,41245558,1,201812,UNIT4 BUSINESS SOFTWARE LTD,13622.40,2019-03-01
Corporate Resources,Supplies and Services,Comms & Computing,60600026,1542,201812,O2 (UK) LTD,10,2019-03-22
Corporate Resources,Supplies and Services,Comms & Computing,148030447,7,201812,ROYAL MAIL,177.91,2019-03-01
