Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042763,37348000.00,2018-08-28,HOUSING & REGENERATN,CAPITAL
10016524,TRANSPORT FOR LONDON,544071,GRANTS PAYMENT TO FUNCTIONAL BODY,CHAPS 392,7120761.00,2018-09-13,RESOURCES,CAPITAL
15500301,ROYAL BOROUGH OF KINGSTON UPON THAM,544095,HZ LOANS LOCAL AUTHORITIES,5109364793,6625000.00,2018-09-07,HOUSING & REGENERATN,CAPITAL
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109372185,2632322.59,2018-09-03,TRANSPORT & ENVIRONM,CAPITAL
10025485,RETROFIT WORKS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109381185,500000.00,2018-08-29,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042856,472500.00,2018-09-11,HOUSING & REGENERATN,CAPITAL
10006393,L B BEXLEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109388002,423562.23,2018-09-12,TRANSPORT & ENVIRONM,CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042755,420000.00,2018-08-23,HOUSING & REGENERATN,CAPITAL
18000132,ALMSHOUSE CONSORTIUM LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042824,400000.00,2018-09-06,HOUSING & REGENERATN,CAPITAL
18000017,LHA-ASRA GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042833,380000.00,2018-09-06,HOUSING & REGENERATN,CAPITAL
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042835,376506.00,2018-09-06,HOUSING & REGENERATN,CAPITAL
10028915,NOTTING HILL CARNIVAL LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109378963,325000.00,2018-08-22,EXTERNAL AFFAIRS,CULTURAL & RELATED SERVICES
18000029,ESTUARY HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042842,322000.00,2018-09-06,HOUSING & REGENERATN,CAPITAL
10028050,HM REVENUE & CUSTOMS,544070,MISCELLANEOUS FINANCE EXPENSES,1900002200,233272.00,2018-08-24,Housing & Land,Housing & Land Services
10019698,BAC ENTERPRISES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109383860,218588.89,2018-08-31,TRANSPORT & ENVIRONM,CAPITAL
