Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043410,30000000.00,2018-11-19,HOUSING & REGENERATN,CAPITAL
10016524,TRANSPORT FOR LONDON,544093,NLE - GRANT PMT TO TFL,CHAPS 580,16906608.00,2018-12-07,RESOURCES,HIGHWAYS AND TRANSPORT SERVICES
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109424812,2851979.53,2018-12-05,TRANSPORT & ENVIRONM,CAPITAL
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043451,1554000.00,2018-11-28,HOUSING & REGENERATN,CAPITAL
10005804,GREATER LONDON AUTHORITY,542320,SHARED SERVICES FEES,5109428213,1539046.76,2018-11-14,Housing & Land,Housing & Land Services
10017866,JACK MORTON WORLDWIDE,542330,EVENT MANAGEMENT FEE,5109425553,1369916.26,2018-11-29,EXTERNAL AFFAIRS,CULTURAL & RELATED SERVICES
10006059,L B OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109416831,1279000.00,2018-12-03,TRANSPORT & ENVIRONM,CAPITAL
18000341,OPTIVO,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043464,980000.00,2018-11-30,HOUSING & REGENERATN,CAPITAL
10017866,JACK MORTON WORLDWIDE,542330,EVENT MANAGEMENT FEE,5109425554,856197.66,2018-11-29,EXTERNAL AFFAIRS,CULTURAL & RELATED SERVICES
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109440189,816520.00,2018-12-05,COMMUNITIES AND INTELLIGENCE,CHILDRENS AND EDUCATION SERVICES
18000341,OPTIVO,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043509,525000.00,2018-12-06,HOUSING & REGENERATN,CAPITAL
18000096,LONDON BOROUGH OF HACKNEY,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043400,504000.00,2018-11-19,HOUSING & REGENERATN,CAPITAL
18000096,LONDON BOROUGH OF HACKNEY,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043401,504000.00,2018-11-19,HOUSING & REGENERATN,CAPITAL
10006811,ENERGY SAVING TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109425728,500000.00,2018-11-28,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10014157,LONDON BOROUGH OF BROMLEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109419271,456647.10,2018-11-20,TRANSPORT & ENVIRONM,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043434,445200.00,2018-11-23,HOUSING & REGENERATN,CAPITAL
10026764,ENGLAND HOCKEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109424814,387198.00,2018-11-20,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10022339,TFL GROUP PROPERTY,510051,LAND/GROUND RENTS,5109430484,344729.00,2018-11-22,Housing & Land,Housing & Land Services
10022975,POPLAR HARCA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109431695,319339.56,2018-11-28,TRANSPORT & ENVIRONM,CAPITAL
10028642,GROUNDWORK UK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109437633,300000.00,2018-12-04,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5109433007,284600.00,2018-11-23,Housing & Land,Housing & Land Services
10028094,BIG CREATIVE EDUCATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109428490,258121.89,2018-11-15,TRANSPORT & ENVIRONM,CAPITAL
10026494,BARNET AND SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109375776,203685.00,2018-12-05,TRANSPORT & ENVIRONM,CAPITAL
18000336,RURAL URBAN SYNTHESIS SOCIETY LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043486,187720.00,2018-12-03,HOUSING & REGENERATN,CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043504,180000.00,2018-12-06,HOUSING & REGENERATN,CAPITAL
