Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10000038,OXFORD BROOKES UNIVERSITY,504200,STAFF TRAINING,5109703647,790,2020-02-13,HOUSING & REGENERATN,HOUSING SERVICES
10000044,CITY OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109690416,17500.00,2020-02-17,COMMUNITIES AND INTELLIGENCE,PLANNING SERVICES
10000044,CITY OF LONDON,542355,OTHER PROFESSIONAL FEES,5109708873,640,2020-02-21,COMMUNITIES AND INTELLIGENCE,PUBLIC HEALTH
10000060,SAFETY FIRST AID GROUP LTD,530000,FURNITURE & EQUIPMENT,5109696144,272.4,2020-02-13,RESOURCES,SUPPORT COSTS
10000072,STEER,542002,CONSULTANCY-PROJECT MANAGEMENT,5109694224,69792.14,2020-02-25,EXTERNAL AFFAIRS,CULTURAL & RELATED SERVICES
10000072,STEER,542051,CONSULTANCY-COMMISSIONED REPORT,5109699090,13021.00,2020-02-26,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10000072,STEER,542330,EVENT MANAGEMENT FEE,5109696166,1373.25,2020-02-25,CORPORATE MANAGEMENT,CORPORATE AND DEMOCRATIC CORE
10000072,STEER,542051,CONSULTANCY-COMMISSIONED REPORT,5109699090,1979.00,2020-02-26,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10000221,AECOM LIMITED,502020,CONTRACTORS,5109685052,35023.16,2020-02-10,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",HIGHWAYS AND TRANSPORT SERVICES
10000221,AECOM LIMITED,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109681390,8500.00,2020-02-04,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10000419,ASHURST LLP,542300,LEGAL FEES,5109713596,8526.00,2020-02-28,HOUSING & REGENERATN,HOUSING SERVICES
10000428,THE PRESS ASSOCIATION LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5109703052,875.31,2020-02-27,EXTERNAL AFFAIRS,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109689558,391,2020-02-19,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109683196,391,2020-02-06,COMMUNITIES AND INTELLIGENCE,PLANNING SERVICES
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109687498,391,2020-02-12,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109687500,391,2020-02-12,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109695399,391,2020-02-26,HOUSING & REGENERATN,HOUSING SERVICES
