Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10020937,London & Partners Limited,544075,Grants to External Organisations,CHAPS 445,3129000.00,2017-10-04,"Development, Enterprise & Environment",Planning services
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900040686,1988077.00,2017-09-25,Resources,Support Costs
15500400,LONDON BOROUGH OF SOUTHWARK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109161643,1107681.99,2017-10-11,"Development, Enterprise & Environment",Capital
99999999,London Championships Ltd,544075,Grants to External Organisations,CHAPS 427,1000000.00,2017-09-29,Communities and Intelligence,Cultural & related services
10026307,London 2017 Limited,544075,Grants to External Organisations,CHAPS 428,750000.00,2017-09-29,Communities and Intelligence,Planning services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040727,472500.00,2017-09-18,Housing,Capital
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040843,375000.00,2017-10-05,Housing,Capital
10022339,TFL GROUP PROPERTY,542355,OTHER PROFESSIONAL FEES,5109141164,344729.00,2017-09-18,Housing & Land,Housing & Land Services
10017217,Museum of London,544075,Grants to External Organisations,CHAPS 418,316000.00,2017-09-25,Communities and Intelligence,Cultural & related services
10017217,Museum of London,544075,Grants to External Organisations,CHAPS 453,316000.00,2017-10-09,Communities and Intelligence,Cultural & related services
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5109150002,254934.55,2017-09-27,Housing,Housing services
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109170766,240000.00,2017-10-12,Communities and Intelligence,Cultural & related services
18000094,ISLINGTON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900040824,201250.00,2017-10-03,Housing,Capital
10026494,BARNET AND SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109152206,192242.36,2017-10-04,"Development, Enterprise & Environment",Capital
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5109162878,140904.97,2017-09-29,Resources,Support Costs
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040823,117000.00,2017-10-03,Housing,Capital
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5109162876,111562.50,2017-10-02,Resources,Support Costs
10025921,LONDON SPORT LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109170684,108245.62,2017-10-12,Communities and Intelligence,Cultural & related services
10028002,MG 1996 LTD,542355,OTHER PROFESSIONAL FEES,5109158584,100000.00,2017-09-25,Communities and Intelligence,Cultural & related services
13002319,MCGRATH BROS (WASTE CONTROL) LTD,542355,OTHER PROFESSIONAL FEES,5109160953,83980.54,2017-09-29,Housing & Land,Housing & Land Services
15500145,ROYAL BOROUGH OF GREENWICH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109162095,79795.17,2017-09-28,Communities and Intelligence,Economic Development
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109147657,75029.93,2017-09-26,"Development, Enterprise & Environment",Environmental Initiatives
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109141152,69244.14,2017-09-18,"Development, Enterprise & Environment",Capital
10020169,LONDON BOROUGH OF NEWHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109172711,59246.50,2017-10-13,"Development, Enterprise & Environment",Capital
10017232,CBRE MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5109149941,50452.79,2017-09-20,Resources,Support Costs
13003122,ECOLOGIC ENERGY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109162872,49620.00,2017-10-04,"Development, Enterprise & Environment",Capital
10022165,KEYTREE LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5109166162,48629.00,2017-10-04,Housing,Capital
10022165,KEYTREE LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5109154616,46871.00,2017-09-22,Housing,Capital
10020937,LONDON & PARTNERS,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5109168378,45600.00,2017-10-12,External Affairs,Cultural & related services
13002176,ABM GROUP UK LTD,510010,PROPERTY MANAGEMENT FEES,5109150004,44554.03,2017-09-27,Resources,Support Costs
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5109157591,43000.00,2017-09-28,"Development, Enterprise & Environment",Planning Policy
10011455,London Travel Watch,542500,Miscellaneous Costs,CHAPS 417,43000.00,2017-09-25,Assembly & Secretariat,Highways and transport services
10011455,London Travel Watch,542500,Miscellaneous Costs,CHAPS 452,43000.00,2017-10-09,Assembly & Secretariat,Highways and transport services
10018379,JACOBS ENGINEERING UK LTD.,542002,CONSULTANCY-PROJECT MANAGEMENT,5109161462,42990.40,2017-10-05,"Development, Enterprise & Environment",Environmental Initiatives
16001296,RAXO STUDIOS LTD. INC.,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109146914,40000.00,2017-09-28,Communities and Intelligence,Cultural & related services
10016904,GREENWICH LEISURE LTD,542355,OTHER PROFESSIONAL FEES,5109147442,40000.00,2017-09-27,Housing & Land,Housing & Land Services
13003122,ECOLOGIC ENERGY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109162868,39415.00,2017-09-29,"Development, Enterprise & Environment",Capital
10014123,CAPITA PROPERTY & INFRASTRUCTURE LT,502020,CONSULTANTS (CONTRACTORS),5109146969,36858.90,2017-09-27,"Development, Enterprise & Environment",Environmental Initiatives
10019636,THREE DRAGONS,542001,CONSULTANCY  EVALUATION ASSESSMENT,5109160954,35688.30,2017-10-09,"Development, Enterprise & Environment",Development Control
10014123,CAPITA PROPERTY & INFRASTRUCTURE LT,502020,CONSULTANTS (CONTRACTORS),5109146979,35232.60,2017-09-27,"Development, Enterprise & Environment",Environmental Initiatives
15500405,ISLINGTON COUNCIL,544063,INCOME MAX EXPENSES,5109139373,33277.16,2017-09-21,Resources,Corporate and democratic core
15500012,LONDON BOROUGH OF ISLINGTON,544063,INCOME MAX EXPENSES,5109139374,32979.25,2017-09-21,Resources,Corporate and democratic core
10001119,INSIGHT DIRECT UK LIMITED,536510,SOFTWARE MAINTENANCE,5109153705,31599.78,2017-10-05,Resources,Support Costs
15500012,LONDON BOROUGH OF ISLINGTON,544063,INCOME MAX EXPENSES,5109139372,31000.00,2017-09-29,Resources,Corporate and democratic core
10016750,CENTRE FOR SUSTAINABLE ENERGY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109158175,30309.00,2017-09-26,"Development, Enterprise & Environment",Environmental Initiatives
10014123,CAPITA PROPERTY & INFRASTRUCTURE LT,502020,CONSULTANTS (CONTRACTORS),5109146985,30067.26,2017-09-27,"Development, Enterprise & Environment",Environmental Initiatives
