Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1700003361,"(39,864,000.00)",2020-12-16,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900051963,10171296.00,2020-12-16,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900051960,10024656.00,2020-12-16,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900051961,9951340.00,2020-12-16,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900051962,9743908.00,2020-12-16,HOUSING & LAND,CAPITAL
18000147,LONDON BOROUGH OF HAVERING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900052054,3780000.00,2020-12-24,HOUSING & LAND,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900052053,3553500.00,2020-12-24,HOUSING & LAND,CAPITAL
10016487,HAVERING COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109867501,3043391.48,2021-01-08,GOOD GROWTH,CAPITAL
18000024,METROPOLITAN THAMES VALLEY,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900051991,3000000.00,2020-12-21,HOUSING & LAND,CAPITAL
18000442,NEW CITY COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900051926,926240.77,2020-12-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000091,LB TOWER HAMLETS,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900052029,900000.00,2020-12-22,HOUSING & LAND,CAPITAL
18000651,PADDINGTON WALK LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900052228,773872.00,2021-01-07,HOUSING & LAND,CAPITAL
18000393,BARNET SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900051885,753315.63,2020-12-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000341,OPTIVO,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900051983,739000.00,2020-12-17,HOUSING & LAND,CAPITAL
18000297,NEWHAM COLLEGE OF FURTHER EDUCATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900051876,707046.96,2020-12-15,AEB,CHILDREN'S & EDUCATION SERVICES
