Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
15500130,LONDON BOROUGH OF LEWISHAM,544075,Grants to External Organisations,5108072118,14500000.00,2014-03-05
10006450,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5108071346,6048057.00,2014-03-05
18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900019681,4417500.00,2014-03-27
CPO,SQUIRE SANDERS,542420,Claim Settlements,1900019635,4143585.40,2014-03-25
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900019645,3199787.00,2014-03-26
18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900019846,2832529.00,2014-03-31
18000053,A2 DOMINION LONDON LTD,544076,HSG Grants to Registered Providers,1900019565,2710591.00,2014-03-19
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900019688,1865895.00,2014-03-27
18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900019647,1849515.00,2014-03-26
18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900019415,1794312.00,2014-03-06
18000040,CATALYST HOUSING GROUP LTD,544076,HSG Grants to Registered Providers,1900019580,1789531.00,2014-03-20
10016643,AMAS LTD,510400,Commercial Property Rent,1900019488,1673907.50,2014-03-21
18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900019844,1636774.00,2014-03-31
18000031,ORBIT HOUSING GROUP LTD,544076,HSG Grants to Registered Providers,1900019834,1537500.00,2014-03-31
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900019506,1435000.00,2014-03-17
18000053,A2 DOMINION LONDON LTD,544076,HSG Grants to Registered Providers,1900019383,1433000.00,2014-03-03
18000062,SOUTHERN HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900019646,1416000.00,2014-03-26
CPO,EVERSHEDS LLP (CARDIFF),542420,Claim Settlements,1900019624,1360521.71,2014-03-25
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019842,1227007.00,2014-03-31
