Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900058791,18300000.00,2021-11-24,HOUSING & LAND,CAPITAL
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900058793,10080000.00,2021-11-24,HOUSING & LAND,CAPITAL
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900057036,6353600.00,2021-12-09,HOUSING & LAND,CAPITAL
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1700003673,"(5,852,000.00)",2021-12-09,HOUSING & LAND,CAPITAL
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900058796,5508000.00,2021-11-24,HOUSING & LAND,CAPITAL
18000033,POPLAR HARCA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900059065,4860000.00,2021-12-01,HOUSING & LAND,CAPITAL
18000093,CROYDON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900058843,4500000.00,2021-11-25,HOUSING & LAND,CAPITAL
15050001,POCKET LIVING 2017 LTD,544302,COMM LOANS - MKT RATE%,1900058817,3245481.05,2021-11-25,HOUSING & LAND,CAPITAL
18000033,POPLAR HARCA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900059067,3060000.00,2021-12-01,HOUSING & LAND,CAPITAL
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900057035,2918400.00,2021-12-09,HOUSING & LAND,CAPITAL
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1700003674,"(2,688,000.00)",2021-12-09,HOUSING & LAND,CAPITAL
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1700003628,"(2,660,000.00)",2021-12-09,HOUSING & LAND,CAPITAL
18000400,CAPITAL CITY COLLEGE GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058562,2305913.69,2021-11-15,AEB,CHILDREN'S & EDUCATION SERVICES
13003339,ISG FIT OUT LTD,542355,OTHER PROFESSIONAL FEES,5110027957,2279050.00,2021-11-24,CHIEF OFFICER,CAPITAL
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900059291,2185646.00,2021-12-09,HOUSING & LAND,CAPITAL
15050001,"DEPT. FOR BUSINESS, ENERGY &",544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058869,2119755.00,2021-12-01,GOOD GROWTH,CAPITAL
18000033,POPLAR HARCA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900059066,1860000.00,2021-12-01,HOUSING & LAND,CAPITAL
18000603,LANDOR RESIDENTIAL LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900059284,1759156.00,2021-12-08,HOUSING & LAND,CAPITAL
10020937,LONDON & PARTNERS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110038152,1606300.00,2021-11-24,GOOD GROWTH,PLANNING SERVICES
18000756,INK BUILDING MANAGEMENT COMPANY LIM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900059064,1575865.00,2021-12-01,HOUSING & LAND,CAPITAL
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900058615,1400000.00,2021-11-17,HOUSING & LAND,CAPITAL
18001061,LIMEHOUSE WEST MANAGEMENT LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058847,1320246.00,2021-11-25,HOUSING & LAND,CAPITAL
18000442,NEW CITY COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058583,1262861.95,2021-11-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000161,LONDON BOROUGH OF ENFIELD,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900059098,1100000.00,2021-12-02,HOUSING & LAND,CAPITAL
