Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000651,PADDINGTON WALK LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058174,3726434.00,2021-11-03,HOUSING & LAND,CAPITAL
10020632,ST MUNGOS,537001,NON-GLA STAFF-HOTEL ACCOMMODATION,5110033503,3650851.00,2021-11-11,HOUSING & LAND,PUBLIC HEALTH
10020937,LONDON & PARTNERS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110018339,2792500.00,2021-10-20,GOOD GROWTH,PLANNING SERVICES
13003339,ISG FIT OUT LTD,542355,OTHER PROFESSIONAL FEES,5110015757,1554200.00,2021-10-27,CHIEF OFFICER,CAPITAL
18000871,STADIUM INVESTMENT LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057235,1458594.00,2021-10-18,HOUSING & LAND,CAPITAL
15050001,POCKET LIVING,544302,COMM LOANS - MKT RATE%,1900058366,1222736.76,2021-11-11,HOUSING & LAND,CAPITAL
10025653,RUSS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110016169,1018307.00,2021-10-29,HOUSING & LAND,CAPITAL
10031296,THE FACTORY PROJECT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110030401,951589.50,2021-11-04,HOUSING & LAND,CAPITAL
18000511,IDM PROPERTY MANAGEMENT LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058398,893811.00,2021-11-12,HOUSING & LAND,CAPITAL
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110029423,727797.60,2021-11-10,HOUSING & LAND,CAPITAL
10020632,ST MUNGOS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110013951,727392.16,2021-10-19,HOUSING & LAND,HOUSING SERVICES
18000781,COLINDALE HOSPITAL MANAGEMENT CO LT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058021,691702.00,2021-10-29,HOUSING & LAND,CAPITAL
10019301,THAMES REACH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110021203,690000.00,2021-11-08,HOUSING & LAND,HOUSING SERVICES
18001011,ARTA RESIDENTS MGMNT CO. LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057994,593917.00,2021-10-26,HOUSING & LAND,CAPITAL
18001010,IKON RESIDENTS MGMNT CO. LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057993,513355.00,2021-10-26,HOUSING & LAND,CAPITAL
18000095,LONDON BOROUGH OF WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058190,479723.76,2021-11-04,AEB,CHILDREN'S & EDUCATION SERVICES
18000556,ADRIATIC LAND 5 LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058000,473140.00,2021-10-27,HOUSING & LAND,CAPITAL
10016907,GROUNDWORK LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110019977,430731.90,2021-11-03,COMMUNITIES & SKILLS,CHILDREN'S & EDUCATION SERVICES
18000474,FREE TO LEARN LTD,542500,MISCELLANEOUS COSTS,1900057668,399863.97,2021-10-18,AEB,CHILDREN'S & EDUCATION SERVICES
10017866,JACK MORTON WORLDWIDE,542330,EVENT MANAGEMENT FEE,5110015277,388549.50,2021-10-26,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
18001002,ST LUKES SQUARE RTM LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057871,327600.00,2021-10-26,HOUSING & LAND,CAPITAL
18000988,WESTMINSTER GREEN MANAGAMENT COMPAN,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058060,296609.00,2021-11-01,HOUSING & LAND,CAPITAL
18000581,RENDALL & RITTNER LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058001,292717.00,2021-10-27,HOUSING & LAND,CAPITAL
18000836,CARITAS ANCHOR HOUSE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900057989,292500.00,2021-10-26,HOUSING & LAND,CAPITAL
18000769,PPM GREENWICH LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058180,291301.00,2021-11-04,HOUSING & LAND,CAPITAL
18000095,LONDON BOROUGH OF WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058191,288167.40,2021-11-04,AEB,CHILDREN'S & EDUCATION SERVICES
18000095,LONDON BOROUGH OF WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058189,285169.12,2021-11-04,AEB,CHILDREN'S & EDUCATION SERVICES
10020632,ST MUNGOS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110011493,256473.00,2021-10-20,HOUSING & LAND,HOUSING SERVICES
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900058353,250000.00,2021-11-09,HOUSING & LAND,CAPITAL
18001009,STYLUS RESIDENTS MGMNT CO. LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057992,239337.00,2021-10-26,HOUSING & LAND,CAPITAL
18000297,NEWHAM COLLEGE OF FURTHER EDUCATION,542500,MISCELLANEOUS COSTS,1900057782,236765.30,2021-10-19,AEB,CHILDREN'S & EDUCATION SERVICES
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110028557,235000.00,2021-11-05,GOOD GROWTH,CULTURAL & RELATED SERVICES
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110018418,226000.00,2021-10-18,GOOD GROWTH,CULTURAL & RELATED SERVICES
10031685,THE LUNA CINEMA LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110023874,212500.00,2021-11-03,GOOD GROWTH,PLANNING SERVICES
18001048,9AERA RTM COMPANY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058022,201462.00,2021-10-29,HOUSING & LAND,CAPITAL
18001058,101 PENTONVILLE ROAD (N1) FREEHOLD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057792,200867.00,2021-10-20,HOUSING & LAND,CAPITAL
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110016404,194086.86,2021-10-27,GOOD GROWTH,PLANNING SERVICES
18000095,LONDON BOROUGH OF WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058047,173309.35,2021-11-01,GOOD GROWTH,CAPITAL
10029606,LOUDSOUND,542002,CONSULTANCY-PROJECT MANAGEMENT,5110021729,169697.24,2021-10-21,STRATEGY & COMMUNICATIONS,CENTRAL SERVICES
13000155,NETWORK RAIL INFRASTRUCTURE,542002,CONSULTANCY-PROJECT MANAGEMENT,5109978476,166207.09,2021-10-22,HOUSING & LAND,CAPITAL
10020714,BRITISH FASHION COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110030803,150000.00,2021-11-05,GOOD GROWTH,CULTURAL & RELATED SERVICES
18000976,BARKING CENT MNGMNT CO (NO2) (LEM),544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058352,145718.00,2021-11-09,HOUSING & LAND,CAPITAL
18000612,THE OLD VIC THEATRE TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057838,142925.31,2021-10-25,GOOD GROWTH,CAPITAL
10020632,ST MUNGOS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110026379,134866.50,2021-10-26,HOUSING & LAND,HOUSING SERVICES
18000770,CENTRE SQUARE MANAGEMENT (WANDSWORT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058196,133527.00,2021-11-05,HOUSING & LAND,CAPITAL
10006581,WANDSWORTH BOROUGH COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110025067,123800.00,2021-10-22,GOOD GROWTH,CAPITAL
13002932,CAMWAY FACILITIES MAINTENANCE LTD,510900,HORTICULTURAL EXPENSES,5110032336,118137.09,2021-11-09,HOUSING & LAND,CAPITAL
18000738,ALEXANDRIA ROAD (WEST EALING) MANAG,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057828,118103.00,2021-10-22,HOUSING & LAND,CAPITAL
10020632,ST MUNGOS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110026409,116217.00,2021-10-26,HOUSING & LAND,HOUSING SERVICES
18000104,LB CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900057575,112378.90,2021-10-19,AEB,CHILDREN'S & EDUCATION SERVICES
18000929,BOW BRIDGE (STRATFORD) LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058169,111240.00,2021-11-02,HOUSING & LAND,CAPITAL
18000016,MOAT HOUSING SOCIETY LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900058004,110413.00,2021-10-28,HOUSING & LAND,CAPITAL
10025568,NORTH LONDON PARTNERSHIP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110030773,108158.32,2021-11-04,COMMUNITIES & SKILLS,PLANNING SERVICES
18000977,BARKING CENT MNGMNT CO (NO2) B HSE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058365,103631.00,2021-11-10,HOUSING & LAND,CAPITAL
18000493,BACK 2 WORK COMPLETE TRAINING LIMIT,542500,MISCELLANEOUS COSTS,1900057802,103584.41,2021-10-21,AEB,CHILDREN'S & EDUCATION SERVICES
10020169,LONDON BOROUGH OF NEWHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110020796,100000.00,2021-10-18,HOUSING & LAND,HOUSING SERVICES
10021284,LONDON BOROUGH OF BARNET,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110015168,100000.00,2021-10-20,HOUSING & LAND,HOUSING SERVICES
18000596,CHAPLAIR LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900058170,99836.00,2021-11-02,HOUSING & LAND,CAPITAL
