Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
15500142,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108212898,3384952.00,2014-09-25
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108246508,3089000.00,2014-10-08
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021265,1772982.00,2014-09-25
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021266,1772982.00,2014-09-25
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900020999,1673907.50,2014-09-24
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021264,1660500.00,2014-09-25
10024343,ITM POWER TRADING LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108245252,1222007.50,2014-10-01
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108236004,1036557.00,2014-10-01
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021306,856800.00,2014-09-30
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021226,640244.00,2014-09-23
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021283,621000.00,2014-09-26
16001124,TOYOTA MOTOR EUROPE NV/SA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108229087,597517.46,2014-09-19
18000052,ST MUNGO COMMUNITY HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021354,583328.00,2014-10-01
18000052,ST MUNGO COMMUNITY HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021353,500010.00,2014-10-01
