Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000876,BL CW HOLDINGS LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900056157,4720678.00,2021-07-30,HOUSING & LAND,CAPITAL
18000400,CAPITAL CITY COLLEGE GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056432,4703280.05,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000442,NEW CITY COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056452,2575809.07,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000393,BARNET SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056429,2066515.78,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000297,NEWHAM COLLEGE OF FURTHER EDUCATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056418,1940272.27,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000461,SOUTH THAMES COLLEGES GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056463,1691427.17,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000414,NCG,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056436,1663263.36,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000452,UNITED COLLEGES GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056457,1632799.44,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
10020937,LONDON & PARTNERS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109981802,1529400.00,2021-08-04,GOOD GROWTH,PLANNING SERVICES
10030798,MAYORS OFFICE FOR POLICING & CRIME,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109973101,1500000.00,2021-08-09,COMMUNITIES & SKILLS,CHILDREN'S & EDUCATION SERVICES
18000292,MORLEY COLLEGE LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056414,1453017.17,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000294,LAMBETH COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056416,1452840.34,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000791,GLENSTONE PROPERTY PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056513,1427461.00,2021-08-18,HOUSING & LAND,CAPITAL
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109978088,1341730.00,2021-07-27,COMMUNITIES & SKILLS,CHILDREN'S & EDUCATION SERVICES
18000301,EALING HAMMERSMITH & WEST LON COLL,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056420,1256084.06,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000317,WALTHAM FOREST COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056425,1125422.78,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000409,HCUC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056434,1078881.26,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000310,CITY LITERARY INSTITUTE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056423,1055351.95,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900056339,1050000.00,2021-08-12,HOUSING & LAND,CAPITAL
18000398,BROMLEY COLG OF FURTHER&HIGHER EDUC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056430,1032905.52,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000277,CITY OF LONDON CORPORATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900056159,990000.00,2021-07-30,HOUSING & LAND,CAPITAL
18000295,CITY OF WESTMINSTER COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056417,969193.44,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000423,ROYAL BOR OF KINGSTON UPON THAMES,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900056179,950000.00,2021-08-03,HOUSING & LAND,CAPITAL
18000171,LONDON BOROUGH OF BROMLEY,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900056384,943794.00,2021-08-16,HOUSING & LAND,CAPITAL
18000332,BARKING AND DAGENHAM COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056426,934570.80,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
13000457,F M CONWAY LTD,510900,HORTICULTURAL EXPENSES,5109973187,767215.64,2021-08-04,HOUSING & LAND,CAPITAL
18000284,WORKING MEN'S COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056412,678230.06,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000421,RICHMOND &HILLCROFT ADULT&COMM COLG,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056441,663624.29,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
18000306,CROYDON COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056422,630442.80,2021-08-16,AEB,CHILDREN'S & EDUCATION SERVICES
