Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10000044,CITY OF LONDON,502010,SECONDED STAFF - NON GROUP,5109729482,7545.60,2020-04-09,COMMUNITIES & SKILLS,PUBLIC HEALTH
10000044,CITY OF LONDON,542355,OTHER PROFESSIONAL FEES,5109724678,4500.00,2020-04-02,COMMUNITIES & SKILLS,PLANNING SERVICES
10000048,ORDNANCE SURVEY,542355,OTHER PROFESSIONAL FEES,5109730503,1500.00,2020-04-15,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10000060,SAFETY FIRST AID GROUP LTD,530000,FURNITURE & EQUIPMENT,5109738944,318.28,2020-04-21,CHIEF OFFICER,SUPPORT COSTS
10000060,SAFETY FIRST AID GROUP LTD,530000,FURNITURE & EQUIPMENT,5109739078,310.32,2020-04-21,CHIEF OFFICER,SUPPORT COSTS
10000060,SAFETY FIRST AID GROUP LTD,530000,FURNITURE & EQUIPMENT,5109739145,318.28,2020-04-22,CHIEF OFFICER,SUPPORT COSTS
10000072,STEER,542002,CONSULTANCY-PROJECT MANAGEMENT,5109723883,38257.31,2020-04-06,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10000072,STEER,542002,CONSULTANCY-PROJECT MANAGEMENT,5109739776,25188.03,2020-04-22,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10000149,CDL LONDON LTD,540027,PRINTING FOR MARKETING MATERIALS,5109738742,1008.00,2020-04-23,STRATEGY & COMMUNICATIONS,SUPPORT COSTS
10000187,CIPFA BUSINESS LIMITED,533100,PUBLICATIONS & PERIODICALS,5109745508,4360.00,2020-04-24,RESOURCES,CORPORATE & DEMOCRATIC CORE
10000187,CIPFA BUSINESS LIMITED,533100,PUBLICATIONS & PERIODICALS,5109745741,4500.00,2020-04-24,RESOURCES,CORPORATE & DEMOCRATIC CORE
10000220,UNIVERSITY OF NEWCASTLE UPON TYNE,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109740081,20000.00,2020-04-22,GOOD GROWTH,PLANNING SERVICES
10000221,AECOM LIMITED,502020,CONTRACTORS,5109740264,17512.10,2020-04-22,GOOD GROWTH,HIGHWAYS & TRANSPORT SERVICES
10000221,AECOM LIMITED,502020,CONTRACTORS,5109750518,8755.79,2020-04-22,GOOD GROWTH,HIGHWAYS & TRANSPORT SERVICES
10000226,KINGS COLLEGE LONDON,540012,MARKETING STRATEGY AND CONSULTANCY,5109741702,2565.00,2020-04-27,GOOD GROWTH,PLANNING SERVICES
10000318,UNIVERSITY COLLEGE LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109739079,8400.00,2020-04-07,GOOD GROWTH,PLANNING SERVICES
10000407,BT CONFERENCING,535000,TELEPHONY FIXED,1900048650,8383.23,2020-04-22,CHIEF OFFICER,SUPPORT COSTS
10000407,BT CONFERENCING,535000,TELEPHONY FIXED,1900048651,1069.15,2020-04-22,CHIEF OFFICER,SUPPORT COSTS
10000419,ASHURST LLP,542300,LEGAL FEES,5109733232,4162.00,2020-04-09,HOUSING & LAND,HOUSING SERVICES
10000428,THE PRESS ASSOCIATION LTD,504200,STAFF TRAINING,5109745795,2500.00,2020-04-16,MAYOR'S OFFICE,CORPORATE & DEMOCRATIC CORE
10000428,THE PRESS ASSOCIATION LTD,533100,PUBLICATIONS & PERIODICALS,5109719004,850,2020-04-01,STRATEGY & COMMUNICATIONS,CORPORATE & DEMOCRATIC CORE
10000428,THE PRESS ASSOCIATION LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5109744875,875.31,2020-04-29,STRATEGY & COMMUNICATIONS,CORPORATE & DEMOCRATIC CORE
10000523,CPRE LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109728432,6000.00,2020-04-09,GOOD GROWTH,PLANNING SERVICES
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109739035,793,2020-04-29,STRATEGY & COMMUNICATIONS,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109744256,9455.00,2020-04-29,RESOURCES,CORPORATE & DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109738797,37100.00,2020-04-02,CHIEF OFFICER,CENTRAL SERVICES
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109739959,7420.00,2020-04-02,CHIEF OFFICER,CENTRAL SERVICES
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109744256,1891.00,2020-04-29,RESOURCES,CORPORATE & DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,1900048657,9887.83,2020-04-29,CHIEF OFFICER,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109738865,391,2020-04-20,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109724839,930,2020-04-08,HOUSING & LAND,HOUSING SERVICES
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5109738767,391,2020-04-20,HOUSING & LAND,HOUSING SERVICES
10000547,WRAGGE & CO,542300,LEGAL FEES,5109748754,1530.00,2020-04-23,HOUSING & LAND,HOUSING SERVICES
10000690,ENGINE TRANSFORMATION LIMITED,504200,STAFF TRAINING,5109665222,8593.33,2020-04-03,CHIEF OFFICER,SUPPORT COSTS
10000725,MOTT MACDONALD LIMITED,542355,OTHER PROFESSIONAL FEES,5109730973,55682.78,2020-04-01,HOUSING & LAND,HOUSING SERVICES
10000758,HYDER CONSULTING (UK) LTD,542051,CONSULTANCY-COMMISSIONED REPORT,5109717861,13500.00,2020-04-01,HOUSING & LAND,HOUSING SERVICES
10001119,INSIGHT DIRECT UK LIMITED,536300,COMPUTER HARDWARE,5109738866,1384.99,2020-04-20,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,536000,MANAGE IT SERVICES,5109725997,18960.00,2020-04-07,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,542100,IT CONSULTANCY,5109725284,24180.00,2020-04-06,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,542100,IT CONSULTANCY,5109734178,22035.00,2020-04-20,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,542100,IT CONSULTANCY,5109734179,5850.00,2020-04-20,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,542100,IT CONSULTANCY,5109734180,22815.00,2020-04-20,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,536000,MANAGE IT SERVICES,5109744308,2000.00,2020-04-28,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,536000,MANAGE IT SERVICES,5109739082,14300.00,2020-04-09,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,536000,MANAGE IT SERVICES,5109739215,37125.00,2020-04-20,CHIEF OFFICER,SUPPORT COSTS
