Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045136,2619090.00,2019-07-08,HOUSING,CAPITAL
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045222,1378865.00,2019-07-19,HOUSING,CAPITAL
18000202,HARROW COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900045109,1300000.00,2019-07-02,HOUSING & REGENERATN,CAPITAL
10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109547599,1088550.59,2019-06-26,TRANSPORT & ENVIRONM,CAPITAL
10025485,RETROFIT WORKS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109573200,925000.00,2019-07-17,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10029320,CGI IT UK LTD,542355,OTHER PROFESSIONAL FEES,5109553720,719290.52,2019-07-09,CORPORATE MANAGEMENT,CENTRAL SERVICES
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045137,567350.00,2019-07-08,HOUSING,CAPITAL
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045139,498292.00,2019-07-08,HOUSING & REGENERATN,CAPITAL
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109567933,425553.20,2019-07-05,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10028642,GROUNDWORK UK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109568028,359441.16,2019-07-09,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10017380,BARKING COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109553531,358638.66,2019-06-26,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045215,280000.00,2019-07-18,HOUSING & REGENERATN,CAPITAL
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109575156,277024.33,2019-07-17,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10016689,BLISS EVENTS MANAGEMENT LIMITED,542330,EVENT MANAGEMENT FEE,5109564044,266683.50,2019-07-03,HOUSING,HOUSING SERVICES
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045138,264000.00,2019-07-08,HOUSING & REGENERATN,CAPITAL
15500145,ROYAL BOROUGH OF GREENWICH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109536301,233023.05,2019-07-02,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5109524940,173705.75,2019-06-24,HOUSING & REGENERATN,HOUSING SERVICES
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5109510369,143998.00,2019-06-25,INFRASTRUCTURE,CAPITAL
10012126,LONDON COUNCILS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109559924,116599.98,2019-07-05,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",HIGHWAYS AND TRANSPORT SERVICES
10024287,EDUCATION DEVELOPMENT TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109561707,112160.80,2019-07-17,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045221,93584.00,2019-07-19,HOUSING,CAPITAL
10020169,LONDON BOROUGH OF NEWHAM,544063,INCOME MAXIMISATION EXPENSES,5109547448,84112.00,2019-06-26,RESOURCES,CORPORATE AND DEMOCRATIC CORE
10014376,DOUGLAS EDWARDS QC,542300,LEGAL FEES,5109573604,83575.00,2019-07-19,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10017495,GREENWICH & DOCKLANDS FESTIVALS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109563049,80100.00,2019-06-28,HOUSING & REGENERATN,HOUSING SERVICES
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109564732,80000.00,2019-07-03,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109556886,76586.40,2019-06-26,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109556491,72594.00,2019-07-10,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544063,INCOME MAXIMISATION EXPENSES,5109562611,68833.00,2019-07-16,RESOURCES,CORPORATE AND DEMOCRATIC CORE
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5109538494,64666.62,2019-06-26,TECHNOLOGY GROUP,CAPITAL
10020997,LONDON LEGACY DEVELOPMENT CORPORATI,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109563279,64000.00,2019-06-28,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
18000033,POPLAR HARCA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045108,62436.00,2019-07-02,HOUSING & REGENERATN,CAPITAL
18000291,BSIX BROOKE HOUSE SIXTH FORM COLL.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045079,58210.00,2019-06-25,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10014168,HARROW COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,5109572890,55000.00,2019-07-15,HOUSING & REGENERATN,HOUSING SERVICES
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109549874,52416.36,2019-06-26,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5109556468,51162.50,2019-06-24,RESOURCES,SUPPORT COSTS
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5109558877,51162.50,2019-06-24,RESOURCES,SUPPORT COSTS
13002176,GBM SERVICES LTD,510700,OFFICE CLEANING,5109568853,50528.60,2019-07-08,RESOURCES,SUPPORT COSTS
10028642,GROUNDWORK UK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109513776,50000.00,2019-07-08,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
10028642,GROUNDWORK UK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109549744,50000.00,2019-07-02,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
10022165,KEYTREE LIMITED,542002,CONSULTANCY-PROJECT MANAGEMENT,5109567681,47936.85,2019-07-08,RESOURCES,CAPITAL
10009148,TMP (UK) LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5109540285,46617.43,2019-07-04,HOUSING & REGENERATN,HOUSING SERVICES
10003277,NEWSPAPER LICENSING AGENCY THE,540031,MONITORING OF PR AND SOCIAL MEDIA,5109567644,46462.36,2019-07-05,EXTERNAL AFFAIRS,CORPORATE AND DEMOCRATIC CORE
10017672,PIPERS PROJECTS LTD,542330,EVENT MANAGEMENT FEE,5109563255,45000.00,2019-07-02,HOUSING & REGENERATN,HOUSING SERVICES
10020169,LONDON BOROUGH OF NEWHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109556822,44044.00,2019-07-02,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10022165,KEYTREE LIMITED,542002,CONSULTANCY-PROJECT MANAGEMENT,5109562039,43526.00,2019-06-27,RESOURCES,CAPITAL
10029370,HATCH REGENERIS,542051,CONSULTANCY-COMMISSIONED REPORT,5109572451,42930.50,2019-07-15,HOUSING,HOUSING SERVICES
10028642,GROUNDWORK UK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109569139,40000.00,2019-07-19,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
16001336,GREENWOOD STRATEGIC ADVISORS AG,542051,CONSULTANCY-COMMISSIONED REPORT,5109559679,40000.00,2019-06-26,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10025238,AMULET(CHURCHILL SEC SOLUTIONS) LTD,510025,SECURITY SERVICES (GUARDS),5109557852,39458.23,2019-07-02,RESOURCES,CULTURAL & RELATED SERVICES
10025238,AMULET(CHURCHILL SEC SOLUTIONS) LTD,510025,SECURITY SERVICES (GUARDS),5109571714,38136.85,2019-07-12,RESOURCES,CULTURAL & RELATED SERVICES
10015554,PROBRAND LTD,536510,SOFTWARE MAINTENANCE,5109559872,37957.97,2019-06-26,RESOURCES,SUPPORT COSTS
10025839,CHALLENGE PARTNERS,542002,CONSULTANCY-PROJECT MANAGEMENT,5109562338,35000.00,2019-06-26,COMMUNITIES AND INTELLIGENCE,CHILDRENS AND EDUCATION SERVICES
10029137,ZOOCHA LIMITED,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109558710,35000.00,2019-07-02,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
13000367,VEOLIA ES (UK) PLC,510010,PROPERTY MANAGEMENT FEES,5109556449,34524.38,2019-07-10,RESOURCES,CULTURAL & RELATED SERVICES
