Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
15500089,DEPT OF COMMUNITIES AND LOCAL GOVER,544070,Miscellaneous Finance Expenses,1900018014,35942967.00,2013-05-28
15500400,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5107869468,7674108.00,2013-06-06
10016643,AMAS LTD,510400,Commercial Property Rent,1900018021,1673907.50,2013-06-20
10007096,R B KINGSTON UPON THAMES,544075,Grants to External Organisations,5107859274,1500000.00,2013-06-07
15500130,LONDON BOROUGH OF LEWISHAM,544075,Grants to External Organisations,5107879071,1100000.00,2013-06-12
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018140,875000.00,2013-06-12
13002583,OSBORNE ENERGY LTD,550010,Contracted Services Buildings,5107881689,611819.74,2013-06-04
15050016,EVERSHEDS CLIENT ACCOUNT,542420,Claim Settlements,1900018078,510615.46,2013-06-04
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107879401,445043.76,2013-06-07
15050001,HMRC,544070,Miscellaneous Finance Expenses,1900001020,392287.00,2013-06-19
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107879401,362297.49,2013-06-07
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900018082,347500.00,2013-06-03
10022120,ONE HOUSING GROUP LIMITED,542800,Hsg-Rough Sleeping,5107872960,330615.00,2013-06-14
10014168,HARROW COUNCIL,544075,Grants to External Organisations,5107875351,318963.19,2013-06-12
10007096,R B KINGSTON UPON THAMES,544075,Grants to External Organisations,5107887026,318468.85,2013-06-10
10009307,FILM LONDON LTD,544075,Grants to External Organisations,5107886083,255000.00,2013-06-17
12001472,INNOVISION EVENTS LTD,540050,Marketing Services,1900018079,203487.60,2013-06-05
10003560,EVERSHEDS,542420,Claim Settlements,1900018077,148262.94,2013-06-04
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107892252,139308.00,2013-06-17
