Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1700003847,"(9,743,908.00)",2022-03-01,HOUSING & LAND,CAPITAL
18000303,LB OF HAMMERSMITH AND FULHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900061598,8251668.00,2022-02-17,HOUSING & LAND,CAPITAL
18000906,SEREN PARK GARDENS RTM COMPANY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061559,7325314.00,2022-02-15,HOUSING & LAND,CAPITAL
18000094,ISLINGTON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900061344,6595000.00,2022-02-11,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061944,6138844.00,2022-03-01,HOUSING & LAND,CAPITAL
10006588,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110071924,5839268.00,2022-03-03,HOUSING & LAND,CAPITAL
18000246,NETWORK HOMES LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061999,5738561.00,2022-03-02,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1700003843,"(5,537,300.00)",2022-03-01,HOUSING & LAND,CAPITAL
18000767,FRASERS RIVERSIDE QUARTER LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061351,5496083.00,2022-02-14,HOUSING & LAND,CAPITAL
18000341,OPTIVO,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061805,3825000.00,2022-02-28,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061968,3742115.00,2022-03-01,HOUSING & LAND,CAPITAL
18000954,MYBASE 1 RTM COMPANY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061144,3702761.00,2022-02-07,HOUSING & LAND,CAPITAL
18000603,LANDOR RESIDENTIAL LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061784,3006012.00,2022-02-24,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061966,2740400.00,2022-03-01,HOUSING & LAND,CAPITAL
13003339,ISG FIT OUT LTD,542355,OTHER PROFESSIONAL FEES,5110065226,2470000.00,2022-02-25,CHIEF OFFICER,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061965,2341000.00,2022-03-01,HOUSING & LAND,CAPITAL
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900061786,2210000.00,2022-02-24,HOUSING & LAND,CAPITAL
18000062,SOUTHERN HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061151,1930000.00,2022-02-07,HOUSING & LAND,CAPITAL
18000400,CAPITAL CITY COLLEGE GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061521,1824447.68,2022-02-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000400,CAPITAL CITY COLLEGE GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061123,"(1,691,833.00)",2022-02-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061967,1400000.00,2022-03-01,HOUSING & LAND,CAPITAL
18001133,WICK LANE WHARF MANAGEMENT LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061615,1325606.00,2022-02-18,HOUSING & LAND,CAPITAL
18000915,QUINTAIN INVESTMENTS (04) LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061352,1106062.00,2022-02-14,HOUSING & LAND,CAPITAL
18000095,LONDON BOROUGH OF WALTHAM FOREST,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900062008,1096000.00,2022-03-03,HOUSING & LAND,CAPITAL
15050001,POCKET LIVING,544302,COMM LOANS - MKT RATE%,1900061985,1041378.96,2022-03-01,HOUSING & LAND,CAPITAL
18000442,NEW CITY COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061542,962350.89,2022-02-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061972,900773.00,2022-03-01,HOUSING & LAND,CAPITAL
15500401,LONDON BOROUGH OF SOUTHWARK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110061297,850896.00,2022-02-16,GOOD GROWTH,CAPITAL
18000393,BARNET SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061518,772073.26,2022-02-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000987,OLD HOUSE GROUP LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061987,770726.00,2022-03-01,HOUSING & LAND,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900061969,756000.00,2022-03-01,HOUSING & LAND,CAPITAL
18000297,NEWHAM COLLEGE OF FURTHER EDUCATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900061507,724907.28,2022-02-15,AEB,CHILDREN'S & EDUCATION SERVICES
