Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000024,METROPOLITAN HOUSING TRUST LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043974,30075892.00,2019-01-24,HOUSING & REGENERATN,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043943,14492000.00,2019-01-21,HOUSING & REGENERATN,CAPITAL
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043932,2280000.00,2019-01-18,HOUSING & REGENERATN,CAPITAL
18000097,LONDON BOROUGH OF EALING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900044054,1550000.00,2019-02-01,HOUSING & REGENERATN,CAPITAL
18000097,LONDON BOROUGH OF EALING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900044055,1550000.00,2019-02-01,HOUSING & REGENERATN,CAPITAL
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109466221,1399089.00,2019-01-28,COMMUNITIES AND INTELLIGENCE,CHILDRENS AND EDUCATION SERVICES
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044041,1226616.00,2019-01-30,HOUSING & REGENERATN,CAPITAL
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5109457079,828000.02,2019-01-22,HOUSING & REGENERATN,HOUSING SERVICES
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043931,540000.00,2019-01-18,HOUSING & REGENERATN,CAPITAL
10022975,POPLAR HARCA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109446691,536028.78,2019-01-07,TRANSPORT & ENVIRONM,CAPITAL
10006811,ENERGY SAVING TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109455831,500000.00,2019-01-28,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
16001117,HONDA R&D EUROPE (DEUTSCHLAND) GMBH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109459613,499476.84,2019-01-15,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10022975,POPLAR HARCA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109446689,413262.99,2019-01-07,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043909,336000.00,2019-01-14,HOUSING & REGENERATN,CAPITAL
18000341,OPTIVO,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044033,277842.00,2019-01-30,HOUSING,CAPITAL
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5109457074,256472.84,2019-01-22,HOUSING & REGENERATN,HOUSING SERVICES
18000097,LONDON BOROUGH OF EALING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044059,252000.00,2019-02-01,HOUSING & REGENERATN,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044015,220500.00,2019-01-28,HOUSING & REGENERATN,CAPITAL
18000095,LONDON BOROUGH OF WALTHAM FOREST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043784,175000.00,2019-01-08,HOUSING & REGENERATN,CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043930,150000.00,2019-01-18,HOUSING & REGENERATN,CAPITAL
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5109445976,143179.87,2019-01-07,HOUSING & REGENERATN,HOUSING SERVICES
10028815,DN&CO,540012,MARKETING STRATEGY AND CONSULTANCY,5109452903,142724.00,2019-01-07,HOUSING & REGENERATN,HOUSING SERVICES
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043908,138867.00,2019-01-14,HOUSING & REGENERATN,CAPITAL
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5109457060,134866.35,2019-01-22,HOUSING & REGENERATN,HOUSING SERVICES
10028765,LIFT. & ENGINEERING  SERVICES LTD,510000,BUILDING MAINTENANCE & REPAIRS,5109457150,116234.00,2019-01-09,INFRASTRUCTURE,CAPITAL
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5109457108,111562.50,2019-01-14,RESOURCES,SUPPORT COSTS
10017458,TRANSPORT TRADING LTD,542320,SHARED SERVICES FEES,5109455546,105940.00,2019-01-14,HOUSING & REGENERATN,HOUSING SERVICES
10021714,PLANNING INSPECTORATE,542353,EXTERNAL AUDIT FEES,5109452577,102348.51,2019-01-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
18000097,LONDON BOROUGH OF EALING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900044058,100000.00,2019-02-01,HOUSING & REGENERATN,CAPITAL
18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043971,99002.00,2019-01-23,HOUSING & REGENERATN,CAPITAL
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5109451565,97601.00,2019-01-16,RESOURCES,SUPPORT COSTS
