Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000191,YMCA ST PAUL'S GROUP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900056010,6259735.00,2021-07-19,HOUSING & LAND,CAPITAL
10020937,LONDON & PARTNERS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109966783,2792500.00,2021-07-07,GOOD GROWTH,PLANNING SERVICES
10014168,HARROW COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109962793,2281277.00,2021-07-20,HOUSING & LAND,CAPITAL
10020632,ST MUNGOS,537001,NON-GLA STAFF-HOTEL ACCOMMODATION,5109965333,2044748.06,2021-07-02,HOUSING & LAND,PUBLIC HEALTH
18000400,CAPITAL CITY COLLEGE GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055829,1822416.02,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000803,BROADWAY LIVING RP LTD,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900056016,1300000.00,2021-07-19,HOUSING & LAND,CAPITAL
18000681,E1 WATERSIDE MANAGEMENT LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055756,1132684.00,2021-07-09,HOUSING & LAND,CAPITAL
10017866,JACK MORTON WORLDWIDE,542002,CONSULTANCY-PROJECT MANAGEMENT,5109956940,1049745.00,2021-07-07,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
18000442,NEW CITY COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055866,1000660.29,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000393,BARNET SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055822,827024.08,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000297,NEWHAM COLLEGE OF FURTHER EDUCATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055811,776292.90,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000458,MARY WARD SETTLEMENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055772,726178.61,2021-07-13,GOOD GROWTH,CAPITAL
18000461,SOUTH THAMES COLLEGES GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055884,662389.25,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000452,UNITED COLLEGES GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055876,659958.58,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000414,NCG,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055841,652229.08,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000976,BARKING CENT MNGMNT CO (NO2) (LEM),544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055653,628113.00,2021-06-30,HOUSING & LAND,CAPITAL
18000294,LAMBETH COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055809,601278.56,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109952201,599607.89,2021-06-30,GOOD GROWTH,CAPITAL
18000651,PADDINGTON WALK LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056070,557934.00,2021-07-22,HOUSING & LAND,CAPITAL
18000292,MORLEY COLLEGE LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055807,556891.43,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
10030789,WATERLOO HUB HOTEL & SUITES,537000,HOTEL ACCOMMODATION,5109966504,547731.20,2021-07-09,HOUSING & LAND,PUBLIC HEALTH
10028625,WATERSIDE PLACES,544096,CONTINGENT GRANT-EXT ORG,5109969923,525527.65,2021-07-09,HOUSING & LAND,CAPITAL
18000301,EALING HAMMERSMITH & WEST LON COLL,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055813,493378.95,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000317,WALTHAM FOREST COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055818,464518.02,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
10030744,HOLIDAY INN EXPRESS CROYDON LONDON,537000,HOTEL ACCOMMODATION,5109969094,433854.00,2021-07-07,HOUSING & LAND,PUBLIC HEALTH
18000409,HCUC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055837,432092.73,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
10031426,IBIS STYLES LONDON WALTHAMSTOW,537001,NON-GLA STAFF-HOTEL ACCOMMODATION,5109963205,426916.50,2021-06-29,HOUSING & LAND,PUBLIC HEALTH
18000310,CITY LITERARY INSTITUTE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055816,417323.62,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000295,CITY OF WESTMINSTER COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055810,416313.06,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000398,BROMLEY COLG OF FURTHER&HIGHER EDUC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055827,396036.13,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000332,BARKING AND DAGENHAM COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055819,376982.89,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000487,STRIVE TRAINING (LONDON) LIMITED,542500,MISCELLANEOUS COSTS,1700003579,"(369,227.46)",2021-07-12,AEB,CHILDREN'S & EDUCATION SERVICES
10020369,BETTER BANKSIDE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109974727,361968.49,2021-07-21,GOOD GROWTH,CAPITAL
10006055,L B HAMMERSMITH & FULHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109918565,333294.27,2021-07-05,GOOD GROWTH,CAPITAL
18000884,ROYAL MENCAP SOCIETY,542500,MISCELLANEOUS COSTS,1900055683,325000.05,2021-07-02,COMMUNITIES & SKILLS,PLANNING SERVICES
13000155,NETWORK RAIL INFRASTRUCTURE,542002,CONSULTANCY-PROJECT MANAGEMENT,5109944430,324724.96,2021-07-21,HOUSING & LAND,CAPITAL
18000521,REGAL LONDON (REGAL WHARF),544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056077,301750.00,2021-07-22,HOUSING & LAND,CAPITAL
18000487,STRIVE TRAINING (LONDON) LIMITED,542500,MISCELLANEOUS COSTS,1900056007,288069.97,2021-07-19,AEB,CHILDREN'S & EDUCATION SERVICES
10016524,TRANSPORT FOR LONDON,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109962640,270000.00,2021-07-21,GOOD GROWTH,PLANNING SERVICES
18000093,CROYDON COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055789,264794.47,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000284,WORKING MEN'S COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055805,263575.80,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
15050001,POCKET LIVING,544302,COMM LOANS - MKT RATE%,1900055619,260151.12,2021-06-28,HOUSING & LAND,CAPITAL
18000421,RICHMOND &HILLCROFT ADULT&COMM COLG,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055848,257785.42,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000149,LONDON BOROUGH OF LAMBETH,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900055740,253318.00,2021-07-06,HOUSING & LAND,CAPITAL
18000751,ACARA MANAGEMENT LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056037,250560.00,2021-07-20,HOUSING & LAND,CAPITAL
18000977,BARKING CENT MNGMNT CO (NO2) B HSE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055679,246495.00,2021-07-01,HOUSING & LAND,CAPITAL
18000474,FREE TO LEARN LTD,542500,MISCELLANEOUS COSTS,1900056018,232013.48,2021-07-19,AEB,CHILDREN'S & EDUCATION SERVICES
18000306,CROYDON COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055815,230619.84,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
10017153,URBAN DEVELOPME,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109965460,227227.97,2021-07-09,GOOD GROWTH,CAPITAL
18000102,LB NEWHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055793,223894.72,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109970637,211628.03,2021-07-21,GOOD GROWTH,PLANNING SERVICES
18000404,EASTLEIGH COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900055833,210227.05,2021-07-15,AEB,CHILDREN'S & EDUCATION SERVICES
18000487,STRIVE TRAINING (LONDON) LIMITED,542500,MISCELLANEOUS COSTS,1900055762,206341.82,2021-07-12,AEB,CHILDREN'S & EDUCATION SERVICES
10028841,London Treasury Ltd,542355,OTHER PROFESSIONAL FEES,5109959176,202253.25,2021-07-12,RESOURCES,CORPORATE & DEMOCRATIC CORE
10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109958618,201750.08,2021-07-14,GOOD GROWTH,CAPITAL
18000591,JAMES ANDREW RESIDENTIAL LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900056092,200939.00,2021-07-23,HOUSING & LAND,CAPITAL
