Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10007641,HERBERT SMITH FREEHILLS LLP,550200,PURCHASE OF LAND & BUILDINGS,CHAPS451,33433500.00,2016-10-14,Housing & Land,Housing & Land Services
10021748,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,5108888062,31102719.00,2016-09-30,Housing,Capital
10004455,BERWIN LEIGHTON PAISNER LLP,544301,HOUSING ZONES,CHAPS449,12000000.00,2016-10-14,Housing & Land,Housing & Land Services
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS414,11769416.00,2016-09-29,RESOURCES,Highways and transport services
18000196,CITY YMCA,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038490,6570000.00,2016-09-21,Housing,Capital
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900038362,2008689.00,2016-09-26,Resources,Support Costs
10026494,BARNET AND SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108881609,1219945.09,2016-10-13,"Development, Enterprise & Environment",Capital
10016524,TRANSPORT FOR LONDON,542300,LEGAL FEES,5108880748,1038460.00,2016-10-10,Resources,Support Costs
10026307,London 2017,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS428,891500.00,2016-09-30,COMMUNITIES & INTELLIGENCE,Cultural & related services
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038519,666500.00,2016-09-26,Housing,Capital
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038696,623500.00,2016-10-06,Housing,Capital
18000052,ST MUNGO COMMUNITY HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038477,600000.00,2016-09-19,Housing,Capital
12002611,CITY OF WESTMINSTER COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108870238,554623.44,2016-09-21,"Development, Enterprise & Environment",Capital
CPO,EVERSHEDS LLP,542420,CLAIM SETTLEMENTS,1900038718,450000.00,2016-10-12,Housing,Capital
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038702,404622.00,2016-10-07,Housing,Capital
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108887337,378355.43,2016-09-23,"Development, Enterprise & Environment",Capital
10006419,LB TOWER HAMLETS,544076,HSG GRANTS TO REGISTERED PROVIDERS,5108886145,367500.00,2016-09-21,Housing,Capital
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038520,350000.00,2016-09-26,Housing,Capital
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038476,336000.00,2016-09-19,Housing,Capital
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS408,316000.00,2016-09-26,COMMUNITIES & INTELLIGENCE,Cultural & related services
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS440,316000.00,2016-10-10,COMMUNITIES & INTELLIGENCE,Cultural & related services
10026799,LAMBETH COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108888713,310104.37,2016-09-28,"Development, Enterprise & Environment",Capital
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038651,288750.00,2016-10-03,Housing,Capital
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5108904759,256472.75,2016-10-14,Housing,Housing services
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5108904762,256472.75,2016-10-14,Housing,Housing services
12002574,COLLEGE OF NORTH WEST LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108882397,242315.99,2016-10-12,"Development, Enterprise & Environment",Capital
10026764,ENGLAND HOCKEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108898757,240000.00,2016-10-07,Communities and Intelligence,Cultural & related services
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038608,237575.00,2016-09-30,Housing,Capital
10026484,WEST THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108875945,227827.92,2016-09-28,"Development, Enterprise & Environment",Capital
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038703,221850.00,2016-10-07,Housing,Capital
10026396,BIG ISSUE INVEST LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108893622,193000.00,2016-10-03,Housing,Capital
10006419,LB TOWER HAMLETS,544076,HSG GRANTS TO REGISTERED PROVIDERS,5108886151,180000.00,2016-09-21,Housing,Capital
10026162,LONDON NOTTING HILL CARNIVAL ENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108892121,152000.00,2016-09-30,External Affairs,Cultural & related services
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038609,139875.00,2016-09-30,Housing,Capital
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038475,138867.00,2016-09-19,Housing,Capital
10025276,THE SILVERTOWN PARTNERSHIP LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108892392,109491.58,2016-10-10,Housing,Capital
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038650,104178.00,2016-10-03,Housing,Capital
10024554,MEDCITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108861135,100000.00,2016-10-05,"Development, Enterprise & Environment",Economic Development
16001207,SIEMENS SPA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108887263,98667.83,2016-10-14,Communities and Intelligence,Economic Development
10026897,SENECA ENVIRONMENTAL SOLUTIONS LTD,510710,NON RECYCLABLE WASTE DISPOSAL/REFUSE COLLECTION,5108896636,98290.78,2016-10-05,Housing & Land,Housing & Land Services
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038695,87500.00,2016-10-06,Housing,Capital
10026897,SENECA ENVIRONMENTAL SOLUTIONS LTD,510710,NON RECYCLABLE WASTE DISPOSAL/REFUSE COLLECTION,5108887845,83036.08,2016-09-27,Housing & Land,Housing & Land Services
18000147,LONDON BOROUGH OF HAVERING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900038705,80000.00,2016-10-07,Housing,Capital
10025382,INHABIT HOMES LTD,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,5108900519,80000.00,2016-10-11,Housing & Land,Housing & Land Services
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,CONSULTANCY-PROJECT MANAGEMENT,5108887500,73990.92,2016-09-30,Housing,Environmental & regulatory services
10026897,SENECA ENVIRONMENTAL SOLUTIONS LTD,510710,NON RECYCLABLE WASTE DISPOSAL/REFUSE COLLECTION,5108887850,71842.40,2016-09-27,Housing & Land,Housing & Land Services
10022165,KEYTREE LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108899863,62657.00,2016-10-10,Housing,Capital
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038715,61875.00,2016-10-11,Housing,Capital
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038714,55000.00,2016-10-11,Housing,Capital
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108886841,53935.61,2016-09-22,"Development, Enterprise & Environment",Economic Development
10022165,KEYTREE LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108882390,53550.00,2016-09-20,Housing,Capital
14000615,CAPITA SYMONDS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108875895,53373.07,2016-09-21,Housing,Housing services
10018793,FOOTBALL FOUNDATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108898669,50621.00,2016-10-07,Communities and Intelligence,Capital
10017198,MOPAC,542351,INTERNAL AUDIT FEES,5108854048,50000.00,2016-09-21,Resources,Support Costs
10017232,CBRE MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108880101,49263.25,2016-09-21,Resources,Support Costs
10016930,HOMES & COMMUNITIES AGENCY,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108874288,46096.73,2016-09-28,Housing,Housing services
10011455,LONDON TRAVELWATCH,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS409,43000.00,2016-09-26,RESOURCES,Highways and transport services
10011455,LONDON TRAVELWATCH,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS439,43000.00,2016-10-10,RESOURCES,Highways and transport services
13002176,ABM GROUP UK LTD,510700,OFFICE CLEANING,5108875059,42955.94,2016-09-28,Resources,Support Costs
18000060,INQUILAB HOUSING ASSOCIATION LIMITE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038484,41250.00,2016-09-20,Housing,Capital
10016689,BLISS EVENTS MANAGEMENT LIMITED,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108881954,40000.00,2016-09-19,External Affairs,Cultural & related services
18000062,SOUTHERN HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900038518,40000.00,2016-09-26,Housing,Capital
18000147,LONDON BOROUGH OF HAVERING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900038706,40000.00,2016-10-07,Housing,Capital
10016942,IDOX,533101,DATA PURCHASE,5108869613,39132.50,2016-09-21,Communities and Intelligence,Cultural & related services
10006458,LONDON BOROUGH OF BRENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108882358,37709.60,2016-09-28,"Development, Enterprise & Environment",Capital
