Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042061,57002194.00,2018-05-11,HOUSING,CAPITAL
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042044,21520000.00,2018-05-09,HOUSING,CAPITAL
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109326615,2596517.71,2018-05-25,HOUSING,CAPITAL
18000216,GRAINGER TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042029,1652000.00,2018-05-15,HOUSING,CAPITAL
18000119,CATALYST COMMUNITIES H.A. LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042062,1544000.00,2018-05-10,HOUSING,CAPITAL
18000027,HOME GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042121,1106000.00,2018-05-18,HOUSING,CAPITAL
15500402,LONDON BOROUGH OF HAVERING,544094,HZ CONTINGENT GRANT LA,5109321473,1100000.00,2018-05-17,HOUSING & REGENERATN,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042117,1032500.00,2018-05-17,HOUSING,CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042142,720000.00,2018-05-22,HOUSING,CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042151,592500.00,2018-05-24,HOUSING,CAPITAL
15500144,LONDON BOROUGH OF WALTHAM FOREST,544077,HSG GRANTS TO LOCAL AUTHORITIES,5109304923,478921.00,2018-05-11,HOUSING,CAPITAL
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042111,397609.00,2018-05-16,HOUSING,CAPITAL
