Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041342,43952000.00,2018-02-02,HOUSING,CAPITAL
18000246,NETWORK HOMES LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041179,37065989.00,2018-01-08,HOUSING,CAPITAL
10016524,TRANSPORT FOR LONDON,544093,NLE - GRANT PMT TO TFL,CHAPS 698,18013399.96,2018-02-07,RESOURCES,CAPITAL
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041301,6964000.00,2018-01-25,HOUSING,CAPITAL
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041300,4172000.00,2018-01-25,HOUSING,CAPITAL
99999999,CRS LLP (POCKET LIVING),544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS 645,2017527.00,2018-01-08,HOUSING,CAPITAL
99999999,CRS LLP (POCKET LIVING),544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS 663,1882696.00,2018-01-16,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041329,1230000.00,2018-01-30,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041330,1230000.00,2018-01-30,HOUSING,CAPITAL
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041235,1050000.00,2018-01-10,HOUSING,CAPITAL
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5109229582,828000.02,2018-01-22,HOUSING,HOUSING SERVICES
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041318,808000.00,2018-01-29,HOUSING,CAPITAL
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041319,808000.00,2018-01-29,HOUSING,CAPITAL
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041336,526332.00,2018-01-31,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041327,507000.00,2018-01-30,HOUSING,CAPITAL
