Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
15050016,SQUIRE SANDERS (UK) LLP,542420,Claim Settlements,1900018711,7862356.18,2013-10-17
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,Grants to External Organisations,5107995584,4892484.00,2013-10-30
10007104,LONDON BOROUGH OF ENFIELD,544075,Grants to External Organisations,5107990166,4500000.00,2013-10-23
15500142,LONDON BOROUGH OF SUTTON,544075,Grants to External Organisations,5107997222,3900000.00,2013-11-08
15500097,LONDON BOROUGH OF CAMDEN,544075,Grants to External Organisations,5107985129,3120726.00,2013-11-06
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900018772,3057925.00,2013-10-31
10023611,EAST LONDON NHS FOUNDATION TRUST,544075,Grants to External Organisations,5107982644,3000000.00,2013-10-17
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900018710,2842000.00,2013-10-16
10006059,L B OF HARINGEY,544075,Grants to External Organisations,5107997369,2832798.00,2013-11-04
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900018720,1791291.00,2013-10-21
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900018801,1276762.00,2013-11-08
10007096,R B KINGSTON UPON THAMES,544075,Grants to External Organisations,5107992599,1000000.00,2013-10-30
15050001,BERWIN LEIGHTON PAISNER LLP,542420,Claim Settlements,1900018752,851448.06,2013-10-29
15500402,LONDON BOROUGH OF HAVERING,544075,Grants to External Organisations,5107981711,685125.62,2013-10-14
10017866,JACK MORTON WORLDWIDE,542330,Event Management Fee,5107974839,513000.00,2013-10-22
10006059,L B OF HARINGEY,544075,Grants to External Organisations,5107987536,415050.99,2013-10-21
10020628,LOOK AHEAD HOUSING AND CARE,542800,Hsg-Rough Sleeping,5107987218,353063.00,2013-10-29
10022339,TFL GROUP PROPERTY,510051,Land/Ground Rents,5107988346,344729.00,2013-11-08
10022120,ONE HOUSING GROUP LIMITED,542800,Hsg-Rough Sleeping,5107977288,330615.00,2013-10-30
10023404,PUBLIC HEALTH ENGLAND,544075,Grants to External Organisations,5107960499,304000.00,2013-11-05
10023412,POCKET LIVING 2013 LLP,544075,Grants to External Organisations,5107985962,272287.40,2013-10-17
10022044,QUINTAIN MERIDIAN LIMITED,550010,Contracted Services Buildings,5107986745,256536.00,2013-10-24
10007096,R B KINGSTON UPON THAMES,544075,Grants to External Organisations,5107982542,127643.54,2013-10-15
10001899,ERNST & YOUNG LLP,542350,Non KPMG Audit Fees,5107984732,112000.00,2013-10-15
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900018796,104061.00,2013-11-07
10021880,RODMA,510010,Property Management Fees,5107992026,95494.83,2013-10-25
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018743,79286.00,2013-10-25
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018799,70436.00,2013-11-08
10009048,OFFICE FOR NATIONAL STATISTICS,542002,Consultancy-Project Management,5107976995,70000.00,2013-10-30
10020692,THE LONDON DESIGN FESTIVAL LTD,544075,Grants to External Organisations,5107986856,62500.00,2013-10-28
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107990601,61014.29,2013-10-23
10023680,FREE THE CHILDREN,544075,Grants to External Organisations,5107982534,60000.00,2013-11-04
15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107974338,57062.84,2013-10-21
15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107974340,54079.99,2013-10-21
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018735,52500.00,2013-10-23
15500142,LONDON BOROUGH OF SUTTON,544075,Grants to External Organisations,5107990376,50621.00,2013-10-23
10017232,NORLAND MANAGED SERVICES LIMITED,530010,Equipment Repairs & Maintenance,5107975478,50032.83,2013-10-23
10009307,FILM LONDON LTD,544075,Grants to External Organisations,5107976127,50000.00,2013-10-16
10016524,TRANSPORT FOR LONDON,542000,Management & Support Consultancy,5107964841,50000.00,2013-10-16
13002697,THAMES SURFACING LIMITED,510001,External Building Maintenance,5107984877,48126.94,2013-10-17
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900018766,48058.00,2013-10-30
10023663,LDA DESIGN,542002,Consultancy-Project Management,5107995837,47230.00,2013-11-04
10016942,IDOX,533100,Publications & Periodicals,5107979433,41306.50,2013-10-30
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900018800,40936.00,2013-11-08
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900018795,38726.00,2013-11-07
12000113,ANALYSYS MASON,542000,Management & Support Consultancy,5107979621,37105.00,2013-10-14
10016904,GREENWICH LEISURE LTD,550010,Contracted Services Buildings,5107986836,35000.00,2013-11-06
10003560,EVERSHEDS,542000,Management & Support Consultancy,5107987495,33966.20,2013-10-24
15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107974176,33726.52,2013-10-21
10016904,GREENWICH LEISURE LTD,510010,Property Management Fees,5107908143,33364.50,2013-10-18
15500412,HARROW COUNCIL,544075,Grants to External Organisations,5107976677,32774.63,2013-10-23
14000685,CUK SECURITY SERVICES,510025,Security Services (Guards),5107969283,32370.10,2013-10-14
15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107974178,32347.50,2013-10-21
10022138,HARINGEY COUNCIL,544075,Grants to External Organisations,5107986507,31842.00,2013-11-05
13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107980643,29836.08,2013-10-24
13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107981242,29836.08,2013-10-24
13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107981244,29836.08,2013-10-24
13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107981247,29836.08,2013-10-24
13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107981248,29836.08,2013-10-24
13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107981249,29836.08,2013-10-24
10018127,GARDINER & THEOBALD FAIRWAY LTD,542000,Management & Support Consultancy,5107981853,29547.50,2013-10-14
10016902,GREENHOUSE CHARITY,544075,Grants to External Organisations,5107971656,27000.00,2013-10-25
12000113,ANALYSYS MASON,542000,Management & Support Consultancy,5107992615,26495.65,2013-10-28
10016650,ARCO,540700,Public Affairs & Media Relations,5107955728,25568.00,2013-10-22
10016650,ARCO,540700,Public Affairs & Media Relations,5107990064,25560.01,2013-10-22
10021875,REGENERIS CONSULTING LIMITED,542002,Consultancy-Project Management,5107987170,25135.20,2013-10-25
10018127,GARDINER & THEOBALD FAIRWAY LTD,542000,Management & Support Consultancy,5107981612,25100.00,2013-10-14
10007901,OVE ARUP & PARTNERS LTD,544075,Grants to External Organisations,5107988101,25000.00,2013-11-06
10011836,LONDON FESTIVAL OF ARCHITECTURE LTD,544075,Grants to External Organisations,5107957940,25000.00,2013-10-17
10016694,BOW TIE,530010,Equipment Repairs & Maintenance,5107998384,24358.50,2013-11-07
10003560,EVERSHEDS,542000,Management & Support Consultancy,5107987819,22674.50,2013-10-24
10001016,URS INFRASTRUCTURE & ENVIRONMENT,542002,Consultancy-Project Management,5107970320,22495.00,2013-10-16
10002789,GVA GRIMLEY LTD,510010,Property Management Fees,5107964375,20847.49,2013-10-23
10002789,GVA GRIMLEY LTD,510010,Property Management Fees,5107979496,20847.49,2013-10-30
10016689,BLISS EVENTS MANAGEMENT LIMITED,542330,Event Management Fee,5107986177,20000.00,2013-10-22
14000168,TRIBAL EDUCATION LIMITED,544075,Grants to External Organisations,5107987409,19500.00,2013-10-30
10003065,LONDON FIRE & EMERGENCY PLANNING,542321,Payroll Services Fees,5107976987,18600.00,2013-10-28
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107974111,17847.40,2013-10-23
10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5107974327,17212.50,2013-10-23
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900018739,17103.00,2013-10-24
10004598,PORT OF LONDON AUTHORITY,510051,Land/Ground Rents,5107979259,16426.29,2013-10-30
10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107969992,16125.00,2013-11-07
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900018736,16000.00,2013-10-23
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900018788,16000.00,2013-11-01
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018713,16000.00,2013-10-18
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900018714,16000.00,2013-10-18
10006811,ENERGY SAVING TRUST,502010,Seconded Staff - Non Group,5107979023,15961.25,2013-10-23
15500412,HARROW COUNCIL,544075,Grants to External Organisations,5107976675,15945.86,2013-11-04
10000043,SPECIALIST COMPUTER CENTRES LTD,536300,Computer Hardware,5107970586,15235.25,2013-10-16
12001968,WITHERFORD WATSON MANN,542002,Consultancy-Project Management,5107979124,15000.00,2013-10-22
10008226,EDENRED (UK GROUP) LTD,504702,Childcare Vouchers,5107990879,13792.80,2013-10-24
10016640,ALL CLEAN GROUP,510000,Building Maintenance & Repairs,5107974964,13252.50,2013-10-24
10018146,EC HARRIS LLP,530010,Equipment Repairs & Maintenance,5107836357,13234.09,2013-10-16
10004455,BERWIN LEIGHTON PAISNER,587015,Disposal Fees - Legal,5107986172,12863.78,2013-10-24
10022074,G4S SECURE SOLUTIONS (UK) LTD,510025,Security Services (Guards),5107977029,12803.35,2013-10-28
10004455,BERWIN LEIGHTON PAISNER,587015,Disposal Fees - Legal,5107858753,12713.74,2013-11-04
10016524,TRANSPORT FOR LONDON,504400,Staff Medical Insurance & Treatment,5107982610,12000.00,2013-11-06
