Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
15500235,LONDON BOROUGH OF TOWER HAMLETS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108268345,10150499.00,2014-11-04
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108274097,6734099.00,2014-10-22
10006080,LONDON BOROUGH OF HAVERING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108279608,4127652.00,2014-10-28
10006059,L B OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108271337,3829576.00,2014-10-21
10005804,GREATER LONDON AUTHORITY,542320,SHARED SERVICES FEES,5108264139,3681684.93,2014-10-21
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108275978,1699000.00,2014-10-24
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021674,1460789.00,2014-10-30
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021690,1260000.00,2014-10-31
15500400,LONDON BOROUGH OF SOUTHWARK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108270385,1171970.00,2014-11-05
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021561,866250.00,2014-10-21
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021693,783042.00,2014-10-31
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021715,718584.00,2014-11-03
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021503,682500.00,2014-10-16
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021692,561358.00,2014-10-31
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021759,542696.00,2014-11-05
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108275445,535385.96,2014-10-23
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021762,510000.00,2014-11-05
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021785,477266.00,2014-11-07
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021691,472500.00,2014-10-31
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021713,457002.00,2014-11-03
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021707,425976.00,2014-11-03
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021578,425250.00,2014-10-23
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021712,400682.00,2014-11-03
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021684,400512.00,2014-10-31
18000077,BARRATT DEVELOPMENTS PLC,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021581,386130.00,2014-10-23
12002347,IPSOS MORI,542050,RESEARCH & STUDY FEES,5108264393,379000.00,2014-11-04
10020628,LOOK AHEAD HOUSING AND CARE,537000,HSG GRANTS TO NON-REGISTERED PROVIDERS,5108256838,353062.50,2014-10-29
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021687,344344.00,2014-10-31
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021711,334566.00,2014-11-03
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021560,309375.00,2014-10-21
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021675,305423.00,2014-10-30
18000093,CROYDON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021783,270000.00,2014-11-07
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108259089,240000.00,2014-10-22
18000017,LHA-ASRA GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021708,220278.00,2014-11-03
18000132,ALMSHOUSE CONSORTIUM LTD,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021720,218452.00,2014-11-03
18000186,LAMBETH & SOUTHWARK HOUSING ASSOCIA,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021582,207630.00,2014-10-23
10018793,FOOTBALL FOUNDATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108265453,197214.00,2014-10-14
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021676,182250.00,2014-10-30
18000077,BARRATT DEVELOPMENTS PLC,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021580,175514.00,2014-10-23
10022647,SHINE TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108276972,162972.00,2014-10-27
10007901,OVE ARUP & PARTNERS LTD,544075,MANAGEMENT & SUPPORT CONSULTANCY,5108258786,159159.00,2014-10-21
10024839,THE FOSTERING NETWORK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108240654,146915.00,2014-10-24
18000052,ST MUNGO COMMUNITY HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021620,138887.00,2014-10-28
18000093,CROYDON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021716,135000.00,2014-11-03
10022795,3SC,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108281987,111533.95,2014-11-05
18000017,LHA-ASRA GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021710,109687.00,2014-11-03
18000097,LONDON BOROUGH OF EALING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021595,102634.00,2014-10-27
10025083,GNEWT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108276983,99077.00,2014-10-27
10007901,OVE ARUP & PARTNERS LTD,544075,MANAGEMENT & SUPPORT CONSULTANCY,5108258788,95000.00,2014-10-21
18000033,POPLAR HARCA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021688,94121.00,2014-10-31
10011702,ELEMENT ENERGY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108159821,91876.75,2014-11-03
10004625,LONDON METROPOLITAN UNIVERSITY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108264240,75000.00,2014-11-04
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021714,74526.00,2014-11-03
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021673,72530.00,2014-10-30
14000615,CAPITA SYMONDS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108275624,70684.84,2014-10-28
10009048,OFFICE FOR NATIONAL STATISTICS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108251200,70000.00,2014-10-15
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021694,67500.00,2014-10-31
18000093,CROYDON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021782,67500.00,2014-11-07
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021657,63642.00,2014-10-29
10020692,THE LONDON DESIGN FESTIVAL LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108265577,62500.00,2014-10-14
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108277413,62500.00,2014-10-28
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108275432,61085.49,2014-11-05
10024028,ST OLAVE'S GRAMMAR SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108270600,60160.00,2014-10-20
10024184,GLADESMORE COMMUNITY SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108280484,59400.00,2014-10-30
10017690,MEDIAEDGE:CIA UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108247288,57427.20,2014-11-03
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108257656,53916.96,2014-10-22
10024401,RGTSA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108274288,53400.00,2014-10-22
10023929,CUCKOO HALL ACADEMIES TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108276202,52180.00,2014-10-24
10025033,ACCESS EUROPE NETWORK CIC,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108271257,50000.00,2014-10-22
10024561,WALLACE GILLESPIE CONSULTING LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108268883,49995.00,2014-10-24
10018532,CRISTIE DATA LIMITED,536300,COMPUTER HARDWARE,5108209039,49748.71,2014-10-17
10024819,21 TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108258074,48958.00,2014-10-30
10024930,BEHAVIOURAL INSIGHTS TEAM,542002,CONSULTANCY-PROJECT MANAGEMENT,5108251324,48367.00,2014-10-22
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021574,48258.00,2014-10-23
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108264426,47747.00,2014-11-04
18000093,CROYDON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021780,45000.00,2014-11-07
18000093,CROYDON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021781,45000.00,2014-11-07
18000093,CROYDON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021784,45000.00,2014-11-07
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108254454,44145.80,2014-10-27
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021575,42175.00,2014-10-23
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021576,42175.00,2014-10-23
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021577,42175.00,2014-10-23
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021761,42175.00,2014-11-05
13002176,GBM SERVICES LTD,510700,OFFICE CLEANING,5108264399,40428.22,2014-10-28
10007004,PRICEWATERHOUSECOOPERS LLP,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108270615,39714.00,2014-10-28
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021683,38144.00,2014-10-31
10024225,NORTH & EAST LONDON CSU,502010,SECONDED STAFF,5108258369,37300.00,2014-10-28
10022048,LONDON YOUTH SUPPORT TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108286727,35346.13,2014-11-06
10000532,M&C SAATCHI LTD,540100,PHOTOGRAPHY & VIDEO,5108246101,35000.00,2014-10-22
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021769,33929.00,2014-11-06
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021770,33929.00,2014-11-06
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021771,33929.00,2014-11-06
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021772,33929.00,2014-11-06
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021773,33929.00,2014-11-06
10019301,THAMES REACH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108255817,31250.00,2014-10-22
10021648,SHP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108258857,31250.00,2014-10-28
13000367,VEOLIA ES (UK) PLC,510010,PROPERTY MANAGEMENT FEES,5108267691,30671.49,2014-10-23
10024294,HAWKSWOOD GROUP/BURNSIDE SECONDARY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108287727,30291.02,2014-11-07
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021504,30012.00,2014-10-16
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021506,30012.00,2014-10-16
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021507,30012.00,2014-10-16
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021509,30012.00,2014-10-16
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021510,30012.00,2014-10-16
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021511,30012.00,2014-10-16
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021512,30012.00,2014-10-16
10024187,ST MICHAELS CATHOLIC COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108265604,30000.00,2014-10-14
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021508,30000.00,2014-10-16
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021513,30000.00,2014-10-16
10024171,ST PAULS TRUST SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108281749,29800.00,2014-11-05
18000102,LB NEWHAM,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021505,29412.00,2014-10-16
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108264133,28425.00,2014-10-13
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108275977,28425.00,2014-10-31
15500097,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108261464,27998.93,2014-10-28
10009998,INSTITUTE OF EDUCATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108235368,27288.00,2014-10-28
10017486,ENVIRONMENT AGENCY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108257580,26000.00,2014-10-22
10021579,SUSTAINABLE RESTAURANT ASSOCIATION,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108279623,25253.52,2014-10-29
10024018,ST JAMES THE GREAT SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108282006,25211.60,2014-11-05
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5108285971,25110.67,2014-11-06
10023839,TWYFORD C OF E ACADEMIES TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108280692,24948.00,2014-10-30
10001119,INSIGHT DIRECT UK LIMITED,536300,COMPUTER HARDWARE,5108274589,24900.00,2014-11-05
10022847,CITY YEAR LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108251303,23225.40,2014-11-06
10017690,MEDIAEDGE:CIA UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108268639,23047.52,2014-11-05
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021579,22500.00,2014-10-23
18000066,EAST THAMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021520,22500.00,2014-10-20
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021763,22000.00,2014-11-05
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108263216,21333.33,2014-10-29
18000017,LHA-ASRA GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021709,20750.00,2014-11-03
12000113,ANALYSYS MASON,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108281943,20600.00,2014-11-03
10023039,GREEN CORRIDOR,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108268076,19914.00,2014-10-15
10024789,SOUTHERN HOUSING GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108251282,19029.00,2014-10-30
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021672,18132.00,2014-10-30
10017095,SUSTAIN,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108254561,17883.64,2014-10-22
10014084,GERALD EVE,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108245661,17770.00,2014-10-13
10023503,BEST PRACTICE NETWORK LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108250558,17162.00,2014-10-31
10022795,3SC,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108275029,16878.04,2014-10-22
10004598,PORT OF LONDON AUTHORITY,510051,LAND/GROUND RENTS,5108262391,16848.45,2014-10-29
10024692,SPRINGFIELD COMMUNITY PRIMARY SCH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108279594,16808.95,2014-10-28
15050001,TSO,542355,OTHER PROFESSIONAL FEES,1900001291,16750.00,2014-10-15
10017690,MEDIAEDGE:CIA UK LTD,540014,AGENCY FEES PAID TO MARKETING AGENCIES,5108268739,16603.08,2014-11-05
10006059,L B OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108265443,16325.00,2014-10-14
10022683,RSPH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108264156,16250.00,2014-10-23
10024371,STRATFORD VILLAGE SURGERY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108276239,16080.00,2014-10-29
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021567,16000.00,2014-10-22
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021590,16000.00,2014-10-24
15500402,LONDON BOROUGH OF HAVERING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108264417,15563.72,2014-11-04
15050001,TSO,542355,OTHER PROFESSIONAL FEES,1900001290,15500.00,2014-10-15
10023763,BLUE STATE DIGITAL,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108177854,15400.00,2014-11-04
10024542,LITTLE RED IDEAS LIMITED,542100,IT CONSULTANCY,5108274760,15354.00,2014-10-24
10008226,EDENRED (UK GROUP) LTD,504702,CHILDCARE VOUCHERS,5108268593,15239.70,2014-10-20
10019314,THE CHALLENGE NETWORK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108269078,15000.00,2014-10-16
18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021717,15000.00,2014-11-03
10004230,GL HEARN LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108230897,15000.00,2014-10-16
10014090,DTZ DEBENHAM TIE LEUNG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108258979,15000.00,2014-10-22
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108229978,14850.00,2014-10-22
10009499,LONDON COMMUNICATIONS AGENCY,542051,CONSULTANCY-COMMISSIONED REPORT,5108255452,14417.00,2014-11-06
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021619,14000.00,2014-10-28
10000532,M&C SAATCHI LTD,540100,PHOTOGRAPHY & VIDEO,5108240097,13735.00,2014-10-22
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108254446,13605.00,2014-10-15
10016640,ALL CLEAN GROUP,510700,OFFICE CLEANING,5108257590,13530.90,2014-10-28
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021618,13000.00,2014-10-28
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021685,13000.00,2014-10-31
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021686,13000.00,2014-10-31
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021730,13000.00,2014-11-04
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021731,13000.00,2014-11-04
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021732,13000.00,2014-11-04
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021767,13000.00,2014-11-06
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021768,13000.00,2014-11-06
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108285217,12900.00,2014-11-06
10017067,PREVISTA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108264284,12882.52,2014-10-28
10002527,XEROX (UK) LTD,536300,COMPUTER HARDWARE,5108261380,12858.17,2014-10-29
12000113,ANALYSYS MASON,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108262607,12739.10,2014-10-13
