Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10012743,DCLG,544073,Bus Rates Retent-CLG,CHAPS 58,64819982.00,2017-05-02,Resources,X_Taxation and non-specific grant income and expenditure
10016524,Transport for London,544093,NLE - Grant pmt to TfL,CHAPS 130,11720579.80,2017-05-26,Resources,Z_CAPITAL
15050001,Action for Bow,542500,MISCELLANEOUS COSTS,1900001932,1676328.00,2017-05-26,Housing & Land,Housing & Land Services
10016904,GREENWICH LEISURE LTD,510010,PROPERTY MANAGEMENT FEES,5109055790,874861.41,2017-05-17,Housing & Land,Housing & Land Services
10017217,Museum of London,544075,Grants to External Organisations,CHAPS 123,438000.00,2017-05-23,Communities and Intelligence,Z_CAPITAL
10026494,BARNET AND SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109059094,393356.00,2017-05-23,"Development, Enterprise & Environment",Capital
16001161,OMV REFINING & MARKETING GMBH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109067683,336385.85,2017-05-11,"Development, Enterprise & Environment",Environmental Initiatives
10017217,Museum of London,544075,Grants to External Organisations,CHAPS 75,316000.00,2017-05-08,Communities and Intelligence,Cultural & related services
10017217,Museum of London,544075,Grants to External Organisations,CHAPS 116,316000.00,2017-05-22,Communities and Intelligence,Cultural & related services
10024343,ITM POWER TRADING LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109073008,302943.34,2017-05-18,"Development, Enterprise & Environment",Environmental Initiatives
16001167,DHF,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109058714,302517.95,2017-05-05,"Development, Enterprise & Environment",Environmental Initiatives
10006799,LONDON BOROUGH OF EALING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109057852,264789.05,2017-05-10,"Development, Enterprise & Environment",Capital
10027454,THE CARLSBERG TETLEY PROJECT LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109068506,207342.15,2017-05-11,"Development, Enterprise & Environment",Capital
10006059,LB OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109075260,198836.29,2017-05-23,"Development, Enterprise & Environment",Capital
10017495,GREENWICH & DOCKLANDS FESTIVALS,542500,MISCELLANEOUS COSTS,1900040272,165000.00,2017-05-19,External Affairs,Cultural & related services
16001112,THINKSTEP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109058712,142826.47,2017-05-03,"Development, Enterprise & Environment",Environmental Initiatives
10024554,MEDCITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109059896,125000.00,2017-05-02,"Development, Enterprise & Environment",Economic Development
10019572,BYTES SOFTWARE SERVICES,536510,SOFTWARE MAINTENANCE,5109063865,120000.00,2017-05-17,Resources,Support Costs
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040196,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040197,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040198,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040199,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040200,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040201,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040202,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040203,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040204,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040205,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040206,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040207,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040208,107400.00,2017-05-05,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040257,107400.00,2017-05-12,Housing,Housing services
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040282,107400.00,2017-05-24,Housing,Housing services
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5109074387,106250.00,2017-05-22,Resources,Support Costs
10004230,GL HEARN LTD,510012,VALUATION FEES,5109060564,105000.00,2017-05-03,Housing & Land,Housing & Land Services
10026494,BARNET AND SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109060464,93444.97,2017-05-23,"Development, Enterprise & Environment",Capital
10004347,HM Treasury Group,542500,Miscellaneous Costs,CHAPS 95,92176.42,2017-05-03,Resources,Highways and transport services
10006059,LB OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109068997,90000.00,2017-05-12,"Development, Enterprise & Environment",Capital
10016904,GREENWICH LEISURE LTD,542355,OTHER PROFESSIONAL FEES,5109063523,90000.00,2017-05-25,Housing & Land,Housing & Land Services
18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040212,81478.00,2017-05-08,Housing,Capital
10017009,MORE LONDON,510050,PROPERTY SERVICE CHARGES,1900040191,81185.00,2017-05-03,Resources,Support Costs
10017198,MOPAC,542351,INTERNAL AUDIT FEES,5109042274,79500.00,2017-05-10,Resources,Support Costs
13003122,ECOLOGIC ENERGY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109064343,79365.00,2017-05-11,"Development, Enterprise & Environment",Capital
15500144,LONDON BOROUGH OF WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109058223,76925.75,2017-05-09,"Development, Enterprise & Environment",Economic Development
10006059,LB OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109075252,72827.71,2017-05-23,"Development, Enterprise & Environment",Capital
