Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18001015,KNIGHT DRAGON M0117 LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900060924,7864134.00,2022-02-01,HOUSING & LAND,CAPITAL
18000202,HARROW COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900061125,4403593.00,2022-02-03,HOUSING & LAND,CAPITAL
18000759,ISLAND HOUSE RTM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900060742,3642884.00,2022-01-28,HOUSING & LAND,CAPITAL
18000246,NETWORK HOMES LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900060543,3496211.00,2022-01-20,HOUSING & LAND,CAPITAL
13003339,ISG FIT OUT LTD,542355,OTHER PROFESSIONAL FEES,5110052786,3057100.00,2022-01-19,CHIEF OFFICER,CAPITAL
10020937,LONDON & PARTNERS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110057375,2792500.00,2022-01-18,GOOD GROWTH,PLANNING SERVICES
18000400,CAPITAL CITY COLLEGE GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900060371,2423495.69,2022-01-17,AEB,CHILDREN'S & EDUCATION SERVICES
18000098,L B SOUTHWARK,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900060551,2250000.00,2022-01-20,HOUSING & LAND,CAPITAL
10006953,LONDON BOROUGH OF REDBRIDGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900060002,2000000.00,2022-01-19,GOOD GROWTH,CAPITAL
18000803,BROADWAY LIVING RP LTD,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900060765,1424000.00,2022-01-31,HOUSING & LAND,CAPITAL
18000442,NEW CITY COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900060392,1327257.17,2022-01-17,AEB,CHILDREN'S & EDUCATION SERVICES
18000952,HALLINGS WHARF RTM COMPANY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900060952,1290314.00,2022-02-02,HOUSING & LAND,CAPITAL
18000803,BROADWAY LIVING RP LTD,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900060761,1250000.00,2022-01-31,HOUSING & LAND,CAPITAL
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900060283,1200000.00,2022-01-10,HOUSING & LAND,CAPITAL
18000393,BARNET SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900060368,1064829.66,2022-01-17,AEB,CHILDREN'S & EDUCATION SERVICES
