Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,2013-09-02,1903802167,2190.00,Universal Container Service
Manchester City Council,Adult Social Care,Rents,2013-09-02,5100664535,1748.64,Mosscare Housing Ltd
Manchester City Council,Hospitality + Trading Services,Refuse Collection,2013-09-02,5100664562,634.00,Hadfield Wood Recyclers
Manchester City Council,Hospitality + Trading Services,Refuse Collection,2013-09-02,5100664564,614.00,Hadfield Wood Recyclers
Manchester City Council,Hospitality + Trading Services,Insurance,2013-09-02,1903802719,26001.73,Zurich Municipal
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-09-02,1903803617,715.18,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-09-02,1903803634,631.75,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-09-02,1903803643,609.40,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-09-02,1903803628,516.44,Brake Bros Foodservice Ltd
Manchester City Council,Environment and Operations,Legal Fees,2013-09-02,5100664532,4750.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Legal Fees,2013-09-02,5100664531,690.00,Redacted Personal Information
Manchester City Council,Childrens Services,Legal Fees,2013-09-02,1903804178,3490.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Legal Fees,2013-09-02,1903804178,3320.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Legal Fees,2013-09-02,1903804178,910.00,HMCTS (Manchester County Court)
Manchester City Council,Chief Executives,Proffesional fees,2013-09-02,5100664682,39500.00,City South Manchester Housing Trust
Manchester City Council,Chief Executives,Funeral and coroner related services,2013-09-02,1903803002,1049.60,Redacted Personal Information
Manchester City Council,Manchester Leisure,Postage,2013-09-02,5100664657,1293.50,PSC Systems
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2013-09-02,1903801908,936.00,HBM Sayers
Manchester City Council,Chief Executives,Compensation Payments,2013-09-02,1903804178,14825.00,HMCTS (Manchester County Court)
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2013-09-02,1903802625,873.33,Smith Jones Solicitors
Manchester City Council,Chief Executives,Compensation Payments,2013-09-02,1903802753,3395.50,Withers LLP
Manchester City Council,Chief Executives,Compensation Payments,2013-09-02,1903803026,16038.04,Redacted Personal Information
Manchester City Council,Hospitality + Trading Services,Cash Collection,2013-09-02,1903787696,599.48,G4S Cash Services (Uk) Ltd
Manchester City Council,Chief Executives,Grant and subscriptions awarded,2013-09-02,5100664667,894.00,Chamberlink Ltd t/a Business
Manchester City Council,Chief Executives,Grant and subscriptions awarded,2013-09-02,5100664680,4624.00,St Georges Community Centre.
Manchester City Council,Manchester Leisure,Agency staff provision,2013-09-03,5100664835,1045.00,Manchester Rugby Union
Manchester City Council,Chief Executives,Agency staff provision,2013-09-03,5100664734,1027.25,LAW Absolute
Manchester City Council,Chief Executives,Agency staff provision,2013-09-03,5100665000,818.24,Semester Recruitment Ltd
Manchester City Council,Learning Disabilities PB,Agency staff provision,2013-09-03,5100664736,721.35,Badenoch & Clark
Manchester City Council,Corporate Services,Security,2013-09-03,5100664611,2354.10,Capital Properties (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-09-03,5100664992,39722.80,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-09-03,5100664913,36410.40,Specialist Vehicle rental
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-09-03,5100664950,1064.21,Specialist Vehicle rental
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,2013-09-03,5100664991,1347.26,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Transport Coach Hire,2013-09-03,5100664737,2740.00,Communitytransportservices.co.uk
Manchester City Council,Chief Executives,Payments to Sub-Contractors,2013-09-03,5100664836,557.00,UKfast.net Ltd
Manchester City Council,Manchester Leisure,Hire of Machinery,2013-09-03,5100664809,604.00,Massey & Harris (Engrg) Ltd
Manchester City Council,Childrens Services,Catering,2013-09-03,5100664744,949.70,Chancellors Hotel & Conf Centre
Manchester City Council,Manchester Leisure,Proffesional fees,2013-09-03,1903801868,5140.00,Curated Place
Manchester City Council,Chief Executives,Proffesional fees,2013-09-03,1903804395,1615.38,Libelium Comunicaciones Distribuida
Manchester City Council,Chief Executives,Proffesional fees,2013-09-03,1903803027,719.00,NEA
Manchester City Council,Chief Executives,Funeral and coroner related services,2013-09-03,5100664684,774.40,Redacted Personal Information
Manchester City Council,Housing Revenue Account,West Gorton Mgmt Fee,2013-09-03,5100664821,10589.00,Guinness Northern Counties
Manchester City Council,Corporate Services,I T Provision,2013-09-03,5100664935,711.90,XMA Limited
Manchester City Council,Chief Executives,Compensation Payments,2013-09-03,5100664804,3050.00,Redacted Personal Information
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,2013-09-03,5100664746,949.70,Chancellors Hotel & Conf Centre
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,2013-09-03,5100646592,588.00,Rigby Taylor Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2013-09-03,5100664810,5784.75,Man. Citizens Advice Bureaux
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-09-03,5100664776,4125.00,Chorlton Good Neighbours
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-09-03,5100664841,1428.01,MCCR
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-09-03,5100664843,1428.01,MCCR
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-09-03,5100664838,1428.01,MCCR
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-09-03,5100664839,1428.01,MCCR
