Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Regeneration Finance,Rents,2018-11-01,1906252738,86347.34,Regus Management (UK) Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-11-01,5101003168,75123.50,The Big Life Company
Manchester City Council,Adult Social Care,Rents,2018-11-01,5101003216,67835.62,T15 Consultancy Ltd
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,2018-11-01,5101003192,18914.09,Homes England
Manchester City Council,Adult Social Care,Professional fees,2018-11-01,1906247596,11000.00,SCI Assessments Ltd.
Manchester City Council,Adult Social Care,Payments for services,2018-11-01,5100981619,8575.00,Delphi Medical
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-11-01,5101003181,8410.50,People First Housing Association
Manchester City Council,Manchester Leisure,Electricity,2018-11-01,1906252736,7716.73,Npower
Manchester City Council,Manchester Leisure,Electricity,2018-11-01,1906252737,7357.09,Npower
Manchester City Council,Manchester Leisure,Electricity,2018-11-01,1906252735,6894.18,Npower
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,2018-11-01,5101003200,6439.67,The Mechanics Centre Ltd
Manchester City Council,Corporate Services,Legal Fees,2018-11-01,5101003190,6262.00,Mourant Ozannes
Manchester City Council,Adult Social Care,Supporting People Payments,2018-11-01,5101003166,4592.16,People First Housing Association
Manchester City Council,Adult Social Care,Supporting People Payments,2018-11-01,5101003180,4592.16,People First Housing Association
Manchester City Council,Regeneration Finance,Professional fees,2018-11-01,1906246191,4436.00,Savills (UK) Ltd
Manchester City Council,Corporate Services,Legal Fees,2018-11-01,5101003190,3738.00,Mourant Ozannes
Manchester City Council,Regeneration Finance,Printing,2018-11-01,5101003170,2769.00,VIP-System Ltd
Manchester City Council,Housing Revenue Account,Rents,2018-11-01,5101003204,1549.37,M J Mapp
Manchester City Council,Manchester Leisure,Catering,2018-11-01,5101003226,1396.80,Manchester Central
Manchester City Council,Adult Social Care,Professional fees,2018-11-01,1906247646,1375.00,Redacted Personal Information
Manchester City Council,Chief Executives,Professional fees,2018-11-01,5101003177,1000.00,The Jamaica Society Manchester
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252776,728.51,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252817,727.70,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252814,695.87,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252815,641.35,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252811,617.36,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252807,593.72,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252790,581.81,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252797,579.49,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252791,570.86,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252796,548.64,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252779,537.97,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252774,533.58,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252813,529.28,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-11-01,1906252780,509.06,Brake Bros Foodservice Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-11-01,5101003167,75123.50,The Big Life Company
Manchester City Council,Corporate Services,Long Term Debtors,2018-11-02,5101003265,1462386.00,Manchester New Square Partnership
Manchester City Council,Corporate Services,Long Term Debtors,2018-11-02,5101003462,226312.45,Blue Dog Property 2 Ltd
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,2018-11-02,5101003318,43222.10,Manchester Working Ltd
Manchester City Council,Manchester Leisure,Professional fees,2018-11-02,5101003186,37803.69,The Sports Presentation Company
Manchester City Council,Manchester Leisure,Professional fees,2018-11-02,1906253320,23424.69,ATP INTERNATIONAL INC
Manchester City Council,Manchester Leisure,I T Provision,2018-11-02,5101003273,18692.00,Biblioteca Ltd.
Manchester City Council,Chief Executives,Grant and subscriptions awarded,2018-11-02,5101003275,15000.00,Wythenshawe Community Housing Group
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2018-11-02,5101003272,14897.45,Manchester Working Ltd
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,2018-11-02,5101003320,12083.49,Manchester Working Ltd
