Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Floral Decorations,2012-11-01,5100591874,500.00,The Manchester College
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2012-11-01,5100591802,570.38,Citirecruit (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2012-11-01,1903383707,1592.11,The Furnishing Service Ltd
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,2012-11-01,5100591835,21133.10,Ocean Contract Cleaning Ltd
Manchester City Council,Environment and Operations,ClothsUniformLaundry,2012-11-01,5100592081,672.00,E & E Workwear
Manchester City Council,Adult Social Care,Agency staff provision,2012-11-01,5100591825,1631.32,Reed Employment Plc
Manchester City Council,Adult Social Care,Agency staff provision,2012-11-01,5100591825,902.52,Reed Employment Plc
Manchester City Council,Adult Social Care,Agency staff provision,2012-11-01,5100591825,510.30,Reed Employment Plc
Manchester City Council,Adult Social Care,Equipment,2012-11-01,5100591836,1060.00,Aidapt Bathrooms Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2012-11-01,5100591859,7596.00,Merci Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2012-11-01,1903372142,2273.40,The Booth Centre
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,2012-11-01,1903374994,500.00,Drake & Co
Manchester City Council,Adult Social Care,Landline Telephone,2012-11-01,1903363263,1437.00,Bt Payphones
Manchester City Council,Adult Social Care,Rents,2012-11-01,1903372141,9358.65,Happy Homes Uk Ltd
Manchester City Council,Adult Social Care,Rents,2012-11-01,1903372144,694.29,United Property Management Ltd
Manchester City Council,Adult Social Care,Rents,2012-11-01,1903366916,500.00,B & A Properties
Manchester City Council,Adult Social Care,Rents,2012-11-01,1903366918,500.00,B & A Properties
Manchester City Council,Adult Social Care,Rents,2012-11-01,1903372159,500.00,B & A Properties
Manchester City Council,Adult Social Care,Rents,2012-11-01,1903372161,500.00,B & A Properties
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-11-01,5100591830,5492.00,Partners Of Prisoners & Families
Manchester City Council,Childrens Services,Agency staff provision,2012-11-01,5100591857,4796.21,Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,2012-11-01,5100591855,4745.00,Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,2012-11-01,5100583213,1450.00,Randstad Education
Manchester City Council,Childrens Services,Foster Payments,2012-11-01,1903383523,887.65,Redacted Personal Information
Manchester City Council,Childrens Services,Foster Payments,2012-11-01,1903383555,737.15,Redacted Personal Information
Manchester City Council,Childrens Services,Rents,2012-11-01,5100591854,5125.00,Barnardo's North West
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2012-11-01,5100591883,695.25,Big Life Families
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2012-11-01,5100591806,6192.70,NU3PS
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2012-11-01,5100591856,316134.08,Cruden Group Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2012-11-01,5100591826,25000.00,Conlon Construction Ltd
Manchester City Council,Corporate Services,Legal Fees,2012-11-01,5100591839,3324.90,Landmark Chambers
Manchester City Council,Chief Executives,Advertising,2012-11-01,5100591821,556.00,AllAboutAudiences
Manchester City Council,Chief Executives,Agency staff provision,2012-11-01,5100591825,4291.01,Reed Employment Plc
Manchester City Council,Chief Executives,Equipment,2012-11-01,5100591840,1519.40,Data Space Limited
Manchester City Council,Chief Executives,Grant and subscriptions awarded,2012-11-01,5100591787,15015.00,Breakthrough Uk Ltd
Manchester City Council,Chief Executives,I T Provision,2012-11-01,5100591804,570.00,Rushton Electronic Solutions Ltd
Manchester City Council,Regeneration Finance,Agency staff provision,2012-11-01,5100591825,512.46,Reed Employment Plc
Manchester City Council,Regeneration Finance,Rents,2012-11-01,5100591822,24375.00,Matthews & Goodman
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,2012-11-01,5100591860,18518.60,CSV Training & Enterprise North
Manchester City Council,Manchester Leisure,Books-Adult Non Fict,2012-11-02,5100591917,554.34,Waterstone's Booksellers Limited
Manchester City Council,Manchester Leisure,Licences Purchase,2012-11-02,5100591809,1062.23,The Performing Right Society
Manchester City Council,Manchester Leisure,Proffesional fees,2012-11-02,5100591894,4976.00,PANDA - Performing Arts Network
Manchester City Council,Manchester Leisure,Proffesional fees,2012-11-02,5100591896,4975.00,PANDA - Performing Arts Network
Manchester City Council,Manchester Leisure,Proffesional fees,2012-11-02,1903383874,35336.73,IF Education PTY Ltd
Manchester City Council,Manchester Leisure,Proffesional fees,2012-11-02,5100592219,3610.00,Clearview Event Services Limited
Manchester City Council,Manchester Leisure,Proffesional fees,2012-11-02,5100591913,2599.30,Big Up Productions Ltd t/a Nuff
Manchester City Council,Manchester Leisure,Travel,2012-11-02,5100592476,561.41,Cresta World Travel t/a Uniglobe
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2012-11-02,5100592253,516.95,Morson International
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2012-11-02,5100592255,516.95,Morson International
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2012-11-02,5100591964,2238.39,Buildbase Ltd aka Axon Buildbase
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2012-11-02,1903383793,680.00,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment,2012-11-02,5100591899,784.02,Panztel (Uk) Limited
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment,2012-11-02,5100591901,777.98,Panztel (Uk) Limited
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment and Materials,2012-11-02,5100592020,1295.06,Amtoll Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,2012-11-02,1903383531,1078.64,Odlings MCR Ltd
Manchester City Council,Hospitality + Trading Services,General Office expenses,2012-11-02,5100591939,1010.00,British Parking Association
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2012-11-02,5100591892,6069.30,One Stop Hire Limited
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2012-11-02,5100592072,8289.03,Rosgal Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2012-11-02,5100591908,6894.27,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2012-11-02,5100592072,947.19,Rosgal Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,2012-11-02,5100592459,1040.40,Buildbase Ltd aka Axon Buildbase
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,2012-11-02,5100592028,990.00,Burdens Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,2012-11-02,5100591967,908.74,Buildbase Ltd aka Axon Buildbase
Manchester City Council,Hospitality + Trading Services,Rents,2012-11-02,5100592260,31332.00,National Car Parks Manchester Ltd
Manchester City Council,Hospitality + Trading Services,Rents,2012-11-02,5100592248,794.04,National Car Parks Manchester Ltd
Manchester City Council,Hospitality + Trading Services,Rents,2012-11-02,5100592246,774.45,National Car Parks Manchester Ltd
Manchester City Council,Hospitality + Trading Services,Stationery,2012-11-02,5100592010,501.60,Banner Business Services Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,2012-11-02,5100592119,1069.00,Tip N Lift Uk Ltd
Manchester City Council,Environment and Operations,Compensation Payments,2012-11-02,1903383545,8000.00,Redacted Personal Information
Manchester City Council,Environment and Operations,Compensation Payments,2012-11-02,1903381864,1438.00,Department For Work & Pensions
Manchester City Council,Environment and Operations,Compensation Payments,2012-11-02,1903381922,600.00,Department For Work & Pensions
Manchester City Council,Environment and Operations,Compensation Payments,2012-11-02,1903381863,566.00,Department For Work & Pensions
Manchester City Council,Environment and Operations,Compensation Payments,2012-11-02,1903383289,500.00,Redacted Personal Information
Manchester City Council,Environment and Operations,Grant and subscriptions awarded,2012-11-02,5100592182,10000.00,Greater Manchester Probation Servic
Manchester City Council,Environment and Operations,Compensation Payments,2012-11-02,1903381944,18825.00,Amelans Solicitors
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,2012-11-02,5100591924,16433.17,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,2012-11-02,5100591909,897.05,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Environment and Operations,Refuse Collection,2012-11-02,5100592158,806110.59,Enterprise Manchester Partnership
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,2012-11-02,5100592256,834.72,Amtoll Ltd
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,2012-11-02,5100592207,508.79,Care Shop
Manchester City Council,Adult Social Care,Equipment,2012-11-02,5100592251,3000.00,Invacare Limited
Manchester City Council,Adult Social Care,Equipment,2012-11-02,5100592238,2863.50,Mountway Ltd
Manchester City Council,Adult Social Care,Funeral and coroner related services,2012-11-02,1903376607,11406.31,Farrer & Co.
Manchester City Council,Adult Social Care,Rents,2012-11-02,5100591930,23425.32,Cromwood Ltd
Manchester City Council,Adult Social Care,Rents,2012-11-02,5100592141,2865.04,Willow Park Housing Trust
Manchester City Council,Adult Social Care,Rents,2012-11-02,5100592140,686.52,Willow Park Housing Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-11-02,5100591914,9681.00,Manchester Action On Street Health
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-11-02,5100592103,1100.00,Sterling Property Co Ltd
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2012-11-02,5100591932,80758.49,Bolton Mbc
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2012-11-02,5100591938,64558.04,Bolton Mbc
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2012-11-02,5100591928,53777.38,Blackburn With Darwen Borough Counc
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2012-11-02,5100592145,26151.01,Stockport Mbc
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2012-11-02,5100592144,22370.13,Stockport Mbc
Manchester City Council,Childrens Services,Agency staff provision,2012-11-02,5100591902,700.00,Randstad Education
Manchester City Council,Childrens Services,Catering Provisions,2012-11-02,5100591927,545.67,3663 (Bfs Group Ltd)
Manchester City Council,Childrens Services,Consultants Fees,2012-11-02,5100591929,1242.50,Edmond Shipway
Manchester City Council,Childrens Services,Contract Cleaning External,2012-11-02,5100591283,899.78,PHS Group
